For Düsseldorf_Date,For Düsseldorf_Time,For Düsseldorf_Comp,For Düsseldorf_Round,For Düsseldorf_Day,For Düsseldorf_Venue,For Düsseldorf_Result,For Düsseldorf_GF,For Düsseldorf_GA,For Düsseldorf_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Düsseldorf_Date,For Düsseldorf_Time,For Düsseldorf_Comp,For Düsseldorf_Round,For Düsseldorf_Day,For Düsseldorf_Venue,For Düsseldorf_Result,For Düsseldorf_GF,For Düsseldorf_GA,For Düsseldorf_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Düsseldorf_Date,For Düsseldorf_Time,For Düsseldorf_Comp,For Düsseldorf_Round,For Düsseldorf_Day,For Düsseldorf_Venue,For Düsseldorf_Result,For Düsseldorf_GF,For Düsseldorf_GA,For Düsseldorf_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Düsseldorf_Date,For Düsseldorf_Time,For Düsseldorf_Comp,For Düsseldorf_Round,For Düsseldorf_Day,For Düsseldorf_Venue,For Düsseldorf_Result,For Düsseldorf_GF,For Düsseldorf_GA,For Düsseldorf_Opponent,For Düsseldorf_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Düsseldorf_Date,For Düsseldorf_Time,For Düsseldorf_Comp,For Düsseldorf_Round,For Düsseldorf_Day,For Düsseldorf_Venue,For Düsseldorf_Result,For Düsseldorf_GF,For Düsseldorf_GA,For Düsseldorf_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Düsseldorf_Date,For Düsseldorf_Time,For Düsseldorf_Comp,For Düsseldorf_Round,For Düsseldorf_Day,For Düsseldorf_Venue,For Düsseldorf_Result,For Düsseldorf_GF,For Düsseldorf_GA,For Düsseldorf_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Düsseldorf_Date,For Düsseldorf_Time,For Düsseldorf_Comp,For Düsseldorf_Round,For Düsseldorf_Day,For Düsseldorf_Venue,For Düsseldorf_Result,For Düsseldorf_GF,For Düsseldorf_GA,For Düsseldorf_Opponent,For Düsseldorf_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Düsseldorf_Date,For Düsseldorf_Time,For Düsseldorf_Comp,For Düsseldorf_Round,For Düsseldorf_Day,For Düsseldorf_Venue,For Düsseldorf_Result,For Düsseldorf_GF,For Düsseldorf_GA,For Düsseldorf_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2020-02-15,18:30 (09:30),Bundesliga,Matchweek 22,Sat,Home,L,1,4,Gladbach,1,9,4,44.4,0.11,0.25,19.6,0.0,0,0,0.8,0.8,0.09,0.2,0.2,Match Report,2020-02-15,18:30 (09:30),Bundesliga,Matchweek 22,Sat,Home,L,1,4,Gladbach,6,4,2,33.3,0,2.8,-1.2,0,0,0,0,9.0,19.0,47.4,40.0,2.0,42.5,37.8,6.0,33.3,36.2,12.0,0.0,0.0,2.0,23.0,Match Report,2020-02-15,18:30 (09:30),Bundesliga,Matchweek 22,Sat,Home,L,1,4,Gladbach,372.0,446.0,83.4,7534.0,2693.0,151.0,169.0,89.3,148.0,162.0,91.4,68.0,99.0,68.7,1,0.7,0.6,7.0,22.0,10.0,5.0,34.0,Match Report,2020-02-15,18:30 (09:30),Bundesliga,Matchweek 22,Sat,Home,L,1,4,Gladbach,446.0,407.0,37.0,12.0,0.0,9.0,14,12.0,2.0,1.0,1.0,0.0,372.0,2.0,6.0,Match Report,2020-02-15,18:30 (09:30),Bundesliga,Matchweek 22,Sat,Home,L,1,4,Gladbach,16.0,14.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2020-02-15,18:30 (09:30),Bundesliga,Matchweek 22,Sat,Home,L,1,4,Gladbach,8.0,4,1.0,5.0,2.0,5.0,19.0,26.3,14.0,8.0,5.0,3.0,14,22,18.0,0.0,Match Report,2020-02-15,18:30 (09:30),Bundesliga,Matchweek 22,Sat,Home,L,1,4,Gladbach,50.0,535.0,63.0,216.0,228.0,99.0,12.0,535.0,12.0,7.0,58.3,5.0,41.7,309.0,1875.0,851.0,15.0,16.0,2.0,12.0,5.0,367.0,34.0,Match Report,2020-02-15,18:30 (09:30),Bundesliga,Matchweek 22,Sat,Home,L,1,4,Gladbach,2,0,0,11,10,2,14,14,4,0.0,0.0,0,44.0,14.0,18.0,43.8,Match Report
2020-02-22,15:30 (06:30),Bundesliga,Matchweek 23,Sat,Away,W,2,0,Freiburg,2,9,4,44.4,0.22,0.5,23.0,0.0,0,0,0.9,0.9,0.11,1.1,1.1,Match Report,2020-02-22,15:30 (06:30),Bundesliga,Matchweek 23,Sat,Away,W,2,0,Freiburg,4,0,4,100.0,1,0.3,0.3,0,0,0,0,8.0,22.0,36.4,21.0,0.0,71.4,48.5,10.0,70.0,55.1,19.0,1.0,5.3,0.0,9.5,Match Report,2020-02-22,15:30 (06:30),Bundesliga,Matchweek 23,Sat,Away,W,2,0,Freiburg,253.0,371.0,68.2,4807.0,2032.0,111.0,135.0,82.2,103.0,135.0,76.3,35.0,81.0,43.2,2,0.9,0.6,8.0,11.0,6.0,3.0,24.0,Match Report,2020-02-22,15:30 (06:30),Bundesliga,Matchweek 23,Sat,Away,W,2,0,Freiburg,371.0,314.0,56.0,15.0,1.0,6.0,12,26.0,4.0,0.0,1.0,0.0,253.0,1.0,8.0,Match Report,2020-02-22,15:30 (06:30),Bundesliga,Matchweek 23,Sat,Away,W,2,0,Freiburg,16.0,10.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,Match Report,2020-02-22,15:30 (06:30),Bundesliga,Matchweek 23,Sat,Away,W,2,0,Freiburg,18.0,12,11.0,6.0,1.0,7.0,23.0,30.4,16.0,18.0,6.0,12.0,7,25,39.0,0.0,Match Report,2020-02-22,15:30 (06:30),Bundesliga,Matchweek 23,Sat,Away,W,2,0,Freiburg,40.0,494.0,76.0,204.0,203.0,94.0,12.0,494.0,14.0,10.0,71.4,4.0,28.6,215.0,1381.0,648.0,17.0,9.0,2.0,11.0,10.0,251.0,24.0,Match Report,2020-02-22,15:30 (06:30),Bundesliga,Matchweek 23,Sat,Away,W,2,0,Freiburg,4,0,0,10,13,1,12,7,12,0.0,0.0,0,55.0,23.0,31.0,42.6,Match Report
2020-02-28,20:30 (11:30),Bundesliga,Matchweek 24,Fri,Home,D,3,3,Hertha BSC,3,14,5,35.7,0.21,0.6,19.6,1.0,0,0,1.4,1.4,0.1,1.6,1.6,Match Report,2020-02-28,20:30 (11:30),Bundesliga,Matchweek 24,Fri,Home,D,3,3,Hertha BSC,7,3,5,71.4,0,2.8,0.8,1,1,0,0,4.0,24.0,16.7,29.0,0.0,69.0,45.4,7.0,57.1,49.6,17.0,0.0,0.0,1.0,12.7,Match Report,2020-02-28,20:30 (11:30),Bundesliga,Matchweek 24,Fri,Home,D,3,3,Hertha BSC,398.0,507.0,78.5,7263.0,2470.0,165.0,188.0,87.8,155.0,185.0,83.8,60.0,95.0,63.2,3,1.0,0.8,7.0,23.0,5.0,1.0,40.0,Match Report,2020-02-28,20:30 (11:30),Bundesliga,Matchweek 24,Fri,Home,D,3,3,Hertha BSC,507.0,454.0,47.0,14.0,1.0,4.0,16,19.0,3.0,1.0,2.0,0.0,398.0,6.0,6.0,Match Report,2020-02-28,20:30 (11:30),Bundesliga,Matchweek 24,Fri,Home,D,3,3,Hertha BSC,25.0,20.0,0.0,1.0,2.0,2.0,0.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,Match Report,2020-02-28,20:30 (11:30),Bundesliga,Matchweek 24,Fri,Home,D,3,3,Hertha BSC,9.0,6,4.0,5.0,0.0,2.0,19.0,10.5,17.0,10.0,3.0,7.0,9,18,25.0,1.0,Match Report,2020-02-28,20:30 (11:30),Bundesliga,Matchweek 24,Fri,Home,D,3,3,Hertha BSC,50.0,612.0,59.0,204.0,289.0,123.0,15.0,612.0,16.0,9.0,56.3,7.0,43.8,270.0,1427.0,684.0,15.0,10.0,2.0,13.0,5.0,397.0,40.0,Match Report,2020-02-28,20:30 (11:30),Bundesliga,Matchweek 24,Fri,Home,D,3,3,Hertha BSC,2,0,0,11,11,6,16,9,6,0.0,1.0,1,55.0,14.0,25.0,35.9,Match Report
2020-03-03,18:30 (09:30),DFB-Pokal,Quarter-finals,Tue,Away,D,1 (6),1 (7),Saarbrücken,1,36,16,44.4,0.03,0.06,,,0,1,,,,,,Match Report,2020-03-03,18:30 (09:30),DFB-Pokal,Quarter-finals,Tue,Away,D,1 (6),1 (7),Saarbrücken,6,1,5,83.3,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2020-03-03,18:30 (09:30),DFB-Pokal,Quarter-finals,Tue,Away,D,1 (6),1 (7),Saarbrücken,,,,,,,,,,,,,,,1,,,,,,,,Match Report,2020-03-03,18:30 (09:30),DFB-Pokal,Quarter-finals,Tue,Away,D,1 (6),1 (7),Saarbrücken,,,,,,,40,,,,,,,,,Match Report,2020-03-03,18:30 (09:30),DFB-Pokal,Quarter-finals,Tue,Away,D,1 (6),1 (7),Saarbrücken,,,,,,,,,,,,,,,Match Report,2020-03-03,18:30 (09:30),DFB-Pokal,Quarter-finals,Tue,Away,D,1 (6),1 (7),Saarbrücken,,7,,,,,,,,,,,16,0,,,Match Report,2020-03-03,18:30 (09:30),DFB-Pokal,Quarter-finals,Tue,Away,D,1 (6),1 (7),Saarbrücken,74.0,,,,,,,,,,,,,,,,,,,,,,,Match Report,2020-03-03,18:30 (09:30),DFB-Pokal,Quarter-finals,Tue,Away,D,1 (6),1 (7),Saarbrücken,5,0,0,16,11,0,40,16,7,,,0,,,,,Match Report
2020-03-08,18:00 (10:00),Bundesliga,Matchweek 25,Sun,Away,D,1,1,Mainz 05,1,20,5,25.0,0.05,0.2,19.6,2.0,0,0,2.0,2.0,0.1,-1.0,-1.0,Match Report,2020-03-08,18:00 (10:00),Bundesliga,Matchweek 25,Sun,Away,D,1,1,Mainz 05,1,1,0,0.0,0,1.0,0.0,0,0,0,0,4.0,10.0,40.0,29.0,5.0,27.6,32.9,2.0,100.0,69.0,3.0,0.0,0.0,0.0,7.7,Match Report,2020-03-08,18:00 (10:00),Bundesliga,Matchweek 25,Sun,Away,D,1,1,Mainz 05,496.0,619.0,80.1,9504.0,3606.0,200.0,228.0,87.7,207.0,245.0,84.5,73.0,110.0,66.4,0,0.6,1.4,13.0,45.0,10.0,2.0,60.0,Match Report,2020-03-08,18:00 (10:00),Bundesliga,Matchweek 25,Sun,Away,D,1,1,Mainz 05,619.0,564.0,54.0,19.0,1.0,7.0,21,23.0,8.0,2.0,4.0,0.0,496.0,1.0,8.0,Match Report,2020-03-08,18:00 (10:00),Bundesliga,Matchweek 25,Sun,Away,D,1,1,Mainz 05,36.0,26.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2020-03-08,18:00 (10:00),Bundesliga,Matchweek 25,Sun,Away,D,1,1,Mainz 05,10.0,6,3.0,5.0,2.0,1.0,7.0,14.3,6.0,3.0,0.0,3.0,9,19,9.0,0.0,Match Report,2020-03-08,18:00 (10:00),Bundesliga,Matchweek 25,Sun,Away,D,1,1,Mainz 05,64.0,716.0,36.0,194.0,325.0,200.0,22.0,716.0,11.0,5.0,45.5,6.0,54.5,329.0,1535.0,689.0,12.0,7.0,2.0,20.0,8.0,492.0,59.0,Match Report,2020-03-08,18:00 (10:00),Bundesliga,Matchweek 25,Sun,Away,D,1,1,Mainz 05,1,0,0,11,18,1,21,9,6,0.0,0.0,0,59.0,17.0,17.0,50.0,Match Report
2020-05-16,15:30 (06:30),Bundesliga,Matchweek 26,Sat,Home,D,0,0,Paderborn 07,0,10,1,10.0,0.0,0.0,18.7,0.0,0,0,1.1,1.1,0.11,-1.1,-1.1,Match Report,2020-05-16,15:30 (06:30),Bundesliga,Matchweek 26,Sat,Home,D,0,0,Paderborn 07,1,0,1,100.0,1,0.0,0.0,0,0,0,0,6.0,8.0,75.0,38.0,5.0,21.1,29.0,5.0,0.0,22.0,8.0,0.0,0.0,2.0,18.2,Match Report,2020-05-16,15:30 (06:30),Bundesliga,Matchweek 26,Sat,Home,D,0,0,Paderborn 07,475.0,573.0,82.9,9287.0,3582.0,184.0,207.0,88.9,212.0,238.0,89.1,66.0,94.0,70.2,0,1.1,1.2,9.0,26.0,9.0,4.0,35.0,Match Report,2020-05-16,15:30 (06:30),Bundesliga,Matchweek 26,Sat,Home,D,0,0,Paderborn 07,573.0,521.0,48.0,16.0,0.0,16.0,15,24.0,2.0,0.0,0.0,0.0,475.0,4.0,13.0,Match Report,2020-05-16,15:30 (06:30),Bundesliga,Matchweek 26,Sat,Home,D,0,0,Paderborn 07,19.0,13.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2020-05-16,15:30 (06:30),Bundesliga,Matchweek 26,Sat,Home,D,0,0,Paderborn 07,14.0,10,6.0,6.0,2.0,6.0,11.0,54.5,5.0,6.0,2.0,4.0,7,21,11.0,0.0,Match Report,2020-05-16,15:30 (06:30),Bundesliga,Matchweek 26,Sat,Home,D,0,0,Paderborn 07,54.0,653.0,66.0,298.0,259.0,101.0,15.0,653.0,8.0,4.0,50.0,4.0,50.0,313.0,1529.0,569.0,11.0,7.0,2.0,19.0,3.0,472.0,35.0,Match Report,2020-05-16,15:30 (06:30),Bundesliga,Matchweek 26,Sat,Home,D,0,0,Paderborn 07,2,0,0,15,16,4,15,7,10,0.0,0.0,0,51.0,11.0,10.0,52.4,Match Report
2020-05-24,18:00 (09:00),Bundesliga,Matchweek 27,Sun,Away,D,2,2,Köln,2,10,4,40.0,0.2,0.5,26.9,0.0,0,0,0.4,0.4,0.04,1.6,1.6,Match Report,2020-05-24,18:00 (09:00),Bundesliga,Matchweek 27,Sun,Away,D,2,2,Köln,6,2,3,66.7,0,1.9,-0.1,1,0,1,0,5.0,25.0,20.0,33.0,4.0,57.6,45.5,7.0,85.7,64.0,21.0,1.0,4.8,1.0,14.7,Match Report,2020-05-24,18:00 (09:00),Bundesliga,Matchweek 27,Sun,Away,D,2,2,Köln,241.0,384.0,62.8,4419.0,2280.0,111.0,141.0,78.7,98.0,133.0,73.7,25.0,86.0,29.1,2,0.3,0.3,8.0,22.0,6.0,0.0,33.0,Match Report,2020-05-24,18:00 (09:00),Bundesliga,Matchweek 27,Sun,Away,D,2,2,Köln,384.0,312.0,72.0,22.0,0.0,2.0,14,38.0,2.0,0.0,0.0,0.0,241.0,0.0,9.0,Match Report,2020-05-24,18:00 (09:00),Bundesliga,Matchweek 27,Sun,Away,D,2,2,Köln,16.0,13.0,1.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Match Report,2020-05-24,18:00 (09:00),Bundesliga,Matchweek 27,Sun,Away,D,2,2,Köln,10.0,5,3.0,7.0,0.0,1.0,12.0,8.3,11.0,8.0,3.0,5.0,8,18,19.0,0.0,Match Report,2020-05-24,18:00 (09:00),Bundesliga,Matchweek 27,Sun,Away,D,2,2,Köln,40.0,473.0,60.0,193.0,155.0,128.0,11.0,473.0,7.0,3.0,42.9,4.0,57.1,168.0,816.0,332.0,6.0,6.0,3.0,12.0,13.0,239.0,33.0,Match Report,2020-05-24,18:00 (09:00),Bundesliga,Matchweek 27,Sun,Away,D,2,2,Köln,1,0,0,17,19,0,14,8,5,0.0,1.0,0,47.0,24.0,38.0,38.7,Match Report
