For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,For Mainz 05_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,For Mainz 05_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Mainz 05_Date,For Mainz 05_Time,For Mainz 05_Comp,For Mainz 05_Round,For Mainz 05_Day,For Mainz 05_Venue,For Mainz 05_Result,For Mainz 05_GF,For Mainz 05_GA,For Mainz 05_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2020-12-05,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,L,1,2,Arminia,1,15,5,33.3,0.07,0.2,15.0,0.0,0,0,2.8,2.8,0.19,-1.8,-1.8,Match Report,2020-12-05,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,L,1,2,Arminia,5,2,3,60.0,0,1.0,-1.0,0,0,0,0,3.0,13.0,23.1,28.0,12.0,28.6,30.1,8.0,62.5,51.3,15.0,0.0,0.0,3.0,25.0,Match Report,2020-12-05,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,L,1,2,Arminia,411.0,566.0,72.6,7961.0,2962.0,152.0,189.0,80.4,208.0,253.0,82.2,47.0,91.0,51.6,0,1.2,0.8,11.0,46.0,8.0,1.0,60.0,Match Report,2020-12-05,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,L,1,2,Arminia,566.0,496.0,68.0,17.0,1.0,7.0,22,37.0,3.0,2.0,1.0,0.0,411.0,2.0,16.0,Match Report,2020-12-05,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,L,1,2,Arminia,26.0,19.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Match Report,2020-12-05,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,L,1,2,Arminia,11.0,5,5.0,4.0,2.0,2.0,6.0,33.3,4.0,7.0,2.0,5.0,16,27,14.0,0.0,Match Report,2020-12-05,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,L,1,2,Arminia,52.0,682.0,51.0,181.0,363.0,141.0,19.0,682.0,20.0,11.0,55.0,9.0,45.0,335.0,2076.0,1119.0,18.0,8.0,4.0,18.0,10.0,408.0,59.0,Match Report,2020-12-05,15:30 (06:30),Bundesliga,Matchweek 10,Sat,Away,L,1,2,Arminia,2,0,0,17,16,2,22,16,5,0.0,0.0,0,58.0,25.0,31.0,44.6,Match Report
2020-12-12,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Home,L,0,1,Köln,0,15,4,26.7,0.0,0.0,16.6,0.0,0,0,1.7,1.7,0.11,-1.7,-1.7,Match Report,2020-12-12,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Home,L,0,1,Köln,6,1,5,83.3,0,1.1,0.1,0,0,0,0,0.0,7.0,0.0,29.0,10.0,13.8,24.9,4.0,75.0,53.5,15.0,1.0,6.7,2.0,20.2,Match Report,2020-12-12,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Home,L,0,1,Köln,472.0,597.0,79.1,8812.0,3364.0,177.0,214.0,82.7,232.0,271.0,85.6,58.0,90.0,64.4,0,1.6,1.8,14.0,44.0,6.0,2.0,57.0,Match Report,2020-12-12,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Home,L,0,1,Köln,597.0,537.0,58.0,13.0,1.0,4.0,27,34.0,5.0,3.0,2.0,0.0,472.0,2.0,11.0,Match Report,2020-12-12,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Home,L,0,1,Köln,29.0,22.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2020-12-12,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Home,L,0,1,Köln,9.0,7,3.0,4.0,2.0,7.0,12.0,58.3,5.0,6.0,1.0,5.0,12,21,14.0,0.0,Match Report,2020-12-12,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Home,L,0,1,Köln,60.0,687.0,44.0,161.0,362.0,169.0,23.0,687.0,12.0,10.0,83.3,2.0,16.7,457.0,2236.0,1287.0,19.0,8.0,3.0,19.0,6.0,472.0,57.0,Match Report,2020-12-12,15:30 (06:30),Bundesliga,Matchweek 11,Sat,Home,L,0,1,Köln,4,0,0,15,10,2,27,12,7,0.0,0.0,0,48.0,13.0,12.0,52.0,Match Report
2020-12-15,20:30 (11:30),Bundesliga,Matchweek 12,Tue,Away,D,0,0,Hertha BSC,0,5,0,0.0,0.0,,15.4,0.0,0,0,0.8,0.8,0.15,-0.8,-0.8,Match Report,2020-12-15,20:30 (11:30),Bundesliga,Matchweek 12,Tue,Away,D,0,0,Hertha BSC,0,0,0,,1,0.0,0.0,0,0,0,0,2.0,13.0,15.4,22.0,3.0,40.9,34.3,11.0,36.4,33.5,15.0,0.0,0.0,0.0,,Match Report,2020-12-15,20:30 (11:30),Bundesliga,Matchweek 12,Tue,Away,D,0,0,Hertha BSC,235.0,355.0,66.2,4243.0,1744.0,109.0,141.0,77.3,95.0,130.0,73.1,28.0,72.0,38.9,0,0.7,0.8,4.0,16.0,4.0,1.0,27.0,Match Report,2020-12-15,20:30 (11:30),Bundesliga,Matchweek 12,Tue,Away,D,0,0,Hertha BSC,355.0,296.0,59.0,17.0,0.0,1.0,16,26.0,4.0,1.0,3.0,0.0,235.0,0.0,8.0,Match Report,2020-12-15,20:30 (11:30),Bundesliga,Matchweek 12,Tue,Away,D,0,0,Hertha BSC,9.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2020-12-15,20:30 (11:30),Bundesliga,Matchweek 12,Tue,Away,D,0,0,Hertha BSC,17.0,8,8.0,7.0,2.0,10.0,23.0,43.5,13.0,2.0,1.0,1.0,25,42,24.0,0.0,Match Report,2020-12-15,20:30 (11:30),Bundesliga,Matchweek 12,Tue,Away,D,0,0,Hertha BSC,36.0,464.0,64.0,160.0,211.0,98.0,9.0,464.0,10.0,8.0,80.0,2.0,20.0,224.0,996.0,453.0,6.0,7.0,2.0,19.0,4.0,235.0,27.0,Match Report,2020-12-15,20:30 (11:30),Bundesliga,Matchweek 12,Tue,Away,D,0,0,Hertha BSC,1,0,0,11,16,0,16,25,8,0.0,0.0,0,45.0,8.0,9.0,47.1,Match Report
2020-12-19,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,L,0,1,Werder Bremen,0,8,1,12.5,0.0,0.0,19.0,0.0,0,0,0.5,0.5,0.06,-0.5,-0.5,Match Report,2020-12-19,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,L,0,1,Werder Bremen,7,1,6,85.7,0,2.0,1.0,0,0,0,0,4.0,12.0,33.3,32.0,14.0,28.1,29.6,6.0,50.0,43.7,16.0,0.0,0.0,1.0,31.0,Match Report,2020-12-19,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,L,0,1,Werder Bremen,374.0,476.0,78.6,6836.0,2744.0,161.0,192.0,83.9,163.0,196.0,83.2,45.0,74.0,60.8,0,0.3,1.0,4.0,17.0,8.0,6.0,24.0,Match Report,2020-12-19,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,L,0,1,Werder Bremen,476.0,434.0,42.0,10.0,0.0,1.0,21,22.0,2.0,0.0,2.0,0.0,374.0,0.0,7.0,Match Report,2020-12-19,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,L,0,1,Werder Bremen,9.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2020-12-19,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,L,0,1,Werder Bremen,16.0,6,8.0,7.0,1.0,7.0,15.0,46.7,8.0,15.0,3.0,12.0,22,38,22.0,0.0,Match Report,2020-12-19,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,L,0,1,Werder Bremen,44.0,593.0,63.0,220.0,256.0,119.0,13.0,593.0,11.0,7.0,63.6,4.0,36.4,382.0,1503.0,799.0,13.0,12.0,1.0,14.0,13.0,372.0,24.0,Match Report,2020-12-19,15:30 (06:30),Bundesliga,Matchweek 13,Sat,Home,L,0,1,Werder Bremen,2,0,0,15,10,0,21,22,6,0.0,0.0,0,45.0,14.0,12.0,53.8,Match Report
2020-12-23,20:45 (11:45),DFB-Pokal,Second round,Wed,Home,D,2 (0),2 (3),Bochum,2,14,6,42.9,0.14,0.33,,,0,0,,,,,,Match Report,2020-12-23,20:45 (11:45),DFB-Pokal,Second round,Wed,Home,D,2 (0),2 (3),Bochum,2,2,0,0.0,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2020-12-23,20:45 (11:45),DFB-Pokal,Second round,Wed,Home,D,2 (0),2 (3),Bochum,,,,,,,,,,,,,,,2,,,,,,,,Match Report,2020-12-23,20:45 (11:45),DFB-Pokal,Second round,Wed,Home,D,2 (0),2 (3),Bochum,,,,,,,24,,,,,,,,,Match Report,2020-12-23,20:45 (11:45),DFB-Pokal,Second round,Wed,Home,D,2 (0),2 (3),Bochum,,,,,,,,,,,,,,,Match Report,2020-12-23,20:45 (11:45),DFB-Pokal,Second round,Wed,Home,D,2 (0),2 (3),Bochum,,7,,,,,,,,,,,18,0,,,Match Report,2020-12-23,20:45 (11:45),DFB-Pokal,Second round,Wed,Home,D,2 (0),2 (3),Bochum,43.0,,,,,,,,,,,,,,,,,,,,,,,Match Report,2020-12-23,20:45 (11:45),DFB-Pokal,Second round,Wed,Home,D,2 (0),2 (3),Bochum,2,0,0,22,20,2,24,18,7,,,0,,,,,Match Report
2021-01-03,18:00 (09:00),Bundesliga,Matchweek 14,Sun,Away,L,2,5,Bayern Munich,2,12,7,58.3,0.17,0.29,20.1,1.0,0,0,1.3,1.3,0.11,0.7,0.7,Match Report,2021-01-03,18:00 (09:00),Bundesliga,Matchweek 14,Sun,Away,L,2,5,Bayern Munich,11,5,6,63.6,0,5.4,0.4,1,1,0,0,0.0,5.0,0.0,18.0,8.0,27.8,29.7,5.0,0.0,14.4,22.0,2.0,9.1,2.0,9.3,Match Report,2021-01-03,18:00 (09:00),Bundesliga,Matchweek 14,Sun,Away,L,2,5,Bayern Munich,217.0,299.0,72.6,4059.0,2136.0,100.0,131.0,76.3,84.0,109.0,77.1,30.0,50.0,60.0,2,1.2,1.7,10.0,21.0,2.0,1.0,20.0,Match Report,2021-01-03,18:00 (09:00),Bundesliga,Matchweek 14,Sun,Away,L,2,5,Bayern Munich,299.0,254.0,44.0,11.0,1.0,3.0,6,20.0,2.0,1.0,1.0,0.0,217.0,1.0,3.0,Match Report,2021-01-03,18:00 (09:00),Bundesliga,Matchweek 14,Sun,Away,L,2,5,Bayern Munich,24.0,19.0,2.0,0.0,0.0,2.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,Match Report,2021-01-03,18:00 (09:00),Bundesliga,Matchweek 14,Sun,Away,L,2,5,Bayern Munich,15.0,12,11.0,4.0,0.0,10.0,24.0,41.7,14.0,11.0,4.0,7.0,20,35,29.0,0.0,Match Report,2021-01-03,18:00 (09:00),Bundesliga,Matchweek 14,Sun,Away,L,2,5,Bayern Munich,28.0,417.0,81.0,206.0,152.0,67.0,11.0,417.0,11.0,5.0,45.5,6.0,54.5,226.0,1110.0,672.0,9.0,7.0,3.0,14.0,12.0,217.0,20.0,Match Report,2021-01-03,18:00 (09:00),Bundesliga,Matchweek 14,Sun,Away,L,2,5,Bayern Munich,1,0,0,9,11,1,6,20,12,0.0,1.0,0,52.0,12.0,5.0,70.6,Match Report
2021-01-09,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Home,L,0,2,Eint Frankfurt,0,9,1,11.1,0.0,0.0,20.1,0.0,0,0,0.8,0.8,0.09,-0.8,-0.8,Match Report,2021-01-09,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Home,L,0,2,Eint Frankfurt,7,2,5,100.0,0,2.3,0.3,2,2,0,0,3.0,10.0,30.0,19.0,5.0,42.1,36.4,4.0,50.0,39.8,21.0,2.0,9.5,2.0,18.3,Match Report,2021-01-09,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Home,L,0,2,Eint Frankfurt,230.0,368.0,62.5,4115.0,1951.0,101.0,134.0,75.4,86.0,128.0,67.2,34.0,77.0,44.2,0,0.8,0.7,9.0,15.0,5.0,1.0,29.0,Match Report,2021-01-09,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Home,L,0,2,Eint Frankfurt,368.0,315.0,52.0,17.0,0.0,3.0,17,25.0,3.0,3.0,0.0,0.0,230.0,1.0,7.0,Match Report,2021-01-09,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Home,L,0,2,Eint Frankfurt,18.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-01-09,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Home,L,0,2,Eint Frankfurt,12.0,8,6.0,4.0,2.0,5.0,15.0,33.3,10.0,13.0,3.0,10.0,15,27,30.0,0.0,Match Report,2021-01-09,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Home,L,0,2,Eint Frankfurt,41.0,500.0,62.0,173.0,203.0,130.0,14.0,500.0,18.0,6.0,33.3,12.0,66.7,222.0,1088.0,453.0,5.0,10.0,1.0,14.0,10.0,229.0,29.0,Match Report,2021-01-09,15:30 (06:30),Bundesliga,Matchweek 15,Sat,Home,L,0,2,Eint Frankfurt,2,0,0,17,13,1,17,15,8,0.0,2.0,0,53.0,14.0,18.0,43.8,Match Report
2021-01-16,15:30 (06:30),Bundesliga,Matchweek 16,Sat,Away,D,1,1,Dortmund,1,9,3,33.3,0.11,0.33,16.6,0.0,0,0,0.6,0.6,0.06,0.4,0.4,Match Report,2021-01-16,15:30 (06:30),Bundesliga,Matchweek 16,Sat,Away,D,1,1,Dortmund,7,1,6,85.7,0,1.5,0.5,1,0,0,1,9.0,23.0,39.1,27.0,5.0,55.6,40.3,14.0,57.1,46.8,15.0,0.0,0.0,2.0,16.2,Match Report,2021-01-16,15:30 (06:30),Bundesliga,Matchweek 16,Sat,Away,D,1,1,Dortmund,193.0,296.0,65.2,3480.0,1727.0,90.0,112.0,80.4,78.0,105.0,74.3,18.0,53.0,34.0,1,0.4,0.3,6.0,11.0,2.0,1.0,20.0,Match Report,2021-01-16,15:30 (06:30),Bundesliga,Matchweek 16,Sat,Away,D,1,1,Dortmund,296.0,245.0,51.0,14.0,0.0,2.0,12,19.0,2.0,0.0,2.0,0.0,193.0,0.0,6.0,Match Report,2021-01-16,15:30 (06:30),Bundesliga,Matchweek 16,Sat,Away,D,1,1,Dortmund,16.0,8.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-01-16,15:30 (06:30),Bundesliga,Matchweek 16,Sat,Away,D,1,1,Dortmund,15.0,10,8.0,5.0,2.0,4.0,21.0,19.0,17.0,16.0,3.0,13.0,21,36,21.0,0.0,Match Report,2021-01-16,15:30 (06:30),Bundesliga,Matchweek 16,Sat,Away,D,1,1,Dortmund,28.0,414.0,72.0,193.0,153.0,76.0,13.0,414.0,13.0,9.0,69.2,4.0,30.8,159.0,1082.0,493.0,10.0,12.0,1.0,18.0,10.0,193.0,20.0,Match Report,2021-01-16,15:30 (06:30),Bundesliga,Matchweek 16,Sat,Away,D,1,1,Dortmund,2,0,0,19,9,0,12,21,10,0.0,1.0,0,52.0,8.0,18.0,30.8,Match Report
2021-01-19,20:30 (11:30),Bundesliga,Matchweek 17,Tue,Home,L,0,2,Wolfsburg,0,8,0,0.0,0.0,,19.5,0.0,0,0,0.7,0.7,0.08,-0.7,-0.7,Match Report,2021-01-19,20:30 (11:30),Bundesliga,Matchweek 17,Tue,Home,L,0,2,Wolfsburg,2,2,0,0.0,0,1.5,-0.5,0,0,0,0,5.0,14.0,35.7,21.0,5.0,52.4,39.0,8.0,37.5,34.6,10.0,1.0,10.0,1.0,15.0,Match Report,2021-01-19,20:30 (11:30),Bundesliga,Matchweek 17,Tue,Home,L,0,2,Wolfsburg,194.0,344.0,56.4,3449.0,1847.0,83.0,118.0,70.3,74.0,114.0,64.9,27.0,73.0,37.0,0,0.5,0.5,5.0,18.0,4.0,2.0,14.0,Match Report,2021-01-19,20:30 (11:30),Bundesliga,Matchweek 17,Tue,Home,L,0,2,Wolfsburg,344.0,280.0,60.0,18.0,0.0,1.0,13,29.0,2.0,1.0,1.0,0.0,194.0,4.0,17.0,Match Report,2021-01-19,20:30 (11:30),Bundesliga,Matchweek 17,Tue,Home,L,0,2,Wolfsburg,16.0,7.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-01-19,20:30 (11:30),Bundesliga,Matchweek 17,Tue,Home,L,0,2,Wolfsburg,16.0,12,6.0,9.0,1.0,9.0,17.0,52.9,8.0,10.0,1.0,9.0,4,20,19.0,1.0,Match Report,2021-01-19,20:30 (11:30),Bundesliga,Matchweek 17,Tue,Home,L,0,2,Wolfsburg,38.0,432.0,45.0,150.0,195.0,92.0,8.0,432.0,14.0,6.0,42.9,8.0,57.1,210.0,829.0,371.0,6.0,6.0,1.0,14.0,5.0,193.0,14.0,Match Report,2021-01-19,20:30 (11:30),Bundesliga,Matchweek 17,Tue,Home,L,0,2,Wolfsburg,1,0,0,17,15,4,13,4,12,0.0,0.0,0,50.0,23.0,29.0,44.2,Match Report
2021-01-23,15:30 (06:30),Bundesliga,Matchweek 18,Sat,Home,W,3,2,RB Leipzig,3,9,4,44.4,0.33,0.75,11.8,0.0,0,0,1.8,1.8,0.2,1.2,1.2,Match Report,2021-01-23,15:30 (06:30),Bundesliga,Matchweek 18,Sat,Home,W,3,2,RB Leipzig,5,2,3,60.0,0,1.8,-0.2,0,0,0,0,5.0,21.0,23.8,27.0,5.0,59.3,47.5,7.0,71.4,54.4,20.0,1.0,5.0,1.0,11.0,Match Report,2021-01-23,15:30 (06:30),Bundesliga,Matchweek 18,Sat,Home,W,3,2,RB Leipzig,182.0,313.0,58.1,3491.0,1683.0,69.0,98.0,70.4,81.0,113.0,71.7,23.0,77.0,29.9,2,1.4,1.5,6.0,14.0,7.0,2.0,23.0,Match Report,2021-01-23,15:30 (06:30),Bundesliga,Matchweek 18,Sat,Home,W,3,2,RB Leipzig,313.0,264.0,47.0,15.0,0.0,1.0,14,19.0,3.0,3.0,0.0,0.0,182.0,2.0,7.0,Match Report,2021-01-23,15:30 (06:30),Bundesliga,Matchweek 18,Sat,Home,W,3,2,RB Leipzig,13.0,8.0,2.0,1.0,1.0,1.0,0.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,Match Report,2021-01-23,15:30 (06:30),Bundesliga,Matchweek 18,Sat,Home,W,3,2,RB Leipzig,25.0,17,6.0,13.0,6.0,13.0,25.0,52.0,12.0,11.0,4.0,7.0,10,35,28.0,0.0,Match Report,2021-01-23,15:30 (06:30),Bundesliga,Matchweek 18,Sat,Home,W,3,2,RB Leipzig,32.0,452.0,66.0,181.0,172.0,103.0,16.0,452.0,16.0,9.0,56.3,7.0,43.8,161.0,1074.0,484.0,12.0,10.0,2.0,23.0,12.0,180.0,23.0,Match Report,2021-01-23,15:30 (06:30),Bundesliga,Matchweek 18,Sat,Home,W,3,2,RB Leipzig,2,0,0,13,16,2,14,10,17,0.0,0.0,0,64.0,13.0,26.0,33.3,Match Report
2021-01-29,20:30 (11:30),Bundesliga,Matchweek 19,Fri,Away,L,0,2,Stuttgart,0,9,2,22.2,0.0,0.0,22.6,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Match Report,2021-01-29,20:30 (11:30),Bundesliga,Matchweek 19,Fri,Away,L,0,2,Stuttgart,3,2,1,33.3,0,0.6,-1.4,0,0,0,0,3.0,11.0,27.3,26.0,10.0,19.2,29.8,8.0,75.0,55.1,12.0,2.0,16.7,0.0,8.3,Match Report,2021-01-29,20:30 (11:30),Bundesliga,Matchweek 19,Fri,Away,L,0,2,Stuttgart,281.0,412.0,68.2,4612.0,1931.0,130.0,153.0,85.0,107.0,146.0,73.3,25.0,75.0,33.3,0,0.4,1.1,8.0,29.0,10.0,1.0,36.0,Match Report,2021-01-29,20:30 (11:30),Bundesliga,Matchweek 19,Fri,Away,L,0,2,Stuttgart,412.0,358.0,54.0,12.0,0.0,1.0,26,27.0,4.0,2.0,2.0,0.0,281.0,0.0,8.0,Match Report,2021-01-29,20:30 (11:30),Bundesliga,Matchweek 19,Fri,Away,L,0,2,Stuttgart,15.0,12.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-01-29,20:30 (11:30),Bundesliga,Matchweek 19,Fri,Away,L,0,2,Stuttgart,23.0,17,10.0,7.0,6.0,8.0,26.0,30.8,18.0,11.0,2.0,9.0,13,36,12.0,0.0,Match Report,2021-01-29,20:30 (11:30),Bundesliga,Matchweek 19,Fri,Away,L,0,2,Stuttgart,48.0,513.0,47.0,150.0,199.0,170.0,21.0,513.0,16.0,8.0,50.0,8.0,50.0,288.0,1454.0,794.0,14.0,11.0,0.0,18.0,5.0,277.0,35.0,Match Report,2021-01-29,20:30 (11:30),Bundesliga,Matchweek 19,Fri,Away,L,0,2,Stuttgart,4,0,0,20,9,0,26,13,17,0.0,0.0,0,61.0,17.0,29.0,37.0,Match Report
2021-02-06,15:30 (06:30),Bundesliga,Matchweek 20,Sat,Home,W,1,0,Union Berlin,1,9,4,44.4,0.0,0.0,17.1,0.0,1,1,2.0,1.2,0.14,-1.0,-1.2,Match Report,2021-02-06,15:30 (06:30),Bundesliga,Matchweek 20,Sat,Home,W,1,0,Union Berlin,4,0,4,100.0,1,0.5,0.5,0,0,0,0,6.0,21.0,28.6,32.0,5.0,46.9,39.7,7.0,85.7,58.3,12.0,1.0,8.3,1.0,15.5,Match Report,2021-02-06,15:30 (06:30),Bundesliga,Matchweek 20,Sat,Home,W,1,0,Union Berlin,262.0,415.0,63.1,5270.0,2397.0,97.0,126.0,77.0,109.0,151.0,72.2,43.0,91.0,47.3,0,1.2,1.0,8.0,25.0,8.0,5.0,23.0,Match Report,2021-02-06,15:30 (06:30),Bundesliga,Matchweek 20,Sat,Home,W,1,0,Union Berlin,415.0,364.0,50.0,14.0,0.0,3.0,20,25.0,3.0,2.0,1.0,0.0,262.0,1.0,13.0,Match Report,2021-02-06,15:30 (06:30),Bundesliga,Matchweek 20,Sat,Home,W,1,0,Union Berlin,15.0,10.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,Match Report,2021-02-06,15:30 (06:30),Bundesliga,Matchweek 20,Sat,Home,W,1,0,Union Berlin,16.0,13,6.0,7.0,3.0,4.0,10.0,40.0,6.0,10.0,3.0,7.0,9,25,22.0,0.0,Match Report,2021-02-06,15:30 (06:30),Bundesliga,Matchweek 20,Sat,Home,W,1,0,Union Berlin,43.0,537.0,61.0,205.0,217.0,117.0,26.0,536.0,11.0,11.0,100.0,0.0,0.0,222.0,954.0,444.0,13.0,5.0,4.0,24.0,9.0,260.0,23.0,Match Report,2021-02-06,15:30 (06:30),Bundesliga,Matchweek 20,Sat,Home,W,1,0,Union Berlin,2,0,0,12,11,1,20,9,13,1.0,0.0,0,59.0,38.0,31.0,55.1,Match Report
2021-02-13,15:30 (06:30),Bundesliga,Matchweek 21,Sat,Away,D,2,2,Leverkusen,2,19,5,26.3,0.11,0.4,14.7,0.0,0,0,2.6,2.6,0.14,-0.6,-0.6,Match Report,2021-02-13,15:30 (06:30),Bundesliga,Matchweek 21,Sat,Away,D,2,2,Leverkusen,4,2,2,50.0,0,0.8,-1.2,0,0,0,0,3.0,13.0,23.1,20.0,6.0,30.0,33.2,9.0,77.8,58.4,6.0,0.0,0.0,0.0,16.0,Match Report,2021-02-13,15:30 (06:30),Bundesliga,Matchweek 21,Sat,Away,D,2,2,Leverkusen,193.0,315.0,61.3,3817.0,1971.0,75.0,107.0,70.1,88.0,126.0,69.8,28.0,68.0,41.2,1,1.5,1.8,13.0,23.0,10.0,3.0,34.0,Match Report,2021-02-13,15:30 (06:30),Bundesliga,Matchweek 21,Sat,Away,D,2,2,Leverkusen,315.0,271.0,40.0,12.0,1.0,2.0,19,14.0,2.0,1.0,1.0,0.0,193.0,4.0,12.0,Match Report,2021-02-13,15:30 (06:30),Bundesliga,Matchweek 21,Sat,Away,D,2,2,Leverkusen,29.0,16.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,2021-02-13,15:30 (06:30),Bundesliga,Matchweek 21,Sat,Away,D,2,2,Leverkusen,22.0,15,10.0,6.0,6.0,11.0,28.0,39.3,17.0,13.0,2.0,11.0,19,41,7.0,0.0,Match Report,2021-02-13,15:30 (06:30),Bundesliga,Matchweek 21,Sat,Away,D,2,2,Leverkusen,31.0,442.0,43.0,150.0,175.0,120.0,33.0,442.0,16.0,11.0,68.8,5.0,31.3,196.0,1045.0,434.0,12.0,8.0,4.0,16.0,8.0,191.0,33.0,Match Report,2021-02-13,15:30 (06:30),Bundesliga,Matchweek 21,Sat,Away,D,2,2,Leverkusen,1,0,0,16,12,4,19,19,15,0.0,0.0,0,60.0,20.0,12.0,62.5,Match Report
