For Leganés_Date,For Leganés_Time,For Leganés_Comp,For Leganés_Round,For Leganés_Day,For Leganés_Venue,For Leganés_Result,For Leganés_GF,For Leganés_GA,For Leganés_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Leganés_Date,For Leganés_Time,For Leganés_Comp,For Leganés_Round,For Leganés_Day,For Leganés_Venue,For Leganés_Result,For Leganés_GF,For Leganés_GA,For Leganés_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Leganés_Date,For Leganés_Time,For Leganés_Comp,For Leganés_Round,For Leganés_Day,For Leganés_Venue,For Leganés_Result,For Leganés_GF,For Leganés_GA,For Leganés_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Leganés_Date,For Leganés_Time,For Leganés_Comp,For Leganés_Round,For Leganés_Day,For Leganés_Venue,For Leganés_Result,For Leganés_GF,For Leganés_GA,For Leganés_Opponent,For Leganés_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Leganés_Date,For Leganés_Time,For Leganés_Comp,For Leganés_Round,For Leganés_Day,For Leganés_Venue,For Leganés_Result,For Leganés_GF,For Leganés_GA,For Leganés_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Leganés_Date,For Leganés_Time,For Leganés_Comp,For Leganés_Round,For Leganés_Day,For Leganés_Venue,For Leganés_Result,For Leganés_GF,For Leganés_GA,For Leganés_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Leganés_Date,For Leganés_Time,For Leganés_Comp,For Leganés_Round,For Leganés_Day,For Leganés_Venue,For Leganés_Result,For Leganés_GF,For Leganés_GA,For Leganés_Opponent,For Leganés_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Leganés_Date,For Leganés_Time,For Leganés_Comp,For Leganés_Round,For Leganés_Day,For Leganés_Venue,For Leganés_Result,For Leganés_GF,For Leganés_GA,For Leganés_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2018-11-23,21:00 (12:00),La Liga,Matchweek 13,Fri,Home,W,1,0,Alavés,1,13,6,46.2,0.08,0.17,19.7,0,0,0,0.9,0.9,0.07,+0.1,+0.1,Match Report,2018-11-23,21:00 (12:00),La Liga,Matchweek 13,Fri,Home,W,1,0,Alavés,2,0,2,100.0,1,0.3,+0.3,0,0,0,0,3,14,21.4,24,4,45.8,39.9,6,50.0,49.7,13,1,7.7,0,13.0,Match Report,2018-11-23,21:00 (12:00),La Liga,Matchweek 13,Fri,Home,W,1,0,Alavés,301,433,69.5,5516,2328,134,155,86.5,123,156,78.8,38,94,40.4,1,0.8,0.6,10,24,5,3,20,Match Report,2018-11-23,21:00 (12:00),La Liga,Matchweek 13,Fri,Home,W,1,0,Alavés,433,367,63,15,0,4,24,36,5,0,5,0,301,3,15,Match Report,2018-11-23,21:00 (12:00),La Liga,Matchweek 13,Fri,Home,W,1,0,Alavés,23,17,3,1,2,0,0,2,2,0,0,0,0,0,Match Report,2018-11-23,21:00 (12:00),La Liga,Matchweek 13,Fri,Home,W,1,0,Alavés,12,6,7,4,1,2,9,22.2,7,7,1,6,12,24,23,0,Match Report,2018-11-23,21:00 (12:00),La Liga,Matchweek 13,Fri,Home,W,1,0,Alavés,49,546,48,164,262,126,15,546,18,9,50.0,9,50.0,242,1389,694,15,12,3,15,13,297,20,Match Report,2018-11-23,21:00 (12:00),La Liga,Matchweek 13,Fri,Home,W,1,0,Alavés,2,0,0,10,13,3,24,12,6,0,0,0,54,23,19,54.8,Match Report
2018-12-01,16:15 (07:15),La Liga,Matchweek 14,Sat,Away,W,4,2,Valladolid,4,14,5,35.7,0.29,0.80,14.5,0,0,0,1.7,1.7,0.12,+2.3,+2.3,Match Report,2018-12-01,16:15 (07:15),La Liga,Matchweek 14,Sat,Away,W,4,2,Valladolid,6,2,4,66.7,0,2.2,+0.2,0,0,0,0,14,23,60.9,17,3,76.5,52.9,11,90.9,67.2,38,0,0.0,0,8.0,Match Report,2018-12-01,16:15 (07:15),La Liga,Matchweek 14,Sat,Away,W,4,2,Valladolid,237,332,71.4,4668,2506,118,138,85.5,78,107,72.9,39,71,54.9,2,0.6,0.7,10,18,8,4,22,Match Report,2018-12-01,16:15 (07:15),La Liga,Matchweek 14,Sat,Away,W,4,2,Valladolid,332,290,41,6,0,2,22,16,5,3,2,0,237,1,9,Match Report,2018-12-01,16:15 (07:15),La Liga,Matchweek 14,Sat,Away,W,4,2,Valladolid,23,18,2,0,2,1,0,5,3,1,0,1,0,0,Match Report,2018-12-01,16:15 (07:15),La Liga,Matchweek 14,Sat,Away,W,4,2,Valladolid,13,9,8,5,0,3,10,30.0,7,13,6,7,8,21,31,1,Match Report,2018-12-01,16:15 (07:15),La Liga,Matchweek 14,Sat,Away,W,4,2,Valladolid,33,437,66,163,190,93,19,437,8,5,62.5,3,37.5,221,1115,527,12,11,1,13,11,235,22,Match Report,2018-12-01,16:15 (07:15),La Liga,Matchweek 14,Sat,Away,W,4,2,Valladolid,3,0,0,13,5,1,22,8,9,0,0,0,55,27,10,73.0,Match Report
2018-12-04,20:30 (11:30),Copa del Rey,Round of 32,Tue,Away,W,1,0,Rayo Vallecano,0,9,1,11.1,0.00,0.00,,,0,0,,,,,,Match Report,2018-12-04,20:30 (11:30),Copa del Rey,Round of 32,Tue,Away,W,1,0,Rayo Vallecano,3,0,4,100.0,1,,,1,0,1,0,,,,,,,,,,,,,,,,Match Report,2018-12-04,20:30 (11:30),Copa del Rey,Round of 32,Tue,Away,W,1,0,Rayo Vallecano,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2018-12-04,20:30 (11:30),Copa del Rey,Round of 32,Tue,Away,W,1,0,Rayo Vallecano,,,,,,,8,,,,,,,,,Match Report,2018-12-04,20:30 (11:30),Copa del Rey,Round of 32,Tue,Away,W,1,0,Rayo Vallecano,,,,,,,,,,,,,,,Match Report,2018-12-04,20:30 (11:30),Copa del Rey,Round of 32,Tue,Away,W,1,0,Rayo Vallecano,,5,,,,,,,,,,,17,0,,,Match Report,2018-12-04,20:30 (11:30),Copa del Rey,Round of 32,Tue,Away,W,1,0,Rayo Vallecano,27,,,,,,,,,,,,,,,,,,,,,,,Match Report,2018-12-04,20:30 (11:30),Copa del Rey,Round of 32,Tue,Away,W,1,0,Rayo Vallecano,4,0,0,17,9,0,8,17,5,0,1,0,,,,,Match Report
2018-12-07,21:00 (12:00),La Liga,Matchweek 15,Fri,Home,D,1,1,Getafe,1,17,5,29.4,0.06,0.20,16.7,0,0,0,1.7,1.7,0.10,-0.7,-0.7,Match Report,2018-12-07,21:00 (12:00),La Liga,Matchweek 15,Fri,Home,D,1,1,Getafe,2,1,1,50.0,0,0.4,-0.6,0,0,0,0,11,22,50.0,29,4,55.2,43.2,10,60.0,50.8,9,0,0.0,0,9.0,Match Report,2018-12-07,21:00 (12:00),La Liga,Matchweek 15,Fri,Home,D,1,1,Getafe,392,534,73.4,8305,3229,137,167,82.0,182,219,83.1,70,129,54.3,1,1.6,1.3,14,33,10,4,39,Match Report,2018-12-07,21:00 (12:00),La Liga,Matchweek 15,Fri,Home,D,1,1,Getafe,534,479,53,13,0,9,20,21,7,1,5,0,392,2,7,Match Report,2018-12-07,21:00 (12:00),La Liga,Matchweek 15,Fri,Home,D,1,1,Getafe,29,23,1,4,1,0,0,1,1,0,0,0,0,0,Match Report,2018-12-07,21:00 (12:00),La Liga,Matchweek 15,Fri,Home,D,1,1,Getafe,12,8,5,7,0,5,12,41.7,7,9,2,7,19,31,10,0,Match Report,2018-12-07,21:00 (12:00),La Liga,Matchweek 15,Fri,Home,D,1,1,Getafe,65,633,43,169,311,159,20,633,9,7,77.8,2,22.2,349,1611,769,9,9,1,22,9,392,39,Match Report,2018-12-07,21:00 (12:00),La Liga,Matchweek 15,Fri,Home,D,1,1,Getafe,1,1,0,12,12,2,20,19,8,0,0,0,52,32,27,54.2,Match Report
2018-12-14,21:00 (12:00),La Liga,Matchweek 16,Fri,Away,D,0,0,Celta Vigo,0,5,2,40.0,0.00,0.00,17.7,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Match Report,2018-12-14,21:00 (12:00),La Liga,Matchweek 16,Fri,Away,D,0,0,Celta Vigo,2,0,2,100.0,1,0.9,+0.9,0,0,0,0,11,25,44.0,20,4,75.0,53.2,11,90.9,60.7,32,1,3.1,0,6.0,Match Report,2018-12-14,21:00 (12:00),La Liga,Matchweek 16,Fri,Away,D,0,0,Celta Vigo,131,224,58.5,2512,1425,56,74,75.7,42,64,65.6,21,63,33.3,0,0.7,0.4,4,11,3,1,8,Match Report,2018-12-14,21:00 (12:00),La Liga,Matchweek 16,Fri,Away,D,0,0,Celta Vigo,224,188,33,10,0,3,6,11,0,0,0,0,131,3,9,Match Report,2018-12-14,21:00 (12:00),La Liga,Matchweek 16,Fri,Away,D,0,0,Celta Vigo,6,4,1,0,0,1,0,0,0,0,0,0,0,0,Match Report,2018-12-14,21:00 (12:00),La Liga,Matchweek 16,Fri,Away,D,0,0,Celta Vigo,16,11,9,6,1,10,18,55.6,8,13,7,6,12,28,43,0,Match Report,2018-12-14,21:00 (12:00),La Liga,Matchweek 16,Fri,Away,D,0,0,Celta Vigo,20,339,84,175,130,40,6,339,7,4,57.1,3,42.9,107,710,396,6,1,2,11,5,130,8,Match Report,2018-12-14,21:00 (12:00),La Liga,Matchweek 16,Fri,Away,D,0,0,Celta Vigo,3,0,0,11,11,3,6,12,11,0,0,0,42,16,15,51.6,Match Report
2018-12-23,16:15 (07:15),La Liga,Matchweek 17,Sun,Home,D,1,1,Sevilla,1,13,4,30.8,0.08,0.25,16.5,0,0,0,1.3,1.3,0.10,-0.3,-0.3,Match Report,2018-12-23,16:15 (07:15),La Liga,Matchweek 17,Sun,Home,D,1,1,Sevilla,2,1,1,50.0,0,1.2,+0.2,0,0,0,0,4,12,33.3,22,4,45.5,42.2,3,66.7,47.7,16,0,0.0,3,20.3,Match Report,2018-12-23,16:15 (07:15),La Liga,Matchweek 17,Sun,Home,D,1,1,Sevilla,324,444,73.0,5952,2330,141,173,81.5,118,161,73.3,47,76,61.8,1,1.2,1.2,11,29,10,2,29,Match Report,2018-12-23,16:15 (07:15),La Liga,Matchweek 17,Sun,Home,D,1,1,Sevilla,444,396,46,11,0,3,14,27,3,2,1,0,324,2,8,Match Report,2018-12-23,16:15 (07:15),La Liga,Matchweek 17,Sun,Home,D,1,1,Sevilla,20,14,3,1,0,1,1,2,2,0,0,0,0,0,Match Report,2018-12-23,16:15 (07:15),La Liga,Matchweek 17,Sun,Home,D,1,1,Sevilla,19,9,9,8,2,7,11,63.6,4,12,3,9,13,32,34,0,Match Report,2018-12-23,16:15 (07:15),La Liga,Matchweek 17,Sun,Home,D,1,1,Sevilla,47,568,46,190,254,132,18,568,12,3,25.0,9,75.0,216,1534,843,19,18,2,12,17,324,29,Match Report,2018-12-23,16:15 (07:15),La Liga,Matchweek 17,Sun,Home,D,1,1,Sevilla,3,0,0,14,9,2,14,13,9,0,0,0,55,29,17,63.0,Match Report
2019-01-04,21:00 (12:00),La Liga,Matchweek 18,Fri,Away,L,0,1,Espanyol,0,10,2,20.0,0.00,0.00,25.9,1,0,0,0.4,0.4,0.04,-0.4,-0.4,Match Report,2019-01-04,21:00 (12:00),La Liga,Matchweek 18,Fri,Away,L,0,1,Espanyol,1,1,0,0.0,0,0.6,-0.4,0,0,0,0,6,15,40.0,25,4,44.0,39.6,8,50.0,45.1,8,0,0.0,0,,Match Report,2019-01-04,21:00 (12:00),La Liga,Matchweek 18,Fri,Away,L,0,1,Espanyol,354,471,75.2,6902,2391,151,184,82.1,140,174,80.5,57,94,60.6,0,0.2,0.3,5,34,3,2,32,Match Report,2019-01-04,21:00 (12:00),La Liga,Matchweek 18,Fri,Away,L,0,1,Espanyol,471,430,40,9,0,8,30,15,6,2,4,0,354,1,8,Match Report,2019-01-04,21:00 (12:00),La Liga,Matchweek 18,Fri,Away,L,0,1,Espanyol,17,14,0,0,0,1,2,0,0,0,0,0,0,0,Match Report,2019-01-04,21:00 (12:00),La Liga,Matchweek 18,Fri,Away,L,0,1,Espanyol,12,6,5,4,3,4,12,33.3,8,14,3,11,6,18,16,0,Match Report,2019-01-04,21:00 (12:00),La Liga,Matchweek 18,Fri,Away,L,0,1,Espanyol,48,549,52,157,262,136,19,549,7,2,28.6,5,71.4,267,1419,780,10,15,3,8,9,353,32,Match Report,2019-01-04,21:00 (12:00),La Liga,Matchweek 18,Fri,Away,L,0,1,Espanyol,5,1,1,17,9,1,30,6,6,0,0,0,42,24,21,53.3,Match Report
2019-01-09,21:30 (12:30),Copa del Rey,Round of 16,Wed,Away,L,0,3,Real Madrid,0,10,3,30.0,0.00,0.00,,,0,0,,,,,,Match Report,2019-01-09,21:30 (12:30),Copa del Rey,Round of 16,Wed,Away,L,0,3,Real Madrid,8,3,6,75.0,0,,,1,1,0,0,,,,,,,,,,,,,,,,Match Report,2019-01-09,21:30 (12:30),Copa del Rey,Round of 16,Wed,Away,L,0,3,Real Madrid,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2019-01-09,21:30 (12:30),Copa del Rey,Round of 16,Wed,Away,L,0,3,Real Madrid,,,,,,,10,,,,,,,,,Match Report,2019-01-09,21:30 (12:30),Copa del Rey,Round of 16,Wed,Away,L,0,3,Real Madrid,,,,,,,,,,,,,,,Match Report,2019-01-09,21:30 (12:30),Copa del Rey,Round of 16,Wed,Away,L,0,3,Real Madrid,,11,,,,,,,,,,,17,0,,,Match Report,2019-01-09,21:30 (12:30),Copa del Rey,Round of 16,Wed,Away,L,0,3,Real Madrid,36,,,,,,,,,,,,,,,,,,,,,,,Match Report,2019-01-09,21:30 (12:30),Copa del Rey,Round of 16,Wed,Away,L,0,3,Real Madrid,2,0,0,12,13,1,10,17,11,0,1,0,,,,,Match Report
2019-01-12,13:00 (04:00),La Liga,Matchweek 19,Sat,Home,W,1,0,Huesca,1,14,7,50.0,0.07,0.14,14.9,0,0,0,2.0,2.0,0.15,-1.0,-1.0,Match Report,2019-01-12,13:00 (04:00),La Liga,Matchweek 19,Sat,Home,W,1,0,Huesca,2,0,2,100.0,1,0.1,+0.1,0,0,0,0,8,25,32.0,24,2,83.3,54.6,5,100.0,61.2,15,2,13.3,2,11.4,Match Report,2019-01-12,13:00 (04:00),La Liga,Matchweek 19,Sat,Home,W,1,0,Huesca,316,447,70.7,5765,2408,147,175,84.0,117,154,76.0,40,90,44.4,1,1.7,0.8,11,27,7,4,37,Match Report,2019-01-12,13:00 (04:00),La Liga,Matchweek 19,Sat,Home,W,1,0,Huesca,447,399,45,10,0,6,19,25,4,2,2,0,316,3,7,Match Report,2019-01-12,13:00 (04:00),La Liga,Matchweek 19,Sat,Home,W,1,0,Huesca,23,16,4,0,2,0,1,2,2,0,0,0,0,0,Match Report,2019-01-12,13:00 (04:00),La Liga,Matchweek 19,Sat,Home,W,1,0,Huesca,17,14,7,7,3,8,18,44.4,10,9,3,6,10,27,11,0,Match Report,2019-01-12,13:00 (04:00),La Liga,Matchweek 19,Sat,Home,W,1,0,Huesca,50,547,41,152,267,134,24,547,9,4,44.4,5,55.6,241,1585,766,16,12,4,18,7,309,35,Match Report,2019-01-12,13:00 (04:00),La Liga,Matchweek 19,Sat,Home,W,1,0,Huesca,3,0,0,11,9,3,19,10,14,0,0,0,57,24,24,50.0,Match Report
2019-01-16,21:30 (12:30),Copa del Rey,Round of 16,Wed,Home,W,1,0,Real Madrid,1,21,6,28.6,0.05,0.17,,,0,0,,,,,,Match Report,2019-01-16,21:30 (12:30),Copa del Rey,Round of 16,Wed,Home,W,1,0,Real Madrid,4,0,4,100.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2019-01-16,21:30 (12:30),Copa del Rey,Round of 16,Wed,Home,W,1,0,Real Madrid,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2019-01-16,21:30 (12:30),Copa del Rey,Round of 16,Wed,Home,W,1,0,Real Madrid,,,,,,,31,,,,,,,,,Match Report,2019-01-16,21:30 (12:30),Copa del Rey,Round of 16,Wed,Home,W,1,0,Real Madrid,,,,,,,,,,,,,,,Match Report,2019-01-16,21:30 (12:30),Copa del Rey,Round of 16,Wed,Home,W,1,0,Real Madrid,,14,,,,,,,,,,,11,0,,,Match Report,2019-01-16,21:30 (12:30),Copa del Rey,Round of 16,Wed,Home,W,1,0,Real Madrid,50,,,,,,,,,,,,,,,,,,,,,,,Match Report,2019-01-16,21:30 (12:30),Copa del Rey,Round of 16,Wed,Home,W,1,0,Real Madrid,1,0,0,15,14,3,31,11,14,0,0,0,,,,,Match Report
2019-01-20,20:45 (11:45),La Liga,Matchweek 20,Sun,Away,L,1,3,Barcelona,1,5,2,40.0,0.20,0.50,23.4,1,0,0,0.9,0.9,0.18,+0.1,+0.1,Match Report,2019-01-20,20:45 (11:45),La Liga,Matchweek 20,Sun,Away,L,1,3,Barcelona,7,3,4,57.1,0,2.5,-0.5,0,0,0,0,9,30,30.0,26,2,69.2,47.8,12,100.0,61.0,10,0,0.0,0,13.5,Match Report,2019-01-20,20:45 (11:45),La Liga,Matchweek 20,Sun,Away,L,1,3,Barcelona,211,317,66.6,3830,1798,106,134,79.1,70,90,77.8,27,72,37.5,1,0.8,0.8,3,12,3,1,14,Match Report,2019-01-20,20:45 (11:45),La Liga,Matchweek 20,Sun,Away,L,1,3,Barcelona,317,279,37,10,2,5,6,10,1,0,0,0,211,1,9,Match Report,2019-01-20,20:45 (11:45),La Liga,Matchweek 20,Sun,Away,L,1,3,Barcelona,8,7,0,0,0,1,0,2,2,0,0,0,0,0,Match Report,2019-01-20,20:45 (11:45),La Liga,Matchweek 20,Sun,Away,L,1,3,Barcelona,22,13,14,6,2,12,44,27.3,32,11,1,10,14,36,21,0,Match Report,2019-01-20,20:45 (11:45),La Liga,Matchweek 20,Sun,Away,L,1,3,Barcelona,28,420,69,184,188,53,8,420,10,4,40.0,6,60.0,222,1134,586,10,6,3,8,7,211,14,Match Report,2019-01-20,20:45 (11:45),La Liga,Matchweek 20,Sun,Away,L,1,3,Barcelona,3,0,0,18,11,1,6,14,13,0,0,0,57,11,11,50.0,Match Report
2019-01-26,18:30 (09:30),La Liga,Matchweek 21,Sat,Home,D,2,2,Eibar,2,9,3,33.3,0.22,0.67,15.1,0,0,0,0.7,0.7,0.07,+1.3,+1.3,Match Report,2019-01-26,18:30 (09:30),La Liga,Matchweek 21,Sat,Home,D,2,2,Eibar,2,2,0,0.0,0,0.4,-1.6,0,0,0,0,11,27,40.7,28,5,75.0,48.5,6,100.0,63.7,18,1,5.6,0,9.0,Match Report,2019-01-26,18:30 (09:30),La Liga,Matchweek 21,Sat,Home,D,2,2,Eibar,274,442,62.0,5045,2335,142,187,75.9,83,130,63.8,42,98,42.9,2,0.5,0.6,6,19,3,2,22,Match Report,2019-01-26,18:30 (09:30),La Liga,Matchweek 21,Sat,Home,D,2,2,Eibar,442,376,65,17,0,6,17,35,4,2,1,0,274,1,7,Match Report,2019-01-26,18:30 (09:30),La Liga,Matchweek 21,Sat,Home,D,2,2,Eibar,17,11,3,2,0,1,0,4,3,0,1,0,0,0,Match Report,2019-01-26,18:30 (09:30),La Liga,Matchweek 21,Sat,Home,D,2,2,Eibar,13,9,6,6,1,4,9,44.4,5,6,1,5,15,28,20,0,Match Report,2019-01-26,18:30 (09:30),La Liga,Matchweek 21,Sat,Home,D,2,2,Eibar,54,549,44,184,261,109,15,549,19,11,57.9,8,42.1,228,1250,602,15,8,4,13,10,271,21,Match Report,2019-01-26,18:30 (09:30),La Liga,Matchweek 21,Sat,Home,D,2,2,Eibar,2,0,0,16,12,1,17,15,9,0,0,0,56,34,30,53.1,Match Report
2019-02-04,21:00 (12:00),La Liga,Matchweek 22,Mon,Away,W,2,1,Rayo Vallecano,2,13,4,30.8,0.15,0.50,14.5,0,0,0,1.3,1.3,0.10,+0.7,+0.7,Match Report,2019-02-04,21:00 (12:00),La Liga,Matchweek 22,Mon,Away,W,2,1,Rayo Vallecano,6,1,5,83.3,0,1.9,+0.9,0,0,0,0,4,27,14.8,21,2,81.0,58.2,10,100.0,63.7,25,0,0.0,0,,Match Report,2019-02-04,21:00 (12:00),La Liga,Matchweek 22,Mon,Away,W,2,1,Rayo Vallecano,194,315,61.6,3706,1839,83,114,72.8,80,108,74.1,29,80,36.3,2,1.2,0.8,11,21,7,4,30,Match Report,2019-02-04,21:00 (12:00),La Liga,Matchweek 22,Mon,Away,W,2,1,Rayo Vallecano,315,252,63,21,0,3,21,24,6,0,5,0,194,0,8,Match Report,2019-02-04,21:00 (12:00),La Liga,Matchweek 22,Mon,Away,W,2,1,Rayo Vallecano,21,10,7,1,0,2,1,3,0,3,0,0,0,0,Match Report,2019-02-04,21:00 (12:00),La Liga,Matchweek 22,Mon,Away,W,2,1,Rayo Vallecano,18,11,13,4,1,5,13,38.5,8,9,4,5,5,23,40,0,Match Report,2019-02-04,21:00 (12:00),La Liga,Matchweek 22,Mon,Away,W,2,1,Rayo Vallecano,39,435,66,153,161,126,19,435,10,7,70.0,3,30.0,192,830,354,9,8,0,11,11,193,29,Match Report,2019-02-04,21:00 (12:00),La Liga,Matchweek 22,Mon,Away,W,2,1,Rayo Vallecano,4,1,0,10,19,0,21,5,11,0,0,0,43,28,15,65.1,Match Report
2019-02-10,12:00 (03:00),La Liga,Matchweek 23,Sun,Home,W,3,0,Betis,3,16,4,25.0,0.19,0.75,15.5,0,0,0,1.6,1.6,0.10,+1.4,+1.4,Match Report,2019-02-10,12:00 (03:00),La Liga,Matchweek 23,Sun,Home,W,3,0,Betis,1,0,1,100.0,1,0.1,+0.1,0,0,0,0,8,13,61.5,19,2,47.4,40.2,4,100.0,58.3,10,2,20.0,2,14.4,Match Report,2019-02-10,12:00 (03:00),La Liga,Matchweek 23,Sun,Home,W,3,0,Betis,237,320,74.1,4494,1871,101,114,88.6,90,110,81.8,36,71,50.7,3,1.4,1.2,11,24,6,3,31,Match Report,2019-02-10,12:00 (03:00),La Liga,Matchweek 23,Sun,Home,W,3,0,Betis,320,290,27,11,1,3,17,7,4,0,4,0,237,3,9,Match Report,2019-02-10,12:00 (03:00),La Liga,Matchweek 23,Sun,Home,W,3,0,Betis,28,22,2,2,0,1,1,5,3,1,1,0,0,0,Match Report,2019-02-10,12:00 (03:00),La Liga,Matchweek 23,Sun,Home,W,3,0,Betis,23,13,11,8,4,11,24,45.8,13,11,1,10,16,39,22,1,Match Report,2019-02-10,12:00 (03:00),La Liga,Matchweek 23,Sun,Home,W,3,0,Betis,32,437,32,124,203,121,24,437,23,14,60.9,9,39.1,212,1421,878,26,12,9,10,3,237,31,Match Report,2019-02-10,12:00 (03:00),La Liga,Matchweek 23,Sun,Home,W,3,0,Betis,4,0,0,22,10,3,17,16,13,0,0,0,51,10,7,58.8,Match Report
2019-02-16,18:30 (09:30),La Liga,Matchweek 24,Sat,Away,L,0,3,Real Sociedad,0,8,3,37.5,0.00,0.00,13.7,1,0,0,1.2,1.2,0.15,-1.2,-1.2,Match Report,2019-02-16,18:30 (09:30),La Liga,Matchweek 24,Sat,Away,L,0,3,Real Sociedad,6,3,3,50.0,0,2.0,-1.0,0,0,0,0,6,26,23.1,20,1,80.0,49.6,11,90.9,61.4,17,1,5.9,5,16.4,Match Report,2019-02-16,18:30 (09:30),La Liga,Matchweek 24,Sat,Away,L,0,3,Real Sociedad,237,338,70.1,4378,1686,117,134,87.3,80,108,74.1,36,83,43.4,0,0.5,0.4,5,19,4,2,21,Match Report,2019-02-16,18:30 (09:30),La Liga,Matchweek 24,Sat,Away,L,0,3,Real Sociedad,338,281,56,11,0,4,14,29,1,0,1,0,237,1,7,Match Report,2019-02-16,18:30 (09:30),La Liga,Matchweek 24,Sat,Away,L,0,3,Real Sociedad,12,7,2,1,1,1,0,0,0,0,0,0,0,0,Match Report,2019-02-16,18:30 (09:30),La Liga,Matchweek 24,Sat,Away,L,0,3,Real Sociedad,17,10,8,7,2,5,22,22.7,17,7,1,6,13,30,18,0,Match Report,2019-02-16,18:30 (09:30),La Liga,Matchweek 24,Sat,Away,L,0,3,Real Sociedad,39,443,44,122,216,107,13,443,13,7,53.8,6,46.2,240,1001,334,5,4,2,21,11,237,21,Match Report,2019-02-16,18:30 (09:30),La Liga,Matchweek 24,Sat,Away,L,0,3,Real Sociedad,2,0,0,16,8,1,14,13,10,0,0,0,42,15,12,55.6,Match Report
2019-02-24,12:00 (03:00),La Liga,Matchweek 25,Sun,Home,D,1,1,Valencia,1,17,6,35.3,0.06,0.17,18.4,0,0,0,1.8,1.8,0.12,-0.8,-0.8,Match Report,2019-02-24,12:00 (03:00),La Liga,Matchweek 25,Sun,Home,D,1,1,Valencia,1,1,0,0.0,0,0.8,-0.2,0,0,0,0,13,20,65.0,28,6,50.0,39.5,7,85.7,60.9,9,0,0.0,1,16.0,Match Report,2019-02-24,12:00 (03:00),La Liga,Matchweek 25,Sun,Home,D,1,1,Valencia,375,478,78.5,7886,2962,150,169,88.8,143,174,82.2,80,124,64.5,0,0.5,0.6,9,46,10,7,47,Match Report,2019-02-24,12:00 (03:00),La Liga,Matchweek 25,Sun,Home,D,1,1,Valencia,478,424,54,10,1,4,31,31,4,2,0,0,375,0,7,Match Report,2019-02-24,12:00 (03:00),La Liga,Matchweek 25,Sun,Home,D,1,1,Valencia,27,19,1,2,2,2,1,1,0,0,0,1,0,0,Match Report,2019-02-24,12:00 (03:00),La Liga,Matchweek 25,Sun,Home,D,1,1,Valencia,16,8,4,8,4,4,20,20.0,16,4,0,4,16,32,15,0,Match Report,2019-02-24,12:00 (03:00),La Liga,Matchweek 25,Sun,Home,D,1,1,Valencia,50,584,32,146,280,171,22,584,20,11,55.0,9,45.0,358,1931,986,17,13,6,11,9,370,46,Match Report,2019-02-24,12:00 (03:00),La Liga,Matchweek 25,Sun,Home,D,1,1,Valencia,5,0,0,14,10,0,31,16,8,0,0,0,51,35,21,62.5,Match Report
