For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,For Cádiz_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,For Cádiz_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2020-12-14,21:00 (12:00),La Liga,Matchweek 13,Mon,Away,L,0,4,Celta Vigo,0,12,2,16.7,0.00,0.00,18.5,2,0,0,0.6,0.6,0.05,-0.6,-0.6,Match Report,2020-12-14,21:00 (12:00),La Liga,Matchweek 13,Mon,Away,L,0,4,Celta Vigo,4,4,0,25.0,0,1.7,-2.3,1,1,0,0,11,25,44.0,28,1,75.0,48.0,4,100.0,67.5,2,0,0.0,2,19.0,Match Report,2020-12-14,21:00 (12:00),La Liga,Matchweek 13,Mon,Away,L,0,4,Celta Vigo,283,385,73.5,5622,2269,106,129,82.2,130,158,82.3,42,79,53.2,0,0.4,0.5,6,29,5,2,33,Match Report,2020-12-14,21:00 (12:00),La Liga,Matchweek 13,Mon,Away,L,0,4,Celta Vigo,385,322,61,27,0,2,23,20,5,3,1,0,283,2,8,Match Report,2020-12-14,21:00 (12:00),La Liga,Matchweek 13,Mon,Away,L,0,4,Celta Vigo,21,9,3,1,1,4,3,0,0,0,0,0,0,0,Match Report,2020-12-14,21:00 (12:00),La Liga,Matchweek 13,Mon,Away,L,0,4,Celta Vigo,14,9,7,4,3,5,15,33.3,10,6,0,6,14,28,11,0,Match Report,2020-12-14,21:00 (12:00),La Liga,Matchweek 13,Mon,Away,L,0,4,Celta Vigo,39,485,30,121,245,126,16,485,19,14,73.7,5,26.3,212,1195,485,15,11,1,15,4,280,33,Match Report,2020-12-14,21:00 (12:00),La Liga,Matchweek 13,Mon,Away,L,0,4,Celta Vigo,1,0,0,9,23,2,23,14,9,0,1,0,50,21,13,61.8,Match Report
2020-12-17,19:00 (10:00),Copa del Rey,First round,Thu,Away,W,2,0,CD Ribadumia,2,,,,,,,,0,1,,,,,,Match Report,2020-12-17,19:00 (10:00),Copa del Rey,First round,Thu,Away,W,2,0,CD Ribadumia,,0,,,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2020-12-17,19:00 (10:00),Copa del Rey,First round,Thu,Away,W,2,0,CD Ribadumia,,,,,,,,,,,,,,,1,,,,,,,,Match Report,2020-12-17,19:00 (10:00),Copa del Rey,First round,Thu,Away,W,2,0,CD Ribadumia,,,,,,,,,,,,,,,,Match Report,2020-12-17,19:00 (10:00),Copa del Rey,First round,Thu,Away,W,2,0,CD Ribadumia,,,,,,,,,,,,,,,Match Report,2020-12-17,19:00 (10:00),Copa del Rey,First round,Thu,Away,W,2,0,CD Ribadumia,,,,,,,,,,,,,,0,,,Match Report,2020-12-17,19:00 (10:00),Copa del Rey,First round,Thu,Away,W,2,0,CD Ribadumia,,,,,,,,,,,,,,,,,,,,,,,,Match Report,2020-12-17,19:00 (10:00),Copa del Rey,First round,Thu,Away,W,2,0,CD Ribadumia,0,0,0,,,,,,,,,0,,,,,Match Report
2020-12-20,18:30 (09:30),La Liga,Matchweek 14,Sun,Home,L,0,2,Getafe,0,8,1,12.5,0.00,0.00,23.2,2,0,0,0.4,0.4,0.05,-0.4,-0.4,Match Report,2020-12-20,18:30 (09:30),La Liga,Matchweek 14,Sun,Home,L,0,2,Getafe,4,2,2,50.0,0,1.2,-0.8,0,0,0,0,5,10,50.0,23,9,39.1,32.4,4,25.0,36.5,9,0,0.0,0,10.0,Match Report,2020-12-20,18:30 (09:30),La Liga,Matchweek 14,Sun,Home,L,0,2,Getafe,417,519,80.3,7202,2500,178,199,89.4,177,200,88.5,42,78,53.8,0,0.3,0.4,5,31,5,1,30,Match Report,2020-12-20,18:30 (09:30),La Liga,Matchweek 14,Sun,Home,L,0,2,Getafe,519,466,50,23,0,4,17,18,2,1,1,0,417,3,8,Match Report,2020-12-20,18:30 (09:30),La Liga,Matchweek 14,Sun,Home,L,0,2,Getafe,14,8,3,1,0,1,1,0,0,0,0,0,0,0,Match Report,2020-12-20,18:30 (09:30),La Liga,Matchweek 14,Sun,Home,L,0,2,Getafe,15,11,8,7,0,6,15,40.0,9,10,1,9,10,25,22,0,Match Report,2020-12-20,18:30 (09:30),La Liga,Matchweek 14,Sun,Home,L,0,2,Getafe,61,621,41,177,325,128,12,621,21,15,71.4,6,28.6,349,1760,913,16,13,3,16,9,412,30,Match Report,2020-12-20,18:30 (09:30),La Liga,Matchweek 14,Sun,Home,L,0,2,Getafe,2,0,0,8,22,3,17,10,11,0,0,0,38,25,20,55.6,Match Report
2020-12-23,22:00 (13:00),La Liga,Matchweek 15,Wed,Away,L,0,1,Betis,0,6,3,50.0,0.00,0.00,12.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Match Report,2020-12-23,22:00 (13:00),La Liga,Matchweek 15,Wed,Away,L,0,1,Betis,1,1,0,0.0,0,0.5,-0.5,0,0,0,0,13,31,41.9,27,0,85.2,49.4,8,100.0,63.1,14,1,7.1,1,11.5,Match Report,2020-12-23,22:00 (13:00),La Liga,Matchweek 15,Wed,Away,L,0,1,Betis,157,287,54.7,3388,1710,55,90,61.1,62,93,66.7,34,88,38.6,0,0.2,0.2,4,18,3,1,17,Match Report,2020-12-23,22:00 (13:00),La Liga,Matchweek 15,Wed,Away,L,0,1,Betis,287,227,58,21,0,2,17,22,5,2,3,0,157,2,3,Match Report,2020-12-23,22:00 (13:00),La Liga,Matchweek 15,Wed,Away,L,0,1,Betis,12,9,1,1,1,0,0,0,0,0,0,0,0,0,Match Report,2020-12-23,22:00 (13:00),La Liga,Matchweek 15,Wed,Away,L,0,1,Betis,13,9,6,7,0,5,25,20.0,20,12,3,9,8,21,17,0,Match Report,2020-12-23,22:00 (13:00),La Liga,Matchweek 15,Wed,Away,L,0,1,Betis,29,375,53,147,167,64,8,375,6,4,66.7,2,33.3,143,733,372,10,7,1,8,10,156,17,Match Report,2020-12-23,22:00 (13:00),La Liga,Matchweek 15,Wed,Away,L,0,1,Betis,1,0,0,9,15,2,17,8,9,0,0,0,52,23,21,52.3,Match Report
2020-12-29,21:30 (12:30),La Liga,Matchweek 16,Tue,Home,D,0,0,Valladolid,0,8,3,37.5,0.00,0.00,16.0,1,0,0,0.7,0.7,0.09,-0.7,-0.7,Match Report,2020-12-29,21:30 (12:30),La Liga,Matchweek 16,Tue,Home,D,0,0,Valladolid,1,0,1,100.0,1,0.6,+0.6,0,0,0,0,13,29,44.8,25,0,92.0,54.3,6,100.0,66.7,17,2,11.8,0,6.0,Match Report,2020-12-29,21:30 (12:30),La Liga,Matchweek 16,Tue,Home,D,0,0,Valladolid,199,323,61.6,4156,2351,78,117,66.7,78,112,69.6,34,74,45.9,0,0.6,0.7,5,19,10,4,35,Match Report,2020-12-29,21:30 (12:30),La Liga,Matchweek 16,Tue,Home,D,0,0,Valladolid,323,271,52,16,0,2,14,28,1,0,1,0,199,0,6,Match Report,2020-12-29,21:30 (12:30),La Liga,Matchweek 16,Tue,Home,D,0,0,Valladolid,13,9,1,2,0,1,0,0,0,0,0,0,0,0,Match Report,2020-12-29,21:30 (12:30),La Liga,Matchweek 16,Tue,Home,D,0,0,Valladolid,18,8,4,9,5,6,17,35.3,11,7,3,4,12,30,28,0,Match Report,2020-12-29,21:30 (12:30),La Liga,Matchweek 16,Tue,Home,D,0,0,Valladolid,36,450,47,135,204,113,18,450,14,7,50.0,7,50.0,158,865,392,6,8,1,21,10,198,35,Match Report,2020-12-29,21:30 (12:30),La Liga,Matchweek 16,Tue,Home,D,0,0,Valladolid,3,0,0,14,11,0,14,12,8,0,0,0,57,31,37,45.6,Match Report
2021-01-04,21:00 (12:00),La Liga,Matchweek 17,Mon,Away,D,1,1,Valencia,1,9,2,22.2,0.11,0.50,12.0,0,0,0,0.8,0.8,0.09,+0.2,+0.2,Match Report,2021-01-04,21:00 (12:00),La Liga,Matchweek 17,Mon,Away,D,1,1,Valencia,4,1,3,75.0,0,0.7,-0.3,0,0,0,0,14,28,50.0,24,0,95.8,61.0,5,100.0,69.0,27,2,7.4,2,12.6,Match Report,2021-01-04,21:00 (12:00),La Liga,Matchweek 17,Mon,Away,D,1,1,Valencia,157,255,61.6,3546,2077,57,79,72.2,53,71,74.6,38,78,48.7,0,0.5,0.5,6,25,4,2,26,Match Report,2021-01-04,21:00 (12:00),La Liga,Matchweek 17,Mon,Away,D,1,1,Valencia,255,212,37,13,0,5,25,10,7,2,5,0,157,6,8,Match Report,2021-01-04,21:00 (12:00),La Liga,Matchweek 17,Mon,Away,D,1,1,Valencia,14,9,4,0,0,1,0,0,0,0,0,0,0,0,Match Report,2021-01-04,21:00 (12:00),La Liga,Matchweek 17,Mon,Away,D,1,1,Valencia,8,6,5,2,1,3,9,33.3,6,14,4,10,11,19,34,0,Match Report,2021-01-04,21:00 (12:00),La Liga,Matchweek 17,Mon,Away,D,1,1,Valencia,29,370,59,159,119,97,21,370,12,6,50.0,6,50.0,174,910,409,12,6,6,10,11,156,26,Match Report,2021-01-04,21:00 (12:00),La Liga,Matchweek 17,Mon,Away,D,1,1,Valencia,2,0,0,17,11,6,25,11,6,0,0,0,44,18,19,48.6,Match Report
2021-01-07,19:00 (10:00),Copa del Rey,Second round,Thu,Away,D,0 (5),0 (4),Pontevedra,0,19,5,26.3,0.00,0.00,,,0,0,,,,,,Match Report,2021-01-07,19:00 (10:00),Copa del Rey,Second round,Thu,Away,D,0 (5),0 (4),Pontevedra,4,0,4,100.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2021-01-07,19:00 (10:00),Copa del Rey,Second round,Thu,Away,D,0 (5),0 (4),Pontevedra,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2021-01-07,19:00 (10:00),Copa del Rey,Second round,Thu,Away,D,0 (5),0 (4),Pontevedra,,,,,,,37,,,,,,,,,Match Report,2021-01-07,19:00 (10:00),Copa del Rey,Second round,Thu,Away,D,0 (5),0 (4),Pontevedra,,,,,,,,,,,,,,,Match Report,2021-01-07,19:00 (10:00),Copa del Rey,Second round,Thu,Away,D,0 (5),0 (4),Pontevedra,,10,,,,,,,,,,,17,0,,,Match Report,2021-01-07,19:00 (10:00),Copa del Rey,Second round,Thu,Away,D,0 (5),0 (4),Pontevedra,53,,,,,,,,,,,,,,,,,,,,,,,Match Report,2021-01-07,19:00 (10:00),Copa del Rey,Second round,Thu,Away,D,0 (5),0 (4),Pontevedra,1,0,0,12,19,2,37,17,10,,,0,,,,,Match Report
2021-01-10,16:15 (07:15),La Liga,Matchweek 18,Sun,Home,W,3,1,Alavés,3,10,7,70.0,0.30,0.43,11.6,0,0,0,2.6,2.6,0.26,+0.4,+0.4,Match Report,2021-01-10,16:15 (07:15),La Liga,Matchweek 18,Sun,Home,W,3,1,Alavés,2,1,1,100.0,0,1.1,+0.1,1,1,0,0,7,22,31.8,26,3,61.5,42.8,6,100.0,64.0,13,2,15.4,1,17.2,Match Report,2021-01-10,16:15 (07:15),La Liga,Matchweek 18,Sun,Home,W,3,1,Alavés,208,334,62.3,3871,1894,92,124,74.2,63,96,65.6,36,79,45.6,2,1.6,1.1,7,17,4,1,33,Match Report,2021-01-10,16:15 (07:15),La Liga,Matchweek 18,Sun,Home,W,3,1,Alavés,334,281,50,14,1,3,18,24,4,1,2,0,208,3,8,Match Report,2021-01-10,16:15 (07:15),La Liga,Matchweek 18,Sun,Home,W,3,1,Alavés,19,11,2,2,1,2,1,6,5,0,1,0,0,0,Match Report,2021-01-10,16:15 (07:15),La Liga,Matchweek 18,Sun,Home,W,3,1,Alavés,11,8,2,6,3,7,12,58.3,5,5,0,5,5,16,13,0,Match Report,2021-01-10,16:15 (07:15),La Liga,Matchweek 18,Sun,Home,W,3,1,Alavés,40,414,45,125,179,112,17,414,16,10,62.5,6,37.5,164,1023,566,11,8,4,14,6,202,30,Match Report,2021-01-10,16:15 (07:15),La Liga,Matchweek 18,Sun,Home,W,3,1,Alavés,1,0,0,17,10,3,18,5,8,0,1,0,42,20,32,38.5,Match Report
2021-01-16,16:00 (07:00),Copa del Rey,Round of 32,Sat,Away,L,0,2,Girona,0,7,4,57.1,0.00,0.00,,,0,0,,,,,,Match Report,2021-01-16,16:00 (07:00),Copa del Rey,Round of 32,Sat,Away,L,0,2,Girona,3,2,1,33.3,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2021-01-16,16:00 (07:00),Copa del Rey,Round of 32,Sat,Away,L,0,2,Girona,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2021-01-16,16:00 (07:00),Copa del Rey,Round of 32,Sat,Away,L,0,2,Girona,,,,,,,13,,,,,,,,,Match Report,2021-01-16,16:00 (07:00),Copa del Rey,Round of 32,Sat,Away,L,0,2,Girona,,,,,,,,,,,,,,,Match Report,2021-01-16,16:00 (07:00),Copa del Rey,Round of 32,Sat,Away,L,0,2,Girona,,14,,,,,,,,,,,16,0,,,Match Report,2021-01-16,16:00 (07:00),Copa del Rey,Round of 32,Sat,Away,L,0,2,Girona,46,,,,,,,,,,,,,,,,,,,,,,,Match Report,2021-01-16,16:00 (07:00),Copa del Rey,Round of 32,Sat,Away,L,0,2,Girona,1,0,0,11,16,8,13,16,14,,,0,,,,,Match Report
2021-01-19,19:00 (10:00),La Liga,Matchweek 19,Tue,Home,D,2,2,Levante,2,8,2,25.0,0.25,1.00,18.4,0,0,0,0.8,0.8,0.10,+1.2,+1.2,Match Report,2021-01-19,19:00 (10:00),La Liga,Matchweek 19,Tue,Home,D,2,2,Levante,5,2,3,60.0,0,2.1,+0.1,0,0,0,0,9,23,39.1,19,1,84.2,52.9,7,100.0,65.7,7,0,0.0,0,16.3,Match Report,2021-01-19,19:00 (10:00),La Liga,Matchweek 19,Tue,Home,D,2,2,Levante,193,294,65.6,3835,1796,80,108,74.1,76,93,81.7,30,75,40.0,1,0.3,0.4,6,23,4,4,20,Match Report,2021-01-19,19:00 (10:00),La Liga,Matchweek 19,Tue,Home,D,2,2,Levante,294,251,42,12,0,1,19,15,5,3,2,0,193,1,5,Match Report,2021-01-19,19:00 (10:00),La Liga,Matchweek 19,Tue,Home,D,2,2,Levante,12,10,2,0,0,0,0,3,2,1,0,0,0,0,Match Report,2021-01-19,19:00 (10:00),La Liga,Matchweek 19,Tue,Home,D,2,2,Levante,13,6,7,4,2,7,18,38.9,11,7,1,6,10,23,14,0,Match Report,2021-01-19,19:00 (10:00),La Liga,Matchweek 19,Tue,Home,D,2,2,Levante,31,383,47,123,175,90,11,383,12,8,66.7,4,33.3,187,1119,637,10,7,1,12,8,191,19,Match Report,2021-01-19,19:00 (10:00),La Liga,Matchweek 19,Tue,Home,D,2,2,Levante,3,0,0,13,10,1,19,10,6,0,0,0,47,17,19,47.2,Match Report
2021-01-23,16:15 (07:15),La Liga,Matchweek 20,Sat,Away,L,0,3,Sevilla,0,9,3,33.3,0.00,0.00,14.1,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Match Report,2021-01-23,16:15 (07:15),La Liga,Matchweek 20,Sat,Away,L,0,3,Sevilla,7,3,4,57.1,0,2.6,-0.4,0,0,0,0,12,25,48.0,13,1,84.6,58.7,14,100.0,66.9,16,0,0.0,1,11.3,Match Report,2021-01-23,16:15 (07:15),La Liga,Matchweek 20,Sat,Away,L,0,3,Sevilla,112,206,54.4,2512,1526,51,69,73.9,31,59,52.5,28,60,46.7,0,0.6,0.3,6,12,1,1,12,Match Report,2021-01-23,16:15 (07:15),La Liga,Matchweek 20,Sat,Away,L,0,3,Sevilla,206,147,56,14,1,3,17,18,6,1,3,1,112,3,8,Match Report,2021-01-23,16:15 (07:15),La Liga,Matchweek 20,Sat,Away,L,0,3,Sevilla,11,3,2,1,4,1,0,0,0,0,0,0,0,0,Match Report,2021-01-23,16:15 (07:15),La Liga,Matchweek 20,Sat,Away,L,0,3,Sevilla,14,9,9,5,0,8,22,36.4,14,8,2,6,13,27,23,2,Match Report,2021-01-23,16:15 (07:15),La Liga,Matchweek 20,Sat,Away,L,0,3,Sevilla,21,300,53,120,109,77,13,300,11,8,72.7,3,27.3,119,643,317,9,6,3,13,5,110,12,Match Report,2021-01-23,16:15 (07:15),La Liga,Matchweek 20,Sat,Away,L,0,3,Sevilla,3,0,0,6,11,3,17,13,9,0,0,0,42,12,12,50.0,Match Report
2021-01-31,16:15 (07:15),La Liga,Matchweek 21,Sun,Home,L,2,4,Atlético Madrid,2,11,6,54.5,0.18,0.33,16.4,1,0,0,1.2,1.2,0.11,+0.8,+0.8,Match Report,2021-01-31,16:15 (07:15),La Liga,Matchweek 21,Sun,Home,L,2,4,Atlético Madrid,4,4,0,25.0,0,2.7,-1.3,1,1,0,0,6,20,30.0,22,3,63.6,42.3,8,75.0,58.9,8,0,0.0,0,10.5,Match Report,2021-01-31,16:15 (07:15),La Liga,Matchweek 21,Sun,Home,L,2,4,Atlético Madrid,414,512,80.9,7954,2237,166,189,87.8,170,194,87.6,65,101,64.4,0,1.0,0.8,6,33,7,7,42,Match Report,2021-01-31,16:15 (07:15),La Liga,Matchweek 21,Sun,Home,L,2,4,Atlético Madrid,512,464,48,10,0,6,34,23,2,1,1,0,414,0,11,Match Report,2021-01-31,16:15 (07:15),La Liga,Matchweek 21,Sun,Home,L,2,4,Atlético Madrid,20,13,2,0,1,2,2,3,2,0,0,0,0,1,Match Report,2021-01-31,16:15 (07:15),La Liga,Matchweek 21,Sun,Home,L,2,4,Atlético Madrid,13,11,5,6,2,5,11,45.5,6,7,1,6,11,24,8,0,Match Report,2021-01-31,16:15 (07:15),La Liga,Matchweek 21,Sun,Home,L,2,4,Atlético Madrid,48,586,37,120,302,168,12,586,17,11,64.7,6,35.3,366,1897,915,14,21,0,8,15,409,41,Match Report,2021-01-31,16:15 (07:15),La Liga,Matchweek 21,Sun,Home,L,2,4,Atlético Madrid,1,0,0,7,7,0,34,11,11,0,1,0,49,15,18,45.5,Match Report
2021-02-07,14:00 (05:00),La Liga,Matchweek 22,Sun,Away,L,1,4,Real Sociedad,1,2,1,50.0,0.50,1.00,12.4,0,0,0,0.5,0.5,0.23,+0.5,+0.5,Match Report,2021-02-07,14:00 (05:00),La Liga,Matchweek 22,Sun,Away,L,1,4,Real Sociedad,6,4,2,50.0,0,4.1,+0.1,1,1,0,0,6,17,35.3,17,3,52.9,42.5,9,88.9,65.6,8,0,0.0,2,16.0,Match Report,2021-02-07,14:00 (05:00),La Liga,Matchweek 22,Sun,Away,L,1,4,Real Sociedad,178,259,68.7,3379,1587,75,88,85.2,65,86,75.6,30,67,44.8,1,0.5,0.3,2,7,2,1,8,Match Report,2021-02-07,14:00 (05:00),La Liga,Matchweek 22,Sun,Away,L,1,4,Real Sociedad,259,217,42,10,1,4,10,17,1,0,1,0,178,0,4,Match Report,2021-02-07,14:00 (05:00),La Liga,Matchweek 22,Sun,Away,L,1,4,Real Sociedad,4,4,0,0,0,0,0,2,2,0,0,0,0,0,Match Report,2021-02-07,14:00 (05:00),La Liga,Matchweek 22,Sun,Away,L,1,4,Real Sociedad,14,8,12,2,0,6,19,31.6,13,12,7,5,12,26,21,0,Match Report,2021-02-07,14:00 (05:00),La Liga,Matchweek 22,Sun,Away,L,1,4,Real Sociedad,26,346,68,172,140,39,4,346,7,4,57.1,3,42.9,178,902,376,6,4,1,12,9,176,8,Match Report,2021-02-07,14:00 (05:00),La Liga,Matchweek 22,Sun,Away,L,1,4,Real Sociedad,2,1,0,7,7,0,10,12,8,0,1,0,49,10,6,62.5,Match Report
2021-02-15,21:00 (12:00),La Liga,Matchweek 23,Mon,Home,L,0,4,Athletic Club,0,11,2,18.2,0.00,0.00,19.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Match Report,2021-02-15,21:00 (12:00),La Liga,Matchweek 23,Mon,Home,L,0,4,Athletic Club,7,4,3,42.9,0,2.0,-2.0,0,0,0,0,7,19,36.8,23,2,60.9,41.5,5,100.0,59.6,14,1,7.1,3,17.3,Match Report,2021-02-15,21:00 (12:00),La Liga,Matchweek 23,Mon,Home,L,0,4,Athletic Club,286,389,73.5,5115,1853,137,155,88.4,103,122,84.4,37,79,46.8,0,0.4,0.4,7,27,4,1,35,Match Report,2021-02-15,21:00 (12:00),La Liga,Matchweek 23,Mon,Home,L,0,4,Athletic Club,389,341,46,15,0,5,29,16,5,1,4,0,286,2,11,Match Report,2021-02-15,21:00 (12:00),La Liga,Matchweek 23,Mon,Home,L,0,4,Athletic Club,21,11,5,0,1,4,0,0,0,0,0,0,0,0,Match Report,2021-02-15,21:00 (12:00),La Liga,Matchweek 23,Mon,Home,L,0,4,Athletic Club,18,9,8,7,3,10,21,47.6,11,14,2,12,15,33,13,1,Match Report,2021-02-15,21:00 (12:00),La Liga,Matchweek 23,Mon,Home,L,0,4,Athletic Club,43,505,50,134,252,125,14,505,12,6,50.0,6,50.0,213,1166,549,11,5,0,15,8,285,35,Match Report,2021-02-15,21:00 (12:00),La Liga,Matchweek 23,Mon,Home,L,0,4,Athletic Club,3,0,0,15,13,2,29,15,9,0,0,0,54,8,9,47.1,Match Report
2021-02-21,14:00 (05:00),La Liga,Matchweek 24,Sun,Away,D,1,1,Barcelona,1,2,0,0.0,0.00,,19.4,0,1,1,1.4,0.6,0.30,-0.4,-0.6,Match Report,2021-02-21,14:00 (05:00),La Liga,Matchweek 24,Sun,Away,D,1,1,Barcelona,4,1,3,100.0,0,1.3,+0.3,1,1,0,0,9,33,27.3,18,0,100.0,59.3,15,100.0,67.9,10,0,0.0,0,4.3,Match Report,2021-02-21,14:00 (05:00),La Liga,Matchweek 24,Sun,Away,D,1,1,Barcelona,125,225,55.6,2385,1334,60,73,82.2,37,56,66.1,22,67,32.8,0,0.0,0.1,1,9,1,0,12,Match Report,2021-02-21,14:00 (05:00),La Liga,Matchweek 24,Sun,Away,D,1,1,Barcelona,225,173,52,20,0,1,12,15,0,0,0,0,125,0,11,Match Report,2021-02-21,14:00 (05:00),La Liga,Matchweek 24,Sun,Away,D,1,1,Barcelona,5,4,0,0,0,1,0,2,1,0,0,0,1,0,Match Report,2021-02-21,14:00 (05:00),La Liga,Matchweek 24,Sun,Away,D,1,1,Barcelona,16,10,11,4,1,11,24,45.8,13,12,4,8,21,37,27,0,Match Report,2021-02-21,14:00 (05:00),La Liga,Matchweek 24,Sun,Away,D,1,1,Barcelona,19,334,78,177,94,66,8,333,8,8,100.0,0,0.0,142,752,317,6,6,2,16,4,122,12,Match Report,2021-02-21,14:00 (05:00),La Liga,Matchweek 24,Sun,Away,D,1,1,Barcelona,2,0,0,12,13,0,12,21,10,1,1,0,41,10,17,37.0,Match Report
2021-02-28,16:15 (07:15),La Liga,Matchweek 25,Sun,Home,L,0,1,Betis,0,5,3,60.0,0.00,0.00,21.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Match Report,2021-02-28,16:15 (07:15),La Liga,Matchweek 25,Sun,Home,L,0,1,Betis,4,1,3,75.0,0,0.6,-0.4,0,0,0,0,7,19,36.8,12,1,58.3,48.0,12,100.0,69.3,16,1,6.3,0,5.0,Match Report,2021-02-28,16:15 (07:15),La Liga,Matchweek 25,Sun,Home,L,0,1,Betis,221,337,65.6,4241,1681,86,109,78.9,95,119,79.8,29,75,38.7,0,0.1,0.1,3,14,1,0,24,Match Report,2021-02-28,16:15 (07:15),La Liga,Matchweek 25,Sun,Home,L,0,1,Betis,337,282,53,14,1,5,17,22,3,1,2,0,221,2,12,Match Report,2021-02-28,16:15 (07:15),La Liga,Matchweek 25,Sun,Home,L,0,1,Betis,8,6,1,1,0,0,0,0,0,0,0,0,0,0,Match Report,2021-02-28,16:15 (07:15),La Liga,Matchweek 25,Sun,Home,L,0,1,Betis,16,4,11,4,1,7,15,46.7,8,13,2,11,9,25,19,0,Match Report,2021-02-28,16:15 (07:15),La Liga,Matchweek 25,Sun,Home,L,0,1,Betis,36,435,48,175,185,87,5,435,18,14,77.8,4,22.2,164,1097,574,11,7,1,10,10,220,23,Match Report,2021-02-28,16:15 (07:15),La Liga,Matchweek 25,Sun,Home,L,0,1,Betis,1,0,0,9,12,2,17,9,4,0,0,0,51,16,20,44.4,Match Report
