For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,For Cádiz_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,For Cádiz_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Cádiz_Date,For Cádiz_Time,For Cádiz_Comp,For Cádiz_Round,For Cádiz_Day,For Cádiz_Venue,For Cádiz_Result,For Cádiz_GF,For Cádiz_GA,For Cádiz_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2021-03-06,18:30 (09:30),La Liga,Matchweek 26,Sat,Home,W,1,0,Eibar,1,6,2,33.3,0.17,0.50,13.4,0,0,0,1.6,1.6,0.26,-0.6,-0.6,Match Report,2021-03-06,18:30 (09:30),La Liga,Matchweek 26,Sat,Home,W,1,0,Eibar,1,0,0,100.0,1,1.0,+1.0,1,0,1,0,18,33,54.5,19,0,100.0,56.7,14,100.0,66.7,36,0,0.0,0,3.0,Match Report,2021-03-06,18:30 (09:30),La Liga,Matchweek 26,Sat,Home,W,1,0,Eibar,154,285,54.0,3219,2024,75,107,70.1,40,73,54.8,32,79,40.5,1,1.1,0.6,3,15,1,1,17,Match Report,2021-03-06,18:30 (09:30),La Liga,Matchweek 26,Sat,Home,W,1,0,Eibar,285,228,54,13,2,1,12,26,0,0,0,0,154,3,5,Match Report,2021-03-06,18:30 (09:30),La Liga,Matchweek 26,Sat,Home,W,1,0,Eibar,11,8,1,1,0,1,0,2,2,0,0,0,0,0,Match Report,2021-03-06,18:30 (09:30),La Liga,Matchweek 26,Sat,Home,W,1,0,Eibar,12,8,5,7,0,6,14,42.9,8,16,5,11,9,21,31,0,Match Report,2021-03-06,18:30 (09:30),La Liga,Matchweek 26,Sat,Home,W,1,0,Eibar,33,406,74,176,149,88,7,406,13,6,46.2,7,53.8,125,683,386,11,4,1,16,5,150,16,Match Report,2021-03-06,18:30 (09:30),La Liga,Matchweek 26,Sat,Home,W,1,0,Eibar,2,0,0,7,10,3,12,9,8,0,1,0,54,28,27,50.9,Match Report
2021-03-13,14:00 (05:00),La Liga,Matchweek 27,Sat,Away,D,1,1,Alavés,1,8,0,0.0,0.00,,16.6,0,1,1,1.5,0.7,0.09,-0.5,-0.7,Match Report,2021-03-13,14:00 (05:00),La Liga,Matchweek 27,Sat,Away,D,1,1,Alavés,2,1,1,100.0,0,1.1,+0.1,1,1,0,0,15,36,41.7,38,3,78.9,49.9,6,100.0,66.8,12,1,8.3,1,11.5,Match Report,2021-03-13,14:00 (05:00),La Liga,Matchweek 27,Sat,Away,D,1,1,Alavés,276,406,68.0,5432,2079,117,143,81.8,102,133,76.7,44,103,42.7,0,0.5,0.3,6,15,5,2,22,Match Report,2021-03-13,14:00 (05:00),La Liga,Matchweek 27,Sat,Away,D,1,1,Alavés,406,347,57,21,0,2,23,23,5,3,2,0,276,2,6,Match Report,2021-03-13,14:00 (05:00),La Liga,Matchweek 27,Sat,Away,D,1,1,Alavés,16,11,1,2,0,2,0,2,0,0,0,0,2,0,Match Report,2021-03-13,14:00 (05:00),La Liga,Matchweek 27,Sat,Away,D,1,1,Alavés,10,5,5,4,1,4,14,28.6,10,7,1,6,14,24,13,1,Match Report,2021-03-13,14:00 (05:00),La Liga,Matchweek 27,Sat,Away,D,1,1,Alavés,49,488,49,168,232,95,11,487,16,13,81.3,3,18.8,241,1286,605,15,12,2,14,3,272,22,Match Report,2021-03-13,14:00 (05:00),La Liga,Matchweek 27,Sat,Away,D,1,1,Alavés,3,0,0,6,22,2,23,14,5,1,1,0,48,22,36,37.9,Match Report
2021-03-21,16:15 (08:15),La Liga,Matchweek 28,Sun,Away,L,1,2,Villarreal,1,9,3,33.3,0.11,0.33,17.0,0,0,0,0.9,0.9,0.11,+0.1,+0.1,Match Report,2021-03-21,16:15 (08:15),La Liga,Matchweek 28,Sun,Away,L,1,2,Villarreal,4,2,2,75.0,0,2.4,+0.4,1,1,0,0,8,22,36.4,18,2,77.8,50.7,9,88.9,61.2,13,0,0.0,0,5.0,Match Report,2021-03-21,16:15 (08:15),La Liga,Matchweek 28,Sun,Away,L,1,2,Villarreal,291,390,74.6,5525,1941,119,132,90.2,111,134,82.8,45,87,51.7,0,0.3,0.5,6,24,5,3,34,Match Report,2021-03-21,16:15 (08:15),La Liga,Matchweek 28,Sun,Away,L,1,2,Villarreal,390,329,59,16,0,5,32,25,6,2,2,0,291,2,12,Match Report,2021-03-21,16:15 (08:15),La Liga,Matchweek 28,Sun,Away,L,1,2,Villarreal,17,16,0,0,1,0,0,1,0,0,0,1,0,0,Match Report,2021-03-21,16:15 (08:15),La Liga,Matchweek 28,Sun,Away,L,1,2,Villarreal,13,4,9,2,2,7,18,38.9,11,10,5,5,16,29,27,0,Match Report,2021-03-21,16:15 (08:15),La Liga,Matchweek 28,Sun,Away,L,1,2,Villarreal,43,499,66,166,216,122,17,499,18,12,66.7,6,33.3,301,1686,826,20,11,2,12,7,290,34,Match Report,2021-03-21,16:15 (08:15),La Liga,Matchweek 28,Sun,Away,L,1,2,Villarreal,3,0,0,6,13,2,32,16,4,0,1,0,40,9,20,31.0,Match Report
2021-04-04,18:30 (09:30),La Liga,Matchweek 29,Sun,Home,W,2,1,Valencia,2,6,2,33.3,0.33,1.00,16.8,0,0,0,0.6,0.6,0.09,+1.4,+1.4,Match Report,2021-04-04,18:30 (09:30),La Liga,Matchweek 29,Sun,Home,W,2,1,Valencia,6,1,5,83.3,0,2.1,+1.1,0,0,0,0,9,24,37.5,14,1,85.7,54.6,13,92.3,63.4,18,0,0.0,0,17.0,Match Report,2021-04-04,18:30 (09:30),La Liga,Matchweek 29,Sun,Home,W,2,1,Valencia,185,296,62.5,3530,1740,67,87,77.0,71,94,75.5,27,75,36.0,1,0.3,0.5,2,11,2,1,26,Match Report,2021-04-04,18:30 (09:30),La Liga,Matchweek 29,Sun,Home,W,2,1,Valencia,296,245,51,9,1,1,28,23,4,0,3,0,185,0,10,Match Report,2021-04-04,18:30 (09:30),La Liga,Matchweek 29,Sun,Home,W,2,1,Valencia,9,5,2,1,0,0,1,3,3,0,0,0,0,0,Match Report,2021-04-04,18:30 (09:30),La Liga,Matchweek 29,Sun,Home,W,2,1,Valencia,16,7,9,6,1,7,17,41.2,10,6,1,5,17,33,22,0,Match Report,2021-04-04,18:30 (09:30),La Liga,Matchweek 29,Sun,Home,W,2,1,Valencia,34,405,58,152,140,116,12,405,19,11,57.9,8,42.1,132,948,494,18,10,6,12,8,185,26,Match Report,2021-04-04,18:30 (09:30),La Liga,Matchweek 29,Sun,Home,W,2,1,Valencia,2,0,0,10,6,0,28,17,7,0,0,0,46,16,10,61.5,Match Report
2021-04-10,14:00 (05:00),La Liga,Matchweek 30,Sat,Away,W,1,0,Getafe,0,8,3,37.5,0.00,0.00,18.1,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Match Report,2021-04-10,14:00 (05:00),La Liga,Matchweek 30,Sat,Away,W,1,0,Getafe,3,0,3,100.0,1,0.7,+0.7,0,0,0,0,10,32,31.3,27,4,81.5,53.0,10,100.0,70.3,31,1,3.2,0,7.0,Match Report,2021-04-10,14:00 (05:00),La Liga,Matchweek 30,Sat,Away,W,1,0,Getafe,206,359,57.4,4017,2134,92,122,75.4,75,122,61.5,34,90,37.8,0,0.7,0.5,6,18,3,2,27,Match Report,2021-04-10,14:00 (05:00),La Liga,Matchweek 30,Sat,Away,W,1,0,Getafe,359,302,55,12,0,8,15,28,4,3,1,0,206,2,2,Match Report,2021-04-10,14:00 (05:00),La Liga,Matchweek 30,Sat,Away,W,1,0,Getafe,12,9,2,1,0,0,0,0,0,0,0,0,0,0,Match Report,2021-04-10,14:00 (05:00),La Liga,Matchweek 30,Sat,Away,W,1,0,Getafe,16,10,7,6,3,5,12,41.7,7,13,6,7,7,23,42,0,Match Report,2021-04-10,14:00 (05:00),La Liga,Matchweek 30,Sat,Away,W,1,0,Getafe,43,486,78,205,193,89,9,486,10,5,50.0,5,50.0,186,920,473,6,8,4,16,12,204,26,Match Report,2021-04-10,14:00 (05:00),La Liga,Matchweek 30,Sat,Away,W,1,0,Getafe,2,0,0,13,9,2,15,7,10,0,0,0,62,46,38,54.8,Match Report
2021-04-18,18:30 (09:30),La Liga,Matchweek 33,Sun,Home,D,0,0,Celta Vigo,0,5,2,40.0,0.00,0.00,19.8,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Match Report,2021-04-18,18:30 (09:30),La Liga,Matchweek 33,Sun,Home,D,0,0,Celta Vigo,4,0,4,100.0,1,0.4,+0.4,0,0,0,0,12,32,37.5,25,2,96.0,60.6,8,100.0,67.3,23,2,8.7,0,7.3,Match Report,2021-04-18,18:30 (09:30),La Liga,Matchweek 33,Sun,Home,D,0,0,Celta Vigo,146,252,57.9,3221,1848,59,81,72.8,57,82,69.5,26,72,36.1,0,0.4,0.2,5,18,3,0,13,Match Report,2021-04-18,18:30 (09:30),La Liga,Matchweek 33,Sun,Home,D,0,0,Celta Vigo,252,202,50,17,0,4,17,20,4,0,4,0,146,0,10,Match Report,2021-04-18,18:30 (09:30),La Liga,Matchweek 33,Sun,Home,D,0,0,Celta Vigo,9,5,2,1,0,1,0,0,0,0,0,0,0,0,Match Report,2021-04-18,18:30 (09:30),La Liga,Matchweek 33,Sun,Home,D,0,0,Celta Vigo,3,2,3,0,0,2,9,22.2,7,7,0,7,13,16,25,0,Match Report,2021-04-18,18:30 (09:30),La Liga,Matchweek 33,Sun,Home,D,0,0,Celta Vigo,24,345,62,161,93,97,7,345,10,5,50.0,5,50.0,112,841,405,9,9,2,19,6,142,13,Match Report,2021-04-18,18:30 (09:30),La Liga,Matchweek 33,Sun,Home,D,0,0,Celta Vigo,0,0,0,6,13,0,17,13,2,0,0,0,42,14,14,50.0,Match Report
2021-04-21,22:00 (13:00),La Liga,Matchweek 31,Wed,Home,L,0,3,Real Madrid,0,13,3,23.1,0.00,0.00,16.5,1,0,0,1.0,1.0,0.08,-1.0,-1.0,Match Report,2021-04-21,22:00 (13:00),La Liga,Matchweek 31,Wed,Home,L,0,3,Real Madrid,4,3,1,50.0,0,2.6,-0.4,1,1,0,0,11,24,45.8,19,2,73.7,45.8,12,83.3,59.3,10,1,10.0,1,12.5,Match Report,2021-04-21,22:00 (13:00),La Liga,Matchweek 31,Wed,Home,L,0,3,Real Madrid,310,415,74.7,5798,2153,143,169,84.6,123,146,84.2,37,76,48.7,0,0.6,1.0,7,13,4,1,26,Match Report,2021-04-21,22:00 (13:00),La Liga,Matchweek 31,Wed,Home,L,0,3,Real Madrid,415,358,56,21,0,1,26,12,7,3,4,0,310,1,12,Match Report,2021-04-21,22:00 (13:00),La Liga,Matchweek 31,Wed,Home,L,0,3,Real Madrid,23,12,3,3,2,3,0,0,0,0,0,0,0,0,Match Report,2021-04-21,22:00 (13:00),La Liga,Matchweek 31,Wed,Home,L,0,3,Real Madrid,14,6,7,7,0,7,12,58.3,5,14,2,12,8,22,9,0,Match Report,2021-04-21,22:00 (13:00),La Liga,Matchweek 31,Wed,Home,L,0,3,Real Madrid,39,503,44,138,271,100,14,503,19,15,78.9,4,21.1,258,1461,757,13,13,2,10,9,309,26,Match Report,2021-04-21,22:00 (13:00),La Liga,Matchweek 31,Wed,Home,L,0,3,Real Madrid,4,0,0,13,20,1,26,8,6,0,1,0,42,15,14,51.7,Match Report
For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,For Cádiz,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,
Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,SoTA,GA,Saves,Save%,CS,PSxG,PSxG+/-,PKatt,PKA,PKsv,PKm,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
2021-04-24,16:15 (07:15),La Liga,Matchweek 32,Sat,Away,D,1,1,Valladolid,1,6,2,33.3,0.17,0.50,17.0,1,0,0,1.1,1.1,0.30,-0.1,-0.1,Match Report,2021-04-24,16:15 (07:15),La Liga,Matchweek 32,Sat,Away,D,1,1,Valladolid,6,1,5,83.3,0,3.0,+2.0,0,0,0,0,14,27,51.9,24,2,70.8,49.8,11,90.9,67.9,17,4,23.5,2,10.8,Match Report,2021-04-24,16:15 (07:15),La Liga,Matchweek 32,Sat,Away,D,1,1,Valladolid,193,296,65.2,4289,2162,65,87,74.7,85,111,76.6,37,77,48.1,0,0.1,0.2,3,18,3,0,28,Match Report,2021-04-24,16:15 (07:15),La Liga,Matchweek 32,Sat,Away,D,1,1,Valladolid,296,236,60,11,0,2,27,29,7,0,7,0,193,0,10,Match Report,2021-04-24,16:15 (07:15),La Liga,Matchweek 32,Sat,Away,D,1,1,Valladolid,7,4,1,0,1,1,0,1,0,0,0,1,0,0,Match Report,2021-04-24,16:15 (07:15),La Liga,Matchweek 32,Sat,Away,D,1,1,Valladolid,15,7,7,7,1,4,12,33.3,8,4,2,2,2,17,13,1,Match Report,2021-04-24,16:15 (07:15),La Liga,Matchweek 32,Sat,Away,D,1,1,Valladolid,40,390,52,133,166,98,7,390,11,8,72.7,3,27.3,175,973,514,13,10,0,23,9,190,27,Match Report,2021-04-24,16:15 (07:15),La Liga,Matchweek 32,Sat,Away,D,1,1,Valladolid,3,0,0,20,11,0,27,2,7,0,0,0,41,22,17,56.4,Match Report
2021-05-02,18:30 (09:30),La Liga,Matchweek 34,Sun,Away,W,1,0,Granada,1,8,4,50.0,0.13,0.25,19.0,1,0,0,1.2,1.2,0.16,-0.2,-0.2,Match Report,2021-05-02,18:30 (09:30),La Liga,Matchweek 34,Sun,Away,W,1,0,Granada,2,0,2,100.0,1,0.5,+0.5,0,0,0,0,12,36,33.3,28,2,89.3,56.1,11,100.0,78.4,14,1,7.1,1,12.0,Match Report,2021-05-02,18:30 (09:30),La Liga,Matchweek 34,Sun,Away,W,1,0,Granada,135,259,52.1,3023,1692,54,78,69.2,46,75,61.3,32,91,35.2,1,1.2,1.0,6,14,4,2,16,Match Report,2021-05-02,18:30 (09:30),La Liga,Matchweek 34,Sun,Away,W,1,0,Granada,259,196,60,16,2,2,18,27,5,2,3,0,135,3,6,Match Report,2021-05-02,18:30 (09:30),La Liga,Matchweek 34,Sun,Away,W,1,0,Granada,13,8,1,1,2,1,0,2,1,0,0,1,0,0,Match Report,2021-05-02,18:30 (09:30),La Liga,Matchweek 34,Sun,Away,W,1,0,Granada,17,5,7,9,1,6,10,60.0,4,13,3,10,6,23,31,0,Match Report,2021-05-02,18:30 (09:30),La Liga,Matchweek 34,Sun,Away,W,1,0,Granada,36,381,54,171,125,89,8,381,10,5,50.0,5,50.0,127,649,338,6,4,2,19,8,133,16,Match Report,2021-05-02,18:30 (09:30),La Liga,Matchweek 34,Sun,Away,W,1,0,Granada,2,0,0,10,12,3,18,6,5,0,0,0,42,27,23,54.0,Match Report
2021-05-08,18:30 (09:30),La Liga,Matchweek 35,Sat,Home,W,2,1,Huesca,1,11,1,9.1,0.09,1.00,18.3,0,0,0,0.9,0.9,0.09,+0.1,+0.1,Match Report,2021-05-08,18:30 (09:30),La Liga,Matchweek 35,Sat,Home,W,2,1,Huesca,5,1,4,80.0,0,1.1,+0.1,0,0,0,0,22,31,71.0,22,5,77.3,48.0,15,93.3,63.9,25,1,4.0,0,10.0,Match Report,2021-05-08,18:30 (09:30),La Liga,Matchweek 35,Sat,Home,W,2,1,Huesca,193,285,67.7,4530,2522,75,95,78.9,71,100,71.0,47,77,61.0,0,0.5,0.6,9,12,6,3,16,Match Report,2021-05-08,18:30 (09:30),La Liga,Matchweek 35,Sat,Home,W,2,1,Huesca,285,230,53,14,0,0,22,19,3,2,1,0,193,2,6,Match Report,2021-05-08,18:30 (09:30),La Liga,Matchweek 35,Sat,Home,W,2,1,Huesca,20,15,3,1,1,0,0,1,0,0,0,1,0,0,Match Report,2021-05-08,18:30 (09:30),La Liga,Matchweek 35,Sat,Home,W,2,1,Huesca,10,4,6,4,0,5,18,27.8,13,6,1,5,7,17,21,0,Match Report,2021-05-08,18:30 (09:30),La Liga,Matchweek 35,Sat,Home,W,2,1,Huesca,34,379,57,135,155,92,17,379,18,14,77.8,4,22.2,161,1339,802,23,16,3,19,4,192,16,Match Report,2021-05-08,18:30 (09:30),La Liga,Matchweek 35,Sat,Home,W,2,1,Huesca,4,0,0,14,13,2,22,7,4,0,0,0,41,22,15,59.5,Match Report
2021-05-11,19:00 (10:00),La Liga,Matchweek 36,Tue,Away,L,2,3,Osasuna,2,9,3,33.3,0.11,0.33,15.4,0,1,1,1.7,1.0,0.11,+0.3,0.0,Match Report,2021-05-11,19:00 (10:00),La Liga,Matchweek 36,Tue,Away,L,2,3,Osasuna,4,3,1,50.0,0,2.2,-0.8,1,1,0,0,10,26,38.5,19,0,94.7,58.1,8,100.0,65.1,12,0,0.0,0,16.0,Match Report,2021-05-11,19:00 (10:00),La Liga,Matchweek 36,Tue,Away,L,2,3,Osasuna,202,322,62.7,4124,2053,81,101,80.2,84,118,71.2,34,81,42.0,0,0.7,0.7,7,14,4,4,13,Match Report,2021-05-11,19:00 (10:00),La Liga,Matchweek 36,Tue,Away,L,2,3,Osasuna,322,264,58,15,0,3,17,26,5,1,2,0,202,0,9,Match Report,2021-05-11,19:00 (10:00),La Liga,Matchweek 36,Tue,Away,L,2,3,Osasuna,20,12,3,1,2,2,0,4,3,0,0,0,1,0,Match Report,2021-05-11,19:00 (10:00),La Liga,Matchweek 36,Tue,Away,L,2,3,Osasuna,24,10,15,8,1,7,14,50.0,7,9,3,6,17,41,15,0,Match Report,2021-05-11,19:00 (10:00),La Liga,Matchweek 36,Tue,Away,L,2,3,Osasuna,37,447,57,190,171,89,9,446,18,10,55.6,8,44.4,244,1096,496,10,10,2,18,10,199,13,Match Report,2021-05-11,19:00 (10:00),La Liga,Matchweek 36,Tue,Away,L,2,3,Osasuna,2,0,0,12,15,0,17,17,10,1,1,0,66,26,23,53.1,Match Report
2021-05-16,18:30 (09:30),La Liga,Matchweek 37,Sun,Home,L,1,3,Elche,1,6,2,33.3,0.00,0.00,18.4,0,1,1,1.1,0.3,0.05,-0.1,-0.3,Match Report,2021-05-16,18:30 (09:30),La Liga,Matchweek 37,Sun,Home,L,1,3,Elche,5,3,2,40.0,0,1.2,-1.8,0,0,0,0,5,15,33.3,16,4,68.8,50.8,4,100.0,66.3,25,2,8.0,1,8.3,Match Report,2021-05-16,18:30 (09:30),La Liga,Matchweek 37,Sun,Home,L,1,3,Elche,196,274,71.5,4099,1517,66,79,83.5,82,92,89.1,39,77,50.6,0,0.2,0.1,4,17,2,1,20,Match Report,2021-05-16,18:30 (09:30),La Liga,Matchweek 37,Sun,Home,L,1,3,Elche,274,237,33,16,0,2,12,8,1,0,1,0,196,4,4,Match Report,2021-05-16,18:30 (09:30),La Liga,Matchweek 37,Sun,Home,L,1,3,Elche,12,6,0,4,1,1,0,1,0,0,0,1,0,0,Match Report,2021-05-16,18:30 (09:30),La Liga,Matchweek 37,Sun,Home,L,1,3,Elche,16,9,6,9,1,8,18,44.4,10,11,6,5,1,17,24,1,Match Report,2021-05-16,18:30 (09:30),La Liga,Matchweek 37,Sun,Home,L,1,3,Elche,32,370,53,119,186,72,13,369,13,6,46.2,7,53.8,199,1187,730,21,12,4,12,5,191,18,Match Report,2021-05-16,18:30 (09:30),La Liga,Matchweek 37,Sun,Home,L,1,3,Elche,3,0,0,13,13,4,12,1,9,0,0,0,41,13,20,39.4,Match Report
2021-05-21,21:00 (12:00),La Liga,Matchweek 38,Fri,Away,D,2,2,Levante,2,6,2,33.3,0.33,1.00,26.5,0,0,0,0.5,0.5,0.08,+1.5,+1.5,Match Report,2021-05-21,21:00 (12:00),La Liga,Matchweek 38,Fri,Away,D,2,2,Levante,4,2,2,50.0,0,1.5,-0.5,0,0,0,0,13,34,38.2,21,2,85.7,55.3,16,100.0,66.0,17,0,0.0,0,5.0,Match Report,2021-05-21,21:00 (12:00),La Liga,Matchweek 38,Fri,Away,D,2,2,Levante,183,268,68.3,3578,1755,81,96,84.4,55,76,72.4,34,73,46.6,2,0.5,0.2,6,6,2,1,10,Match Report,2021-05-21,21:00 (12:00),La Liga,Matchweek 38,Fri,Away,D,2,2,Levante,268,220,48,17,2,2,6,12,0,0,0,0,183,0,5,Match Report,2021-05-21,21:00 (12:00),La Liga,Matchweek 38,Fri,Away,D,2,2,Levante,11,8,1,1,0,1,0,4,3,0,1,0,0,0,Match Report,2021-05-21,21:00 (12:00),La Liga,Matchweek 38,Fri,Away,D,2,2,Levante,21,15,13,7,1,9,17,52.9,8,13,3,10,8,29,23,0,Match Report,2021-05-21,21:00 (12:00),La Liga,Matchweek 38,Fri,Away,D,2,2,Levante,30,370,61,186,150,43,5,370,11,8,72.7,3,27.3,194,1081,612,13,10,2,20,7,178,9,Match Report,2021-05-21,21:00 (12:00),La Liga,Matchweek 38,Fri,Away,D,2,2,Levante,2,0,0,8,16,0,6,8,15,0,0,0,45,8,14,36.4,Match Report
,,,,,,--,,,,35,325,106,32.6,0.09,0.27,17.6,14,4,5,,,0.11,+35.0,+31.0,,,,,,,,--,,,,157,60,96,67.5,12,53.8,-3.2,10,9,1,0,396,998,39.7,846,72,78.7,50.8,349,95.1,65.0,606,33,5.4,26,11.7,,,,,,,,--,,,,7949,12067,65.9,158876,72248,3244,4091,79.3,3064,4071,75.3,1319,2992,44.1,17,,,196,653,152,73,854,,,,,,,,--,,,,12067,10091,1920,587,15,134,781,739,149,56,78,1,7949,56,282,,,,,,,,--,,,,517,330,65,38,27,42,15,53,37,2,3,6,4,1,,,,,,,,--,,,,573,341,305,216,52,247,607,40.7,360,368,99,269,470,1010,788,8,,,,,,,,--,,,,,15979,2120,5874,6716,3598,438,15975,513,321,62.6,192,37.4,7259,41549,20745,455,357,79,561,294,7859,838,,,,,,,,--,,,,83,3,2,459,518,66,781,470,341,3,10,1,1809,687,753,47.7,
