2022-03-06,21:00 (12:00),La Liga,Matchweek 27,Sun,Away,W,3,1,Betis,3,8,6,75.0,0.38,0.50,10.2,0,0,0,2.8,2.8,0.36,+0.2,+0.2,Match Report,2022-03-06,21:00 (12:00),La Liga,Matchweek 27,Sun,Away,W,3,1,Betis,6,1,5,83.3,0,0.6,-0.4,0,0,0,0,10,28,35.7,20,1,85.0,55.4,12,91.7,58.3,23,0,0.0,0,7.0,Match Report,2022-03-06,21:00 (12:00),La Liga,Matchweek 27,Sun,Away,W,3,1,Betis,239,343,69.7,3940,1949,128,152,84.2,60,88,68.2,32,68,47.1,3,2.4,1.4,7,15,4,0,17,Match Report,2022-03-06,21:00 (12:00),La Liga,Matchweek 27,Sun,Away,W,3,1,Betis,343,291,51,16,3,0,9,18,3,2,1,0,239,1,9,Match Report,2022-03-06,21:00 (12:00),La Liga,Matchweek 27,Sun,Away,W,3,1,Betis,15,10,1,3,1,0,0,6,5,0,1,0,0,0,Match Report,2022-03-06,21:00 (12:00),La Liga,Matchweek 27,Sun,Away,W,3,1,Betis,23,12,14,8,1,9,18,50.0,9,17,8,9,6,29,27,0,Match Report,2022-03-06,21:00 (12:00),La Liga,Matchweek 27,Sun,Away,W,3,1,Betis,35,469,68,190,220,63,16,469,17,8,47.1,9,52.9,172,968,507,12,7,4,6,5,234,17,Match Report,2022-03-06,21:00 (12:00),La Liga,Matchweek 27,Sun,Away,W,3,1,Betis,3,0,0,10,15,1,9,6,12,0,0,0,53,13,16,44.8,Match Report
2022-03-11,21:00 (12:00),La Liga,Matchweek 28,Fri,Home,W,2,1,Cádiz,2,6,5,83.3,0.33,0.40,21.8,0,0,0,0.3,0.3,0.06,+1.7,+1.7,Match Report,2022-03-11,21:00 (12:00),La Liga,Matchweek 28,Fri,Home,W,2,1,Cádiz,2,1,1,50.0,0,1.3,+0.3,0,0,0,0,8,25,32.0,20,1,65.0,44.2,16,75.0,51.8,14,2,14.3,1,11.0,Match Report,2022-03-11,21:00 (12:00),La Liga,Matchweek 28,Fri,Home,W,2,1,Cádiz,328,415,79.0,5191,2272,181,203,89.2,108,129,83.7,24,56,42.9,0,0.1,0.3,4,15,4,0,26,Match Report,2022-03-11,21:00 (12:00),La Liga,Matchweek 28,Fri,Home,W,2,1,Cádiz,415,365,49,14,2,4,2,17,0,0,0,0,328,1,6,Match Report,2022-03-11,21:00 (12:00),La Liga,Matchweek 28,Fri,Home,W,2,1,Cádiz,9,8,0,0,1,0,0,1,0,0,0,1,0,0,Match Report,2022-03-11,21:00 (12:00),La Liga,Matchweek 28,Fri,Home,W,2,1,Cádiz,24,7,11,12,1,8,21,38.1,13,10,2,8,7,31,26,1,Match Report,2022-03-11,21:00 (12:00),La Liga,Matchweek 28,Fri,Home,W,2,1,Cádiz,45,537,74,191,286,61,8,537,9,5,55.6,4,44.4,283,1430,560,5,14,0,22,7,325,26,Match Report,2022-03-11,21:00 (12:00),La Liga,Matchweek 28,Fri,Home,W,2,1,Cádiz,4,1,0,23,14,1,2,7,7,0,0,0,47,27,18,60.0,Match Report
2022-03-15,20:00 (13:00),Champions Lg,Round of 16,Tue,Away,W,1,0,eng Manchester Utd,1,8,3,37.5,0.13,0.33,26.3,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Match Report,2022-03-15,20:00 (13:00),Champions Lg,Round of 16,Tue,Away,W,1,0,eng Manchester Utd,5,0,5,100.0,1,1.3,+1.3,0,0,0,0,2,18,11.1,19,2,68.4,43.8,10,50.0,38.4,17,4,23.5,0,9.4,Match Report,2022-03-15,20:00 (13:00),Champions Lg,Round of 16,Tue,Away,W,1,0,eng Manchester Utd,300,417,71.9,4400,1889,160,189,84.7,99,124,79.8,18,63,28.6,1,0.4,0.8,4,14,2,0,25,Match Report,2022-03-15,20:00 (13:00),Champions Lg,Round of 16,Tue,Away,W,1,0,eng Manchester Utd,417,371,44,15,1,5,8,16,2,1,1,0,300,2,6,Match Report,2022-03-15,20:00 (13:00),Champions Lg,Round of 16,Tue,Away,W,1,0,eng Manchester Utd,10,7,2,0,0,1,0,2,2,0,0,0,0,0,Match Report,2022-03-15,20:00 (13:00),Champions Lg,Round of 16,Tue,Away,W,1,0,eng Manchester Utd,15,9,7,7,1,10,28,35.7,18,12,1,11,11,26,22,0,Match Report,2022-03-15,20:00 (13:00),Champions Lg,Round of 16,Tue,Away,W,1,0,eng Manchester Utd,40,519,67,199,262,62,8,519,7,5,71.4,2,28.6,219,915,499,9,3,2,11,5,295,25,Match Report,2022-03-15,20:00 (13:00),Champions Lg,Round of 16,Tue,Away,W,1,0,eng Manchester Utd,2,0,0,12,14,2,8,11,9,0,0,0,58,12,18,40.0,Match Report
2022-03-19,21:00 (13:00),La Liga,Matchweek 29,Sat,Away,W,1,0,Rayo Vallecano,1,11,3,27.3,0.09,0.33,18.2,0,0,0,1.4,1.4,0.12,-0.4,-0.4,Match Report,2022-03-19,21:00 (13:00),La Liga,Matchweek 29,Sat,Away,W,1,0,Rayo Vallecano,3,0,3,100.0,1,0.3,+0.3,0,0,0,0,6,25,24.0,29,3,69.0,44.5,6,83.3,57.7,19,1,5.3,2,25.3,Match Report,2022-03-19,21:00 (13:00),La Liga,Matchweek 29,Sat,Away,W,1,0,Rayo Vallecano,336,473,71.0,5185,2280,185,221,83.7,101,129,78.3,29,85,34.1,1,1.4,1.0,10,24,4,0,36,Match Report,2022-03-19,21:00 (13:00),La Liga,Matchweek 29,Sat,Away,W,1,0,Rayo Vallecano,473,418,52,17,0,4,14,22,6,5,1,0,336,3,8,Match Report,2022-03-19,21:00 (13:00),La Liga,Matchweek 29,Sat,Away,W,1,0,Rayo Vallecano,22,15,5,0,0,2,0,2,2,0,0,0,0,0,Match Report,2022-03-19,21:00 (13:00),La Liga,Matchweek 29,Sat,Away,W,1,0,Rayo Vallecano,20,11,13,7,0,9,19,47.4,10,11,6,5,7,27,23,0,Match Report,2022-03-19,21:00 (13:00),La Liga,Matchweek 29,Sat,Away,W,1,0,Rayo Vallecano,46,580,69,227,240,119,15,580,21,14,66.7,7,33.3,307,1290,778,19,11,5,12,9,335,35,Match Report,2022-03-19,21:00 (13:00),La Liga,Matchweek 29,Sat,Away,W,1,0,Rayo Vallecano,5,1,0,12,15,3,14,7,11,0,0,0,73,15,20,42.9,Match Report
2022-04-02,21:00 (12:00),La Liga,Matchweek 30,Sat,Home,W,4,1,Alavés,4,13,7,53.8,0.23,0.43,17.4,0,1,1,3.0,2.2,0.22,+1.0,+0.8,Match Report,2022-04-02,21:00 (12:00),La Liga,Matchweek 30,Sat,Home,W,4,1,Alavés,1,1,0,0.0,0,0.5,-0.5,0,0,0,0,4,20,20.0,24,4,70.8,45.8,5,60.0,41.0,9,1,11.1,1,14.7,Match Report,2022-04-02,21:00 (12:00),La Liga,Matchweek 30,Sat,Home,W,4,1,Alavés,340,454,74.9,5664,2033,177,208,85.1,101,126,80.2,41,87,47.1,2,2.0,1.2,10,19,4,1,24,Match Report,2022-04-02,21:00 (12:00),La Liga,Matchweek 30,Sat,Home,W,4,1,Alavés,454,398,53,14,2,10,14,25,7,1,4,0,340,3,3,Match Report,2022-04-02,21:00 (12:00),La Liga,Matchweek 30,Sat,Home,W,4,1,Alavés,23,12,3,3,1,3,1,7,5,0,0,1,1,0,Match Report,2022-04-02,21:00 (12:00),La Liga,Matchweek 30,Sat,Home,W,4,1,Alavés,11,8,5,4,2,6,10,60.0,4,10,3,7,12,23,12,2,Match Report,2022-04-02,21:00 (12:00),La Liga,Matchweek 30,Sat,Home,W,4,1,Alavés,50,552,49,182,262,112,14,551,22,15,68.2,7,31.8,264,1524,749,18,14,6,11,17,336,24,Match Report,2022-04-02,21:00 (12:00),La Liga,Matchweek 30,Sat,Home,W,4,1,Alavés,1,0,0,10,12,3,14,12,8,1,0,0,60,25,23,52.1,Match Report
2022-04-05,20:00 (12:00),Champions Lg,Quarter-finals,Tue,Away,L,0,1,eng Manchester City,0,0,0,,,,,0,0,0,0.0,0.0,,0.0,0.0,Match Report,2022-04-05,20:00 (12:00),Champions Lg,Quarter-finals,Tue,Away,L,0,1,eng Manchester City,2,1,1,50.0,0,1.2,+0.2,0,0,0,0,4,22,18.2,22,2,77.3,45.2,14,35.7,33.8,20,0,0.0,0,1.0,Match Report,2022-04-05,20:00 (12:00),Champions Lg,Quarter-finals,Tue,Away,L,0,1,eng Manchester City,234,324,72.2,3943,1638,118,132,89.4,87,103,84.5,19,58,32.8,0,0.0,0.1,0,8,3,1,11,Match Report,2022-04-05,20:00 (12:00),Champions Lg,Quarter-finals,Tue,Away,L,0,1,eng Manchester City,324,277,45,9,0,6,3,20,0,0,0,0,234,2,13,Match Report,2022-04-05,20:00 (12:00),Champions Lg,Quarter-finals,Tue,Away,L,0,1,eng Manchester City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,2022-04-05,20:00 (12:00),Champions Lg,Quarter-finals,Tue,Away,L,0,1,eng Manchester City,15,11,8,5,2,9,22,40.9,13,7,5,2,15,30,24,0,Match Report,2022-04-05,20:00 (12:00),Champions Lg,Quarter-finals,Tue,Away,L,0,1,eng Manchester City,30,413,80,218,162,40,5,413,9,5,55.6,4,44.4,233,1174,470,9,8,1,12,4,233,11,Match Report,2022-04-05,20:00 (12:00),Champions Lg,Quarter-finals,Tue,Away,L,0,1,eng Manchester City,3,0,0,13,8,2,3,15,11,0,0,0,40,7,14,33.3,Match Report
2022-04-09,16:15 (07:15),La Liga,Matchweek 31,Sat,Away,L,0,1,Mallorca,0,9,1,11.1,0.00,0.00,17.5,1,0,0,0.5,0.5,0.06,-0.5,-0.5,Match Report,2022-04-09,16:15 (07:15),La Liga,Matchweek 31,Sat,Away,L,0,1,Mallorca,3,1,2,100.0,0,1.4,+0.4,1,1,0,0,2,7,28.6,21,7,23.8,29.6,9,22.2,29.0,6,0,0.0,2,21.0,Match Report,2022-04-09,16:15 (07:15),La Liga,Matchweek 31,Sat,Away,L,0,1,Mallorca,542,670,80.9,8848,2806,275,310,88.7,216,252,85.7,39,79,49.4,0,0.2,0.4,4,22,7,0,38,Match Report,2022-04-09,16:15 (07:15),La Liga,Matchweek 31,Sat,Away,L,0,1,Mallorca,670,606,63,13,1,3,18,33,6,3,2,0,542,1,9,Match Report,2022-04-09,16:15 (07:15),La Liga,Matchweek 31,Sat,Away,L,0,1,Mallorca,16,9,1,2,2,2,0,0,0,0,0,0,0,0,Match Report,2022-04-09,16:15 (07:15),La Liga,Matchweek 31,Sat,Away,L,0,1,Mallorca,25,12,10,15,0,7,20,35.0,13,7,1,6,4,29,25,1,Match Report,2022-04-09,16:15 (07:15),La Liga,Matchweek 31,Sat,Away,L,0,1,Mallorca,67,775,61,249,403,128,17,775,19,14,73.7,5,26.3,444,2286,1253,20,13,3,15,10,539,38,Match Report,2022-04-09,16:15 (07:15),La Liga,Matchweek 31,Sat,Away,L,0,1,Mallorca,4,0,0,11,14,1,18,4,12,0,1,0,44,31,19,62.0,Match Report
2022-04-13,21:00 (12:00),Champions Lg,Quarter-finals,Wed,Home,D,0,0,eng Manchester City,0,14,3,21.4,0.00,0.00,16.7,1,0,0,0.8,0.8,0.06,-0.8,-0.8,Match Report,2022-04-13,21:00 (12:00),Champions Lg,Quarter-finals,Wed,Home,D,0,0,eng Manchester City,1,0,1,100.0,1,0.5,+0.5,0,0,0,0,4,16,25.0,26,2,57.7,37.0,7,14.3,26.1,6,0,0.0,3,18.5,Match Report,2022-04-13,21:00 (12:00),Champions Lg,Quarter-finals,Wed,Home,D,0,0,eng Manchester City,329,443,74.3,5802,2072,141,159,88.7,120,143,83.9,46,95,48.4,0,0.6,0.5,11,18,10,2,29,Match Report,2022-04-13,21:00 (12:00),Champions Lg,Quarter-finals,Wed,Home,D,0,0,eng Manchester City,443,395,44,7,1,9,11,27,2,2,0,0,329,4,13,Match Report,2022-04-13,21:00 (12:00),Champions Lg,Quarter-finals,Wed,Home,D,0,0,eng Manchester City,23,18,0,0,3,1,1,0,0,0,0,0,0,0,Match Report,2022-04-13,21:00 (12:00),Champions Lg,Quarter-finals,Wed,Home,D,0,0,eng Manchester City,19,12,9,8,2,8,20,40.0,12,10,5,5,8,27,11,0,Match Report,2022-04-13,21:00 (12:00),Champions Lg,Quarter-finals,Wed,Home,D,0,0,eng Manchester City,41,542,55,197,242,107,26,542,18,9,50.0,9,50.0,293,1665,812,19,13,4,9,7,324,29,Match Report,2022-04-13,21:00 (12:00),Champions Lg,Quarter-finals,Wed,Home,D,0,0,eng Manchester City,4,1,1,8,6,4,11,8,12,0,0,0,59,13,19,40.6,Match Report
2022-04-17,16:15 (07:15),La Liga,Matchweek 32,Sun,Home,W,2,1,Espanyol,2,9,2,22.2,0.11,0.50,19.7,0,1,1,1.2,0.5,0.05,+0.8,+0.5,Match Report,2022-04-17,16:15 (07:15),La Liga,Matchweek 32,Sun,Home,W,2,1,Espanyol,5,1,4,80.0,0,0.8,-0.2,0,0,0,0,3,10,30.0,16,5,37.5,34.5,8,50.0,42.6,8,0,0.0,0,1.0,Match Report,2022-04-17,16:15 (07:15),La Liga,Matchweek 32,Sun,Home,W,2,1,Espanyol,431,550,78.4,7044,2495,202,226,89.4,156,189,82.5,40,79,50.6,1,0.4,0.6,6,26,11,2,47,Match Report,2022-04-17,16:15 (07:15),La Liga,Matchweek 32,Sun,Home,W,2,1,Espanyol,550,495,53,13,4,3,31,24,6,2,2,0,431,2,12,Match Report,2022-04-17,16:15 (07:15),La Liga,Matchweek 32,Sun,Home,W,2,1,Espanyol,18,14,3,1,0,0,0,3,2,1,0,0,0,0,Match Report,2022-04-17,16:15 (07:15),La Liga,Matchweek 32,Sun,Home,W,2,1,Espanyol,10,6,5,5,0,2,10,20.0,8,10,3,7,4,14,12,1,Match Report,2022-04-17,16:15 (07:15),La Liga,Matchweek 32,Sun,Home,W,2,1,Espanyol,52,631,48,189,255,191,31,630,13,11,84.6,2,15.4,339,1760,1060,23,16,5,16,7,427,47,Match Report,2022-04-17,16:15 (07:15),La Liga,Matchweek 32,Sun,Home,W,2,1,Espanyol,5,1,1,18,10,2,31,4,6,0,0,0,41,10,13,43.5,Match Report
2022-04-20,19:00 (10:00),La Liga,Matchweek 33,Wed,Home,D,0,0,Granada,0,22,1,4.5,0.00,0.00,18.9,1,0,0,1.1,1.1,0.05,-1.1,-1.1,Match Report,2022-04-20,19:00 (10:00),La Liga,Matchweek 33,Wed,Home,D,0,0,Granada,2,0,2,100.0,1,0.1,+0.1,0,0,0,0,2,8,25.0,21,7,28.6,30.9,7,28.6,30.1,6,0,0.0,0,4.0,Match Report,2022-04-20,19:00 (10:00),La Liga,Matchweek 33,Wed,Home,D,0,0,Granada,567,703,80.7,9165,2982,292,321,91.0,194,236,82.2,53,90,58.9,0,0.8,1.6,16,39,14,3,60,Match Report,2022-04-20,19:00 (10:00),La Liga,Matchweek 33,Wed,Home,D,0,0,Granada,703,647,55,11,4,7,30,25,11,3,6,0,567,1,17,Match Report,2022-04-20,19:00 (10:00),La Liga,Matchweek 33,Wed,Home,D,0,0,Granada,39,20,6,5,7,1,0,0,0,0,0,0,0,0,Match Report,2022-04-20,19:00 (10:00),La Liga,Matchweek 33,Wed,Home,D,0,0,Granada,16,8,11,5,0,10,17,58.8,7,8,1,7,13,29,12,1,Match Report,2022-04-20,19:00 (10:00),La Liga,Matchweek 33,Wed,Home,D,0,0,Granada,64,806,56,207,363,239,39,806,15,10,66.7,5,33.3,479,2208,1268,32,20,8,12,13,563,60,Match Report,2022-04-20,19:00 (10:00),La Liga,Matchweek 33,Wed,Home,D,0,0,Granada,4,0,0,9,12,1,30,13,8,0,0,0,65,23,16,59.0,Match Report
2022-04-30,21:00 (12:00),La Liga,Matchweek 34,Sat,Away,L,0,2,Athletic Club,0,9,3,33.3,0.00,0.00,19.7,1,0,0,0.7,0.7,0.07,-0.7,-0.7,Match Report,2022-04-30,21:00 (12:00),La Liga,Matchweek 34,Sat,Away,L,0,2,Athletic Club,4,2,3,75.0,0,1.6,+0.6,1,1,0,0,4,16,25.0,24,4,37.5,34.0,12,58.3,42.3,12,0,0.0,0,,Match Report,2022-04-30,21:00 (12:00),La Liga,Matchweek 34,Sat,Away,L,0,2,Athletic Club,414,526,78.7,7564,2472,169,191,88.5,191,224,85.3,41,83,49.4,0,0.6,0.9,8,20,3,1,31,Match Report,2022-04-30,21:00 (12:00),La Liga,Matchweek 34,Sat,Away,L,0,2,Athletic Club,526,463,62,19,1,10,14,25,3,1,0,0,414,1,9,Match Report,2022-04-30,21:00 (12:00),La Liga,Matchweek 34,Sat,Away,L,0,2,Athletic Club,18,14,1,2,0,1,0,0,0,0,0,0,0,0,Match Report,2022-04-30,21:00 (12:00),La Liga,Matchweek 34,Sat,Away,L,0,2,Athletic Club,18,12,9,9,0,8,12,66.7,4,9,1,8,6,24,8,1,Match Report,2022-04-30,21:00 (12:00),La Liga,Matchweek 34,Sat,Away,L,0,2,Athletic Club,57,607,67,233,272,107,12,607,15,8,53.3,7,46.7,393,1869,903,14,10,2,10,2,410,31,Match Report,2022-04-30,21:00 (12:00),La Liga,Matchweek 34,Sat,Away,L,0,2,Athletic Club,3,0,0,15,18,1,14,6,12,0,1,1,49,6,13,31.6,Match Report
2022-05-08,21:00 (12:00),La Liga,Matchweek 35,Sun,Home,W,1,0,Real Madrid,1,15,1,6.7,0.00,0.00,19.3,0,1,1,2.3,1.5,0.10,-1.3,-1.5,Match Report,2022-05-08,21:00 (12:00),La Liga,Matchweek 35,Sun,Home,W,1,0,Real Madrid,6,0,6,100.0,1,1.1,+1.1,0,0,0,0,6,22,27.3,21,4,57.1,42.1,12,83.3,57.5,12,1,8.3,1,12.7,Match Report,2022-05-08,21:00 (12:00),La Liga,Matchweek 35,Sun,Home,W,1,0,Real Madrid,354,442,80.1,6598,2421,154,171,90.1,146,166,88.0,44,77,57.1,0,1.4,1.3,12,25,10,0,45,Match Report,2022-05-08,21:00 (12:00),La Liga,Matchweek 35,Sun,Home,W,1,0,Real Madrid,442,398,42,6,0,4,17,19,4,3,1,0,354,2,5,Match Report,2022-05-08,21:00 (12:00),La Liga,Matchweek 35,Sun,Home,W,1,0,Real Madrid,27,19,1,2,1,2,2,2,1,0,0,0,1,0,Match Report,2022-05-08,21:00 (12:00),La Liga,Matchweek 35,Sun,Home,W,1,0,Real Madrid,17,11,8,5,4,7,13,53.8,6,10,3,7,7,24,13,0,Match Report,2022-05-08,21:00 (12:00),La Liga,Matchweek 35,Sun,Home,W,1,0,Real Madrid,42,541,48,140,271,138,35,540,8,6,75.0,2,25.0,291,1529,852,17,14,8,17,16,351,44,Match Report,2022-05-08,21:00 (12:00),La Liga,Matchweek 35,Sun,Home,W,1,0,Real Madrid,2,0,0,17,7,2,17,7,11,1,0,0,51,10,19,34.5,Match Report
2022-05-11,21:30 (12:30),La Liga,Matchweek 36,Wed,Away,W,2,0,Elche,2,11,5,45.5,0.18,0.40,19.1,0,0,0,1.9,1.9,0.17,+0.1,+0.1,Match Report,2022-05-11,21:30 (12:30),La Liga,Matchweek 36,Wed,Away,W,2,0,Elche,0,0,0,,1,0.0,0.0,0,0,0,0,8,30,26.7,26,4,84.6,47.9,8,100.0,63.4,18,2,11.1,0,4.7,Match Report,2022-05-11,21:30 (12:30),La Liga,Matchweek 36,Wed,Away,W,2,0,Elche,368,480,76.7,5681,2147,209,223,93.7,101,130,77.7,34,81,42.0,2,1.9,2.2,10,16,11,2,25,Match Report,2022-05-11,21:30 (12:30),La Liga,Matchweek 36,Wed,Away,W,2,0,Elche,480,432,40,15,5,4,10,13,3,0,1,0,368,8,6,Match Report,2022-05-11,21:30 (12:30),La Liga,Matchweek 36,Wed,Away,W,2,0,Elche,22,22,0,0,0,0,0,4,4,0,0,0,0,0,Match Report,2022-05-11,21:30 (12:30),La Liga,Matchweek 36,Wed,Away,W,2,0,Elche,17,9,8,9,0,8,18,44.4,10,14,5,9,17,34,18,0,Match Report,2022-05-11,21:30 (12:30),La Liga,Matchweek 36,Wed,Away,W,2,0,Elche,44,583,65,208,264,114,21,583,11,6,54.5,5,45.5,295,1439,677,8,13,4,14,12,365,25,Match Report,2022-05-11,21:30 (12:30),La Liga,Matchweek 36,Wed,Away,W,2,0,Elche,2,0,0,7,15,8,10,17,9,0,0,0,69,10,19,34.5,Match Report
2022-05-15,19:30 (10:30),La Liga,Matchweek 37,Sun,Home,D,1,1,Sevilla,1,12,3,25.0,0.08,0.33,16.3,0,0,0,1.2,1.2,0.10,-0.2,-0.2,Match Report,2022-05-15,19:30 (10:30),La Liga,Matchweek 37,Sun,Home,D,1,1,Sevilla,4,1,3,75.0,0,0.6,-0.4,0,0,0,0,7,26,26.9,22,3,68.2,45.8,11,100.0,63.4,17,0,0.0,1,15.7,Match Report,2022-05-15,19:30 (10:30),La Liga,Matchweek 37,Sun,Home,D,1,1,Sevilla,292,386,75.6,4831,1843,141,164,86.0,101,116,87.1,32,80,40.0,1,1.0,1.1,9,15,8,1,26,Match Report,2022-05-15,19:30 (10:30),La Liga,Matchweek 37,Sun,Home,D,1,1,Sevilla,386,332,53,18,5,4,16,18,4,4,0,0,292,1,3,Match Report,2022-05-15,19:30 (10:30),La Liga,Matchweek 37,Sun,Home,D,1,1,Sevilla,20,13,3,1,0,2,1,1,0,1,0,0,0,0,Match Report,2022-05-15,19:30 (10:30),La Liga,Matchweek 37,Sun,Home,D,1,1,Sevilla,17,12,8,5,4,9,16,56.3,7,6,1,5,11,28,17,0,Match Report,2022-05-15,19:30 (10:30),La Liga,Matchweek 37,Sun,Home,D,1,1,Sevilla,41,481,53,139,222,123,15,481,12,3,25.0,9,75.0,271,1333,666,10,11,1,10,9,290,26,Match Report,2022-05-15,19:30 (10:30),La Liga,Matchweek 37,Sun,Home,D,1,1,Sevilla,2,0,0,14,18,1,16,11,12,0,0,0,47,12,19,38.7,Match Report
2022-05-22,22:00 (13:00),La Liga,Matchweek 38,Sun,Away,W,2,1,Real Sociedad,2,6,5,83.3,0.33,0.40,18.7,0,0,0,0.7,0.7,0.12,+1.3,+1.3,Match Report,2022-05-22,22:00 (13:00),La Liga,Matchweek 38,Sun,Away,W,2,1,Real Sociedad,3,1,2,66.7,0,0.7,-0.3,0,0,0,0,7,30,23.3,25,2,84.0,48.2,9,100.0,57.8,7,0,0.0,0,,Match Report,2022-05-22,22:00 (13:00),La Liga,Matchweek 38,Sun,Away,W,2,1,Real Sociedad,271,384,70.6,4144,1532,116,131,88.5,82,112,73.2,28,78,35.9,2,0.7,0.5,6,18,3,1,18,Match Report,2022-05-22,22:00 (13:00),La Liga,Matchweek 38,Sun,Away,W,2,1,Real Sociedad,384,334,48,16,1,3,13,19,2,2,0,0,271,2,8,Match Report,2022-05-22,22:00 (13:00),La Liga,Matchweek 38,Sun,Away,W,2,1,Real Sociedad,11,8,1,1,0,1,0,4,4,0,0,0,0,0,Match Report,2022-05-22,22:00 (13:00),La Liga,Matchweek 38,Sun,Away,W,2,1,Real Sociedad,29,13,12,14,3,19,27,70.4,8,10,2,8,15,44,13,1,Match Report,2022-05-22,22:00 (13:00),La Liga,Matchweek 38,Sun,Away,W,2,1,Real Sociedad,38,502,45,177,223,107,10,502,17,11,64.7,6,35.3,246,1168,449,10,4,2,12,13,268,17,Match Report,2022-05-22,22:00 (13:00),La Liga,Matchweek 38,Sun,Away,W,2,1,Real Sociedad,2,0,0,11,15,2,13,15,13,0,0,0,63,8,23,25.8,Match Report
,,,,,,--,,,,77,593,190,32.0,0.12,0.38,17.6,12,5,6,,,0.12,+77.0,+72.0,,,,,,,,--,,,,156,57,101,69.2,16,45.6,-4.4,10,9,1,0,215,776,27.7,1004,191,51.9,39.4,380,67.4,47.7,593,36,6.1,36,13.7,,,,,,,,--,,,,18029,23053,78.2,303965,108352,8796,9914,88.7,6307,7533,83.7,1978,3775,52.4,53,,,415,1186,381,77,1747,,,,,,,,--,,,,23053,20542,2403,659,95,304,855,1031,233,83,97,0,18029,108,384,,,,,,,,--,,,,982,706,95,66,54,46,15,126,97,7,6,10,3,3,,,,,,,,--,,,,812,487,383,346,83,385,837,46.0,452,458,125,333,513,1287,829,15,,,,,,,,--,,,,,28003,2579,8504,12936,6794,1045,27997,734,461,62.8,273,37.2,15209,79282,42025,866,642,204,690,443,17903,1739,,,,,,,,--,,,,139,12,4,645,657,115,855,513,487,4,10,3,2506,680,684,49.9,
