For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,For Alavés_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,For Alavés_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2023-11-12,16:15 (07:15),La Liga,Matchweek 13,Sun,Away,L,1,2,Barcelona,1,8,1,12.5,0.13,1.00,14.0,0,0,0,1.7,1.7,0.21,-0.7,-0.7,Match Report,2023-11-12,16:15 (07:15),La Liga,Matchweek 13,Sun,Away,L,1,2,Barcelona,6,2,4,83.3,0,2.2,+0.2,1,1,0,0,12,31,38.7,23,3,78.3,48.0,13,100.0,63.8,19,1,5.3,2,21.7,Match Report,2023-11-12,16:15 (07:15),La Liga,Matchweek 13,Sun,Away,L,1,2,Barcelona,209,317,65.9,4034,2175,107,129,82.9,72,92,78.3,26,75,34.7,1,1.1,0.7,6,24,8,2,23,Match Report,2023-11-12,16:15 (07:15),La Liga,Matchweek 13,Sun,Away,L,1,2,Barcelona,317,277,38,13,0,3,9,8,1,0,1,0,209,2,9,Match Report,2023-11-12,16:15 (07:15),La Liga,Matchweek 13,Sun,Away,L,1,2,Barcelona,16,16,0,0,0,0,0,2,2,0,0,0,0,0,Match Report,2023-11-12,16:15 (07:15),La Liga,Matchweek 13,Sun,Away,L,1,2,Barcelona,11,5,6,4,1,8,23,34.8,15,11,0,11,6,17,27,0,Match Report,2023-11-12,16:15 (07:15),La Liga,Matchweek 13,Sun,Away,L,1,2,Barcelona,29,417,70,171,176,80,17,417,19,13,68.4,6,31.6,209,1095,532,8,5,2,7,10,208,23,Match Report,2023-11-12,16:15 (07:15),La Liga,Matchweek 13,Sun,Away,L,1,2,Barcelona,1,0,0,10,10,2,9,6,5,0,1,0,52,17,14,54.8,Match Report
2023-11-24,21:00 (12:00),La Liga,Matchweek 14,Fri,Home,W,3,1,Granada,2,8,5,62.5,0.25,0.40,18.6,0,0,0,0.8,0.8,0.10,+1.2,+1.2,Match Report,2023-11-24,21:00 (12:00),La Liga,Matchweek 14,Fri,Home,W,3,1,Granada,4,1,3,100.0,0,1.5,+0.5,1,1,0,0,4,14,28.6,22,1,59.1,39.8,5,20.0,29.2,12,0,0.0,1,22.0,Match Report,2023-11-24,21:00 (12:00),La Liga,Matchweek 14,Fri,Home,W,3,1,Granada,284,387,73.4,4900,2069,142,168,84.5,103,125,82.4,32,70,45.7,2,0.7,0.4,6,28,3,1,28,Match Report,2023-11-24,21:00 (12:00),La Liga,Matchweek 14,Fri,Home,W,3,1,Granada,387,337,48,14,3,4,17,21,6,4,1,0,284,2,9,Match Report,2023-11-24,21:00 (12:00),La Liga,Matchweek 14,Fri,Home,W,3,1,Granada,16,14,0,2,0,0,0,4,4,0,0,0,0,0,Match Report,2023-11-24,21:00 (12:00),La Liga,Matchweek 14,Fri,Home,W,3,1,Granada,21,13,9,11,1,12,26,46.2,14,12,5,7,8,29,26,0,Match Report,2023-11-24,21:00 (12:00),La Liga,Matchweek 14,Fri,Home,W,3,1,Granada,43,510,53,171,227,119,13,510,22,11,50.0,9,40.9,192,1470,960,18,10,3,15,13,281,28,Match Report,2023-11-24,21:00 (12:00),La Liga,Matchweek 14,Fri,Home,W,3,1,Granada,1,0,0,10,11,2,17,8,13,0,1,0,57,8,16,33.3,Match Report
2023-12-03,14:00 (05:00),La Liga,Matchweek 15,Sun,Away,D,0,0,Mallorca,0,7,4,57.1,0.00,0.00,23.6,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Match Report,2023-12-03,14:00 (05:00),La Liga,Matchweek 15,Sun,Away,D,0,0,Mallorca,3,0,3,100.0,1,1.1,+1.1,0,0,0,0,9,18,50.0,18,2,61.1,46.1,8,87.5,55.8,25,2,8.0,0,7.0,Match Report,2023-12-03,14:00 (05:00),La Liga,Matchweek 15,Sun,Away,D,0,0,Mallorca,220,327,67.3,4137,1741,87,112,77.7,91,121,75.2,30,65,46.2,0,0.3,0.3,5,16,1,0,24,Match Report,2023-12-03,14:00 (05:00),La Liga,Matchweek 15,Sun,Away,D,0,0,Mallorca,327,283,44,15,0,1,16,16,4,1,0,1,220,0,12,Match Report,2023-12-03,14:00 (05:00),La Liga,Matchweek 15,Sun,Away,D,0,0,Mallorca,13,9,0,2,0,2,0,0,0,0,0,0,0,0,Match Report,2023-12-03,14:00 (05:00),La Liga,Matchweek 15,Sun,Away,D,0,0,Mallorca,18,9,10,6,2,7,19,36.8,12,10,2,8,5,23,49,0,Match Report,2023-12-03,14:00 (05:00),La Liga,Matchweek 15,Sun,Away,D,0,0,Mallorca,37,460,64,196,175,94,18,460,25,14,56.0,10,40.0,239,1347,771,20,14,6,8,11,219,24,Match Report,2023-12-03,14:00 (05:00),La Liga,Matchweek 15,Sun,Away,D,0,0,Mallorca,2,0,0,15,15,0,16,5,9,0,0,0,60,21,17,55.3,Match Report
2023-12-06,16:00 (07:00),Copa del Rey,Second round,Wed,Away,W,1,0,Terrassa,1,20,6,30.0,0.05,0.17,,,0,0,,,,,,Match Report,2023-12-06,16:00 (07:00),Copa del Rey,Second round,Wed,Away,W,1,0,Terrassa,4,0,4,100.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2023-12-06,16:00 (07:00),Copa del Rey,Second round,Wed,Away,W,1,0,Terrassa,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2023-12-06,16:00 (07:00),Copa del Rey,Second round,Wed,Away,W,1,0,Terrassa,,,,,,,18,,,,,,,,,Match Report,2023-12-06,16:00 (07:00),Copa del Rey,Second round,Wed,Away,W,1,0,Terrassa,,,,,,,,,,,,,,,Match Report,2023-12-06,16:00 (07:00),Copa del Rey,Second round,Wed,Away,W,1,0,Terrassa,,14,,,,,,,,,,,14,0,,,Match Report,2023-12-06,16:00 (07:00),Copa del Rey,Second round,Wed,Away,W,1,0,Terrassa,45,,,,,,,,,,,,,,,,,,,,,,,Match Report,2023-12-06,16:00 (07:00),Copa del Rey,Second round,Wed,Away,W,1,0,Terrassa,2,0,0,14,11,1,18,14,14,,,0,,,,,Match Report
2023-12-09,14:00 (05:00),La Liga,Matchweek 16,Sat,Home,L,0,1,Las Palmas,0,19,3,15.8,0.00,0.00,16.9,1,0,0,1.9,1.9,0.10,-1.9,-1.9,Match Report,2023-12-09,14:00 (05:00),La Liga,Matchweek 16,Sat,Home,L,0,1,Las Palmas,2,1,1,50.0,0,0.4,-0.6,0,0,0,0,6,15,40.0,30,5,40.0,33.0,9,33.3,30.2,13,0,0.0,1,16.5,Match Report,2023-12-09,14:00 (05:00),La Liga,Matchweek 16,Sat,Home,L,0,1,Las Palmas,261,361,72.3,5120,2243,110,129,85.3,112,132,84.8,36,75,48.0,0,1.5,1.6,12,25,4,1,40,Match Report,2023-12-09,14:00 (05:00),La Liga,Matchweek 16,Sat,Home,L,0,1,Las Palmas,361,298,56,15,4,4,25,18,12,2,7,0,261,7,12,Match Report,2023-12-09,14:00 (05:00),La Liga,Matchweek 16,Sat,Home,L,0,1,Las Palmas,29,15,5,2,5,2,0,0,0,0,0,0,0,0,Match Report,2023-12-09,14:00 (05:00),La Liga,Matchweek 16,Sat,Home,L,0,1,Las Palmas,8,8,5,2,1,3,8,37.5,5,7,1,6,7,15,12,0,Match Report,2023-12-09,14:00 (05:00),La Liga,Matchweek 16,Sat,Home,L,0,1,Las Palmas,41,467,58,168,166,137,38,467,29,15,51.7,14,48.3,245,1665,907,21,9,8,15,12,260,40,Match Report,2023-12-09,14:00 (05:00),La Liga,Matchweek 16,Sat,Home,L,0,1,Las Palmas,3,0,0,13,12,7,25,7,8,0,0,0,46,7,8,46.7,Match Report
2023-12-18,21:00 (12:00),La Liga,Matchweek 17,Mon,Away,L,0,3,Girona,0,12,2,16.7,0.00,0.00,21.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Match Report,2023-12-18,21:00 (12:00),La Liga,Matchweek 17,Mon,Away,L,0,3,Girona,4,3,1,50.0,0,1.7,-1.3,1,1,0,0,3,9,33.3,23,0,39.1,34.6,6,0.0,14.0,10,0,0.0,0,,Match Report,2023-12-18,21:00 (12:00),La Liga,Matchweek 17,Mon,Away,L,0,3,Girona,307,376,81.6,5240,1923,148,167,88.6,120,135,88.9,31,57,54.4,0,0.6,0.7,11,22,6,2,30,Match Report,2023-12-18,21:00 (12:00),La Liga,Matchweek 17,Mon,Away,L,0,3,Girona,376,334,41,12,2,4,17,17,2,1,0,0,307,1,8,Match Report,2023-12-18,21:00 (12:00),La Liga,Matchweek 17,Mon,Away,L,0,3,Girona,20,17,2,0,0,1,0,0,0,0,0,0,0,0,Match Report,2023-12-18,21:00 (12:00),La Liga,Matchweek 17,Mon,Away,L,0,3,Girona,18,11,9,3,6,11,19,57.9,8,8,1,7,9,27,21,0,Match Report,2023-12-18,21:00 (12:00),La Liga,Matchweek 17,Mon,Away,L,0,3,Girona,34,472,56,184,183,116,14,472,16,6,37.5,5,31.3,272,1627,890,23,21,3,11,5,303,30,Match Report,2023-12-18,21:00 (12:00),La Liga,Matchweek 17,Mon,Away,L,0,3,Girona,1,0,0,7,8,1,17,9,11,0,1,0,41,8,7,53.3,Match Report
2023-12-21,21:30 (12:30),La Liga,Matchweek 18,Thu,Home,L,0,1,Real Madrid,0,8,2,25.0,0.00,0.00,15.3,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Match Report,2023-12-21,21:30 (12:30),La Liga,Matchweek 18,Thu,Home,L,0,1,Real Madrid,4,1,3,75.0,0,1.3,+0.3,0,0,0,0,3,11,27.3,17,3,23.5,34.2,12,58.3,42.4,12,1,8.3,0,3.0,Match Report,2023-12-21,21:30 (12:30),La Liga,Matchweek 18,Thu,Home,L,0,1,Real Madrid,301,386,78.0,5558,2071,136,146,93.2,129,154,83.8,33,60,55.0,0,0.5,0.5,7,23,4,1,37,Match Report,2023-12-21,21:30 (12:30),La Liga,Matchweek 18,Thu,Home,L,0,1,Real Madrid,386,342,43,13,0,2,27,13,3,1,1,0,301,1,14,Match Report,2023-12-21,21:30 (12:30),La Liga,Matchweek 18,Thu,Home,L,0,1,Real Madrid,14,10,1,0,2,1,0,0,0,0,0,0,0,0,Match Report,2023-12-21,21:30 (12:30),La Liga,Matchweek 18,Thu,Home,L,0,1,Real Madrid,18,11,15,3,0,12,21,57.1,9,9,2,7,6,24,6,0,Match Report,2023-12-21,21:30 (12:30),La Liga,Matchweek 18,Thu,Home,L,0,1,Real Madrid,40,454,52,176,177,108,16,454,10,7,70.0,3,30.0,288,1442,925,18,15,3,7,10,298,36,Match Report,2023-12-21,21:30 (12:30),La Liga,Matchweek 18,Thu,Home,L,0,1,Real Madrid,3,0,0,18,12,1,27,6,11,0,0,0,45,8,7,53.3,Match Report
2024-01-02,19:15 (10:15),La Liga,Matchweek 19,Tue,Away,D,1,1,Real Sociedad,1,6,1,16.7,0.00,0.00,23.6,1,1,1,1.0,0.2,0.03,0.0,-0.2,Match Report,2024-01-02,19:15 (10:15),La Liga,Matchweek 19,Tue,Away,D,1,1,Real Sociedad,5,1,4,80.0,0,1.1,+0.1,0,0,0,0,12,21,57.1,19,2,73.7,47.0,13,53.8,41.2,17,1,5.9,0,7.7,Match Report,2024-01-02,19:15 (10:15),La Liga,Matchweek 19,Tue,Away,D,1,1,Real Sociedad,272,369,73.7,5289,2148,109,134,81.3,125,149,83.9,34,75,45.3,0,0.1,0.2,3,30,4,2,34,Match Report,2024-01-02,19:15 (10:15),La Liga,Matchweek 19,Tue,Away,D,1,1,Real Sociedad,369,320,49,6,0,4,17,24,4,0,3,0,272,0,5,Match Report,2024-01-02,19:15 (10:15),La Liga,Matchweek 19,Tue,Away,D,1,1,Real Sociedad,12,8,1,0,1,1,1,2,1,0,0,0,1,0,Match Report,2024-01-02,19:15 (10:15),La Liga,Matchweek 19,Tue,Away,D,1,1,Real Sociedad,14,8,9,3,2,4,10,40.0,6,10,5,5,4,18,34,0,Match Report,2024-01-02,19:15 (10:15),La Liga,Matchweek 19,Tue,Away,D,1,1,Real Sociedad,47,491,84,184,194,119,17,490,12,3,25.0,8,66.7,192,1273,729,17,9,2,19,11,271,34,Match Report,2024-01-02,19:15 (10:15),La Liga,Matchweek 19,Tue,Away,D,1,1,Real Sociedad,4,0,0,17,8,0,17,4,8,1,0,0,38,21,37,36.2,Match Report
2024-01-06,20:00 (11:00),Copa del Rey,Round of 32,Sat,Home,W,1,0,Betis,1,17,2,11.8,0.06,0.50,,,0,0,,,,,,Match Report,2024-01-06,20:00 (11:00),Copa del Rey,Round of 32,Sat,Home,W,1,0,Betis,2,0,2,100.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2024-01-06,20:00 (11:00),Copa del Rey,Round of 32,Sat,Home,W,1,0,Betis,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2024-01-06,20:00 (11:00),Copa del Rey,Round of 32,Sat,Home,W,1,0,Betis,,,,,,,31,,,,,,,,,Match Report,2024-01-06,20:00 (11:00),Copa del Rey,Round of 32,Sat,Home,W,1,0,Betis,,,,,,,,,,,,,,,Match Report,2024-01-06,20:00 (11:00),Copa del Rey,Round of 32,Sat,Home,W,1,0,Betis,,14,,,,,,,,,,,8,0,,,Match Report,2024-01-06,20:00 (11:00),Copa del Rey,Round of 32,Sat,Home,W,1,0,Betis,40,,,,,,,,,,,,,,,,,,,,,,,Match Report,2024-01-06,20:00 (11:00),Copa del Rey,Round of 32,Sat,Home,W,1,0,Betis,1,0,0,12,13,3,31,8,14,,,0,,,,,Match Report
2024-01-12,21:00 (12:00),La Liga,Matchweek 20,Fri,Away,W,3,2,Sevilla,3,16,8,50.0,0.19,0.38,14.8,0,0,0,2.0,2.0,0.13,+1.0,+1.0,Match Report,2024-01-12,21:00 (12:00),La Liga,Matchweek 20,Fri,Away,W,3,2,Sevilla,4,2,2,75.0,0,2.3,+0.3,1,1,0,0,10,28,35.7,22,4,63.6,46.5,16,87.5,57.9,24,0,0.0,0,15.0,Match Report,2024-01-12,21:00 (12:00),La Liga,Matchweek 20,Fri,Away,W,3,2,Sevilla,201,294,68.4,4124,2045,79,99,79.8,70,83,84.3,40,81,49.4,3,1.3,0.6,13,15,7,4,29,Match Report,2024-01-12,21:00 (12:00),La Liga,Matchweek 20,Fri,Away,W,3,2,Sevilla,294,241,53,17,0,2,17,13,4,0,3,0,201,0,12,Match Report,2024-01-12,21:00 (12:00),La Liga,Matchweek 20,Fri,Away,W,3,2,Sevilla,28,16,4,3,4,1,0,4,2,0,0,2,0,0,Match Report,2024-01-12,21:00 (12:00),La Liga,Matchweek 20,Fri,Away,W,3,2,Sevilla,16,12,5,9,2,10,18,55.6,8,7,2,5,11,27,32,0,Match Report,2024-01-12,21:00 (12:00),La Liga,Matchweek 20,Fri,Away,W,3,2,Sevilla,32,434,70,179,174,91,24,434,20,9,45.0,10,50.0,158,994,530,14,8,5,25,3,201,29,Match Report,2024-01-12,21:00 (12:00),La Liga,Matchweek 20,Fri,Away,W,3,2,Sevilla,3,0,0,13,11,0,17,11,12,0,1,0,41,11,29,27.5,Match Report
2024-01-16,21:00 (12:00),Copa del Rey,Round of 16,Tue,Away,L,0,2,Athletic Club,0,8,3,37.5,0.00,0.00,,,0,0,,,,,,Match Report,2024-01-16,21:00 (12:00),Copa del Rey,Round of 16,Tue,Away,L,0,2,Athletic Club,6,2,4,66.7,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2024-01-16,21:00 (12:00),Copa del Rey,Round of 16,Tue,Away,L,0,2,Athletic Club,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2024-01-16,21:00 (12:00),Copa del Rey,Round of 16,Tue,Away,L,0,2,Athletic Club,,,,,,,9,,,,,,,,,Match Report,2024-01-16,21:00 (12:00),Copa del Rey,Round of 16,Tue,Away,L,0,2,Athletic Club,,,,,,,,,,,,,,,Match Report,2024-01-16,21:00 (12:00),Copa del Rey,Round of 16,Tue,Away,L,0,2,Athletic Club,,15,,,,,,,,,,,8,0,,,Match Report,2024-01-16,21:00 (12:00),Copa del Rey,Round of 16,Tue,Away,L,0,2,Athletic Club,36,,,,,,,,,,,,,,,,,,,,,,,Match Report,2024-01-16,21:00 (12:00),Copa del Rey,Round of 16,Tue,Away,L,0,2,Athletic Club,2,0,0,14,10,2,9,8,15,,,0,,,,,Match Report
2024-01-19,21:00 (12:00),La Liga,Matchweek 21,Fri,Home,W,1,0,Cádiz,1,12,2,16.7,0.00,0.00,18.1,1,1,1,2.0,1.2,0.10,-1.0,-1.2,Match Report,2024-01-19,21:00 (12:00),La Liga,Matchweek 21,Fri,Home,W,1,0,Cádiz,1,0,1,100.0,1,0.1,+0.1,0,0,0,0,11,19,57.9,15,3,80.0,47.3,9,77.8,50.8,17,2,11.8,0,7.6,Match Report,2024-01-19,21:00 (12:00),La Liga,Matchweek 21,Fri,Home,W,1,0,Cádiz,265,376,70.5,4836,2524,135,156,86.5,80,113,70.8,41,75,54.7,0,1.0,0.9,7,31,7,3,43,Match Report,2024-01-19,21:00 (12:00),La Liga,Matchweek 21,Fri,Home,W,1,0,Cádiz,376,313,62,17,2,1,29,31,4,0,4,0,265,1,17,Match Report,2024-01-19,21:00 (12:00),La Liga,Matchweek 21,Fri,Home,W,1,0,Cádiz,22,15,0,2,3,2,0,2,1,0,0,0,1,0,Match Report,2024-01-19,21:00 (12:00),La Liga,Matchweek 21,Fri,Home,W,1,0,Cádiz,12,6,4,5,3,2,10,20.0,8,6,2,4,1,13,24,1,Match Report,2024-01-19,21:00 (12:00),La Liga,Matchweek 21,Fri,Home,W,1,0,Cádiz,49,470,38,128,183,166,19,469,26,15,57.7,9,34.6,224,1156,594,16,10,4,11,9,262,43,Match Report,2024-01-19,21:00 (12:00),La Liga,Matchweek 21,Fri,Home,W,1,0,Cádiz,0,0,0,15,16,1,29,1,6,1,0,0,51,18,25,41.9,Match Report
2024-01-26,21:00 (12:00),La Liga,Matchweek 22,Fri,Away,W,3,0,Almería,3,10,2,20.0,0.20,1.00,17.8,0,1,1,1.8,1.1,0.11,+1.2,+0.9,Match Report,2024-01-26,21:00 (12:00),La Liga,Matchweek 22,Fri,Away,W,3,0,Almería,7,0,7,100.0,1,1.8,+1.8,0,0,0,0,11,26,42.3,20,2,80.0,50.5,14,71.4,50.3,28,1,3.6,0,4.5,Match Report,2024-01-26,21:00 (12:00),La Liga,Matchweek 22,Fri,Away,W,3,0,Almería,220,328,67.1,4543,2181,84,110,76.4,91,112,81.3,37,82,45.1,2,1.0,0.8,8,13,6,4,20,Match Report,2024-01-26,21:00 (12:00),La Liga,Matchweek 22,Fri,Away,W,3,0,Almería,328,271,54,19,0,10,15,17,3,0,3,0,220,3,9,Match Report,2024-01-26,21:00 (12:00),La Liga,Matchweek 22,Fri,Away,W,3,0,Almería,17,12,1,1,2,1,0,5,3,0,1,0,1,0,Match Report,2024-01-26,21:00 (12:00),La Liga,Matchweek 22,Fri,Away,W,3,0,Almería,13,8,7,4,2,9,17,52.9,8,10,2,8,4,17,32,1,Match Report,2024-01-26,21:00 (12:00),La Liga,Matchweek 22,Fri,Away,W,3,0,Almería,36,435,77,156,205,87,17,434,13,6,46.2,5,38.5,155,1079,517,10,10,2,14,9,215,20,Match Report,2024-01-26,21:00 (12:00),La Liga,Matchweek 22,Fri,Away,W,3,0,Almería,2,0,0,12,16,3,15,4,8,1,0,0,42,14,19,42.4,Match Report
2024-02-03,18:30 (09:30),La Liga,Matchweek 23,Sat,Home,L,1,3,Barcelona,1,13,2,15.4,0.08,0.50,15.1,0,0,0,1.0,1.0,0.08,0.0,0.0,Match Report,2024-02-03,18:30 (09:30),La Liga,Matchweek 23,Sat,Home,L,1,3,Barcelona,5,3,2,40.0,0,2.5,-0.5,0,0,0,0,5,8,62.5,16,4,43.8,35.1,1,100.0,49.0,8,0,0.0,0,,Match Report,2024-02-03,18:30 (09:30),La Liga,Matchweek 23,Sat,Home,L,1,3,Barcelona,240,330,72.7,4769,1866,84,106,79.2,121,142,85.2,33,61,54.1,1,0.7,0.7,8,25,6,5,38,Match Report,2024-02-03,18:30 (09:30),La Liga,Matchweek 23,Sat,Home,L,1,3,Barcelona,330,284,43,11,1,4,40,14,13,4,5,1,240,3,11,Match Report,2024-02-03,18:30 (09:30),La Liga,Matchweek 23,Sat,Home,L,1,3,Barcelona,24,17,3,2,2,0,0,2,1,0,1,0,0,0,Match Report,2024-02-03,18:30 (09:30),La Liga,Matchweek 23,Sat,Home,L,1,3,Barcelona,14,8,7,4,3,7,9,77.8,2,7,2,5,8,22,12,0,Match Report,2024-02-03,18:30 (09:30),La Liga,Matchweek 23,Sat,Home,L,1,3,Barcelona,36,408,34,110,168,135,22,408,21,13,61.9,5,23.8,219,1304,775,18,13,5,13,8,237,38,Match Report,2024-02-03,18:30 (09:30),La Liga,Matchweek 23,Sat,Home,L,1,3,Barcelona,2,0,0,15,10,3,40,8,8,0,0,0,38,17,10,63.0,Match Report
2024-02-10,14:00 (05:00),La Liga,Matchweek 24,Sat,Home,D,1,1,Villarreal,1,17,4,23.5,0.06,0.25,15.4,0,0,0,1.8,1.8,0.11,-0.8,-0.8,Match Report,2024-02-10,14:00 (05:00),La Liga,Matchweek 24,Sat,Home,D,1,1,Villarreal,3,1,2,66.7,0,0.3,-0.7,0,0,0,0,10,24,41.7,31,4,51.6,43.7,10,80.0,51.8,16,0,0.0,0,7.7,Match Report,2024-02-10,14:00 (05:00),La Liga,Matchweek 24,Sat,Home,D,1,1,Villarreal,321,432,74.3,6370,2316,126,150,84.0,142,166,85.5,46,93,49.5,1,1.1,1.0,10,32,11,5,50,Match Report,2024-02-10,14:00 (05:00),La Liga,Matchweek 24,Sat,Home,D,1,1,Villarreal,432,375,55,11,0,2,34,22,10,0,7,1,321,2,7,Match Report,2024-02-10,14:00 (05:00),La Liga,Matchweek 24,Sat,Home,D,1,1,Villarreal,30,22,2,3,3,0,0,2,2,0,0,0,0,0,Match Report,2024-02-10,14:00 (05:00),La Liga,Matchweek 24,Sat,Home,D,1,1,Villarreal,13,7,3,8,2,5,12,41.7,7,12,6,6,7,20,20,0,Match Report,2024-02-10,14:00 (05:00),La Liga,Matchweek 24,Sat,Home,D,1,1,Villarreal,51,534,60,161,220,155,27,534,18,9,50.0,7,38.9,293,1518,788,16,5,4,16,4,320,50,Match Report,2024-02-10,14:00 (05:00),La Liga,Matchweek 24,Sat,Home,D,1,1,Villarreal,0,0,0,7,10,2,34,7,7,0,0,0,34,10,18,35.7,Match Report
2024-02-18,21:00 (12:00),La Liga,Matchweek 25,Sun,Away,D,0,0,Betis,0,13,4,30.8,0.00,0.00,22.9,2,0,0,0.5,0.5,0.04,-0.5,-0.5,Match Report,2024-02-18,21:00 (12:00),La Liga,Matchweek 25,Sun,Away,D,0,0,Betis,1,0,1,100.0,1,0.4,+0.4,0,0,0,0,3,25,12.0,24,4,70.8,47.0,10,80.0,56.1,18,2,11.1,0,7.7,Match Report,2024-02-18,21:00 (12:00),La Liga,Matchweek 25,Sun,Away,D,0,0,Betis,233,349,66.8,4326,1935,99,118,83.9,100,125,80.0,29,79,36.7,0,0.2,0.3,7,24,9,4,32,Match Report,2024-02-18,21:00 (12:00),La Liga,Matchweek 25,Sun,Away,D,0,0,Betis,349,293,55,12,0,0,22,24,8,1,6,0,233,1,11,Match Report,2024-02-18,21:00 (12:00),La Liga,Matchweek 25,Sun,Away,D,0,0,Betis,23,14,4,2,1,2,0,0,0,0,0,0,0,0,Match Report,2024-02-18,21:00 (12:00),La Liga,Matchweek 25,Sun,Away,D,0,0,Betis,18,8,9,9,0,10,18,55.6,8,14,6,8,12,30,22,0,Match Report,2024-02-18,21:00 (12:00),La Liga,Matchweek 25,Sun,Away,D,0,0,Betis,38,473,64,162,222,95,21,473,18,8,44.4,8,44.4,173,1012,518,13,9,4,17,15,231,30,Match Report,2024-02-18,21:00 (12:00),La Liga,Matchweek 25,Sun,Away,D,0,0,Betis,2,0,0,9,13,1,22,12,8,0,0,0,48,19,22,46.3,Match Report
