For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,For Alavés_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,For Alavés_Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Match Report,For Alavés_Date,For Alavés_Time,For Alavés_Comp,For Alavés_Round,For Alavés_Day,For Alavés_Venue,For Alavés_Result,For Alavés_GF,For Alavés_GA,For Alavés_Opponent,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Match Report
2024-02-24,18:30 (09:30),La Liga,Matchweek 26,Sat,Home,D,1,1,Mallorca,1,9,1,11.1,0.11,1.00,17.1,1,0,0,0.5,0.5,0.05,+0.5,+0.5,Match Report,2024-02-24,18:30 (09:30),La Liga,Matchweek 26,Sat,Home,D,1,1,Mallorca,7,1,6,85.7,0,1.7,+0.7,0,0,0,0,8,21,38.1,24,4,66.7,46.5,7,71.4,50.7,15,1,6.7,0,11.0,Match Report,2024-02-24,18:30 (09:30),La Liga,Matchweek 26,Sat,Home,D,1,1,Mallorca,346,472,73.3,6289,2402,149,177,84.2,147,189,77.8,38,77,49.4,1,0.4,0.8,7,33,9,3,36,Match Report,2024-02-24,18:30 (09:30),La Liga,Matchweek 26,Sat,Home,D,1,1,Mallorca,472,423,47,14,1,2,25,21,3,3,0,0,346,2,5,Match Report,2024-02-24,18:30 (09:30),La Liga,Matchweek 26,Sat,Home,D,1,1,Mallorca,17,11,1,2,1,1,1,2,1,1,0,0,0,0,Match Report,2024-02-24,18:30 (09:30),La Liga,Matchweek 26,Sat,Home,D,1,1,Mallorca,9,5,4,4,1,6,19,31.6,13,8,3,5,6,15,24,0,Match Report,2024-02-24,18:30 (09:30),La Liga,Matchweek 26,Sat,Home,D,1,1,Mallorca,52,580,57,170,288,125,13,580,17,10,58.8,5,29.4,297,1448,809,12,8,0,19,5,336,36,Match Report,2024-02-24,18:30 (09:30),La Liga,Matchweek 26,Sat,Home,D,1,1,Mallorca,0,0,0,7,13,2,25,6,5,0,0,0,39,26,32,44.8,Match Report
2024-03-04,21:00 (12:00),La Liga,Matchweek 27,Mon,Away,L,0,1,Osasuna,0,10,4,40.0,0.00,0.00,14.5,0,0,0,1.0,1.0,0.10,-1.0,-1.0,Match Report,2024-03-04,21:00 (12:00),La Liga,Matchweek 27,Mon,Away,L,0,1,Osasuna,4,1,3,75.0,0,1.0,0.0,0,0,0,0,4,24,16.7,25,4,72.0,49.5,8,75.0,54.8,14,0,0.0,2,16.8,Match Report,2024-03-04,21:00 (12:00),La Liga,Matchweek 27,Mon,Away,L,0,1,Osasuna,296,418,70.8,5505,2148,111,132,84.1,140,176,79.5,33,85,38.8,0,0.9,0.8,7,17,8,6,31,Match Report,2024-03-04,21:00 (12:00),La Liga,Matchweek 27,Mon,Away,L,0,1,Osasuna,418,366,50,15,1,5,27,20,5,1,1,0,296,2,10,Match Report,2024-03-04,21:00 (12:00),La Liga,Matchweek 27,Mon,Away,L,0,1,Osasuna,17,14,2,1,0,0,0,0,0,0,0,0,0,0,Match Report,2024-03-04,21:00 (12:00),La Liga,Matchweek 27,Mon,Away,L,0,1,Osasuna,11,6,5,6,0,6,12,50.0,6,18,6,12,8,19,34,0,Match Report,2024-03-04,21:00 (12:00),La Liga,Matchweek 27,Mon,Away,L,0,1,Osasuna,45,552,73,203,267,87,15,552,19,9,47.4,9,47.4,196,1288,614,13,12,3,24,8,290,31,Match Report,2024-03-04,21:00 (12:00),La Liga,Matchweek 27,Mon,Away,L,0,1,Osasuna,1,0,0,11,14,2,27,8,6,0,0,0,60,15,26,36.6,Match Report
2024-03-10,14:00 (06:00),La Liga,Matchweek 28,Sun,Home,W,1,0,Rayo Vallecano,1,12,4,33.3,0.08,0.25,20.9,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Match Report,2024-03-10,14:00 (06:00),La Liga,Matchweek 28,Sun,Home,W,1,0,Rayo Vallecano,3,0,3,100.0,1,0.8,+0.8,0,0,0,0,10,27,37.0,30,7,70.0,48.0,8,75.0,59.6,15,3,20.0,2,17.6,Match Report,2024-03-10,14:00 (06:00),La Liga,Matchweek 28,Sun,Home,W,1,0,Rayo Vallecano,230,329,69.9,4585,2239,100,118,84.7,93,116,80.2,34,77,44.2,1,0.6,0.4,11,25,6,2,24,Match Report,2024-03-10,14:00 (06:00),La Liga,Matchweek 28,Sun,Home,W,1,0,Rayo Vallecano,329,274,53,14,1,1,17,23,7,1,2,0,230,2,12,Match Report,2024-03-10,14:00 (06:00),La Liga,Matchweek 28,Sun,Home,W,1,0,Rayo Vallecano,20,15,2,1,0,1,1,2,2,0,0,0,0,0,Match Report,2024-03-10,14:00 (06:00),La Liga,Matchweek 28,Sun,Home,W,1,0,Rayo Vallecano,12,7,7,2,3,6,22,27.3,16,6,3,3,7,19,21,0,Match Report,2024-03-10,14:00 (06:00),La Liga,Matchweek 28,Sun,Home,W,1,0,Rayo Vallecano,34,424,54,148,169,116,18,424,15,8,53.3,7,46.7,185,1216,632,15,8,6,15,6,227,24,Match Report,2024-03-10,14:00 (06:00),La Liga,Matchweek 28,Sun,Home,W,1,0,Rayo Vallecano,2,0,0,13,8,2,17,7,7,0,0,0,48,11,15,42.3,Match Report
2024-03-16,21:00 (13:00),La Liga,Matchweek 29,Sat,Away,L,0,2,Athletic Club,0,6,2,33.3,0.00,0.00,21.7,0,0,1,1.3,0.5,0.09,-1.3,-0.5,Match Report,2024-03-16,21:00 (13:00),La Liga,Matchweek 29,Sat,Away,L,0,2,Athletic Club,4,2,2,50.0,0,1.5,-0.5,0,0,0,0,11,26,42.3,37,5,54.1,37.0,10,60.0,43.1,14,0,0.0,0,4.5,Match Report,2024-03-16,21:00 (13:00),La Liga,Matchweek 29,Sat,Away,L,0,2,Athletic Club,291,415,70.1,5581,2189,123,146,84.2,131,172,76.2,35,81,43.2,0,0.5,0.8,4,17,3,1,27,Match Report,2024-03-16,21:00 (13:00),La Liga,Matchweek 29,Sat,Away,L,0,2,Athletic Club,415,368,45,12,0,8,15,16,4,1,1,0,291,2,13,Match Report,2024-03-16,21:00 (13:00),La Liga,Matchweek 29,Sat,Away,L,0,2,Athletic Club,9,5,2,0,1,1,0,0,0,0,0,0,0,0,Match Report,2024-03-16,21:00 (13:00),La Liga,Matchweek 29,Sat,Away,L,0,2,Athletic Club,21,11,12,9,0,7,24,29.2,17,13,6,7,7,28,16,2,Match Report,2024-03-16,21:00 (13:00),La Liga,Matchweek 29,Sat,Away,L,0,2,Athletic Club,41,518,77,244,200,77,8,517,10,2,20.0,6,60.0,268,1321,591,4,7,1,20,5,289,27,Match Report,2024-03-16,21:00 (13:00),La Liga,Matchweek 29,Sat,Away,L,0,2,Athletic Club,3,0,0,13,7,2,15,7,11,1,0,0,47,8,17,32.0,Match Report
2024-03-31,18:30 (09:30),La Liga,Matchweek 30,Sun,Home,L,0,1,Real Sociedad,0,3,0,0.0,0.00,,18.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Match Report,2024-03-31,18:30 (09:30),La Liga,Matchweek 30,Sun,Home,L,0,1,Real Sociedad,3,1,2,66.7,0,0.2,-0.8,0,0,0,0,10,30,33.3,37,3,59.5,47.0,10,80.0,53.0,13,0,0.0,1,14.2,Match Report,2024-03-31,18:30 (09:30),La Liga,Matchweek 30,Sun,Home,L,0,1,Real Sociedad,246,366,67.2,4981,1898,90,113,79.6,112,139,80.6,37,93,39.8,0,0.3,0.3,3,9,2,1,16,Match Report,2024-03-31,18:30 (09:30),La Liga,Matchweek 30,Sun,Home,L,0,1,Real Sociedad,366,306,57,17,0,6,12,25,3,1,2,0,246,3,8,Match Report,2024-03-31,18:30 (09:30),La Liga,Matchweek 30,Sun,Home,L,0,1,Real Sociedad,6,6,0,0,0,0,0,0,0,0,0,0,0,0,Match Report,2024-03-31,18:30 (09:30),La Liga,Matchweek 30,Sun,Home,L,0,1,Real Sociedad,16,11,8,5,3,11,23,47.8,12,9,3,6,9,25,19,0,Match Report,2024-03-31,18:30 (09:30),La Liga,Matchweek 30,Sun,Home,L,0,1,Real Sociedad,41,466,75,203,188,79,7,466,10,3,30.0,7,70.0,186,883,425,9,11,1,15,8,244,16,Match Report,2024-03-31,18:30 (09:30),La Liga,Matchweek 30,Sun,Home,L,0,1,Real Sociedad,2,0,0,10,14,3,12,9,11,0,0,0,37,18,31,36.7,Match Report
2024-04-14,16:15 (07:15),La Liga,Matchweek 31,Sun,Away,L,0,2,Granada,0,8,3,37.5,0.00,0.00,21.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Match Report,2024-04-14,16:15 (07:15),La Liga,Matchweek 31,Sun,Away,L,0,2,Granada,3,2,1,66.7,0,1.6,-0.4,1,1,0,0,11,23,47.8,29,7,65.5,43.0,7,57.1,42.6,6,0,0.0,1,15.5,Match Report,2024-04-14,16:15 (07:15),La Liga,Matchweek 31,Sun,Away,L,0,2,Granada,366,489,74.8,6930,2785,156,174,89.7,138,170,81.2,58,104,55.8,0,0.3,0.4,7,40,6,2,49,Match Report,2024-04-14,16:15 (07:15),La Liga,Matchweek 31,Sun,Away,L,0,2,Granada,489,417,68,17,1,6,25,36,5,1,1,1,366,4,18,Match Report,2024-04-14,16:15 (07:15),La Liga,Matchweek 31,Sun,Away,L,0,2,Granada,12,11,0,0,0,0,1,0,0,0,0,0,0,0,Match Report,2024-04-14,16:15 (07:15),La Liga,Matchweek 31,Sun,Away,L,0,2,Granada,12,6,5,6,1,6,14,42.9,8,4,2,2,6,18,13,0,Match Report,2024-04-14,16:15 (07:15),La Liga,Matchweek 31,Sun,Away,L,0,2,Granada,62,583,45,188,247,152,22,583,23,12,52.2,7,30.4,344,1839,984,21,10,9,15,12,357,48,Match Report,2024-04-14,16:15 (07:15),La Liga,Matchweek 31,Sun,Away,L,0,2,Granada,2,0,0,11,16,4,25,6,6,0,1,0,41,21,17,55.3,Match Report
For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,For Alavés,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,
Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,SoTA,GA,Saves,Save%,CS,PSxG,PSxG+/-,PKatt,PKA,PKsv,PKm,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
2024-04-21,18:30 (09:30),La Liga,Matchweek 32,Sun,Home,W,2,0,Atlético Madrid,2,8,3,37.5,0.25,0.67,21.0,0,0,0,0.4,0.4,0.05,+1.6,+1.6,Match Report,2024-04-21,18:30 (09:30),La Liga,Matchweek 32,Sun,Home,W,2,0,Atlético Madrid,4,0,4,100.0,1,0.7,+0.7,0,0,0,0,11,25,44.0,20,2,90.0,53.3,7,100.0,68.7,23,2,8.7,0,4.0,Match Report,2024-04-21,18:30 (09:30),La Liga,Matchweek 32,Sun,Home,W,2,0,Atlético Madrid,178,270,65.9,3686,2063,77,92,83.7,70,95,73.7,28,68,41.2,2,0.3,0.3,6,19,8,3,16,Match Report,2024-04-21,18:30 (09:30),La Liga,Matchweek 32,Sun,Home,W,2,0,Atlético Madrid,270,230,40,13,0,0,18,18,1,0,0,0,178,0,8,Match Report,2024-04-21,18:30 (09:30),La Liga,Matchweek 32,Sun,Home,W,2,0,Atlético Madrid,16,12,2,1,0,0,1,4,2,1,1,0,0,0,Match Report,2024-04-21,18:30 (09:30),La Liga,Matchweek 32,Sun,Home,W,2,0,Atlético Madrid,13,8,7,4,2,5,16,31.3,11,13,6,7,9,22,35,0,Match Report,2024-04-21,18:30 (09:30),La Liga,Matchweek 32,Sun,Home,W,2,0,Atlético Madrid,32,392,67,148,156,89,14,392,14,7,50.0,6,42.9,137,625,312,9,0,0,17,10,177,16,Match Report,2024-04-21,18:30 (09:30),La Liga,Matchweek 32,Sun,Home,W,2,0,Atlético Madrid,5,0,0,20,11,0,18,9,8,0,0,0,42,12,14,46.2,Match Report
2024-04-27,18:30 (09:30),La Liga,Matchweek 33,Sat,Home,W,3,0,Celta Vigo,3,16,8,50.0,0.19,0.38,12.1,0,0,0,2.3,2.3,0.15,+0.7,+0.7,Match Report,2024-04-27,18:30 (09:30),La Liga,Matchweek 33,Sat,Home,W,3,0,Celta Vigo,0,0,0,,1,0.0,0.0,0,0,0,0,7,17,41.2,12,2,75.0,50.1,9,88.9,57.8,8,1,12.5,1,14.5,Match Report,2024-04-27,18:30 (09:30),La Liga,Matchweek 33,Sat,Home,W,3,0,Celta Vigo,227,335,67.8,4095,1917,111,132,84.1,76,106,71.7,32,70,45.7,2,2.0,1.9,14,15,11,3,28,Match Report,2024-04-27,18:30 (09:30),La Liga,Matchweek 33,Sat,Home,W,3,0,Celta Vigo,335,279,55,9,1,1,31,28,8,0,4,0,227,1,13,Match Report,2024-04-27,18:30 (09:30),La Liga,Matchweek 33,Sat,Home,W,3,0,Celta Vigo,26,13,9,1,1,2,0,4,1,1,1,0,1,0,Match Report,2024-04-27,18:30 (09:30),La Liga,Matchweek 33,Sat,Home,W,3,0,Celta Vigo,15,11,9,4,2,7,13,53.8,6,8,1,7,12,27,16,0,Match Report,2024-04-27,18:30 (09:30),La Liga,Matchweek 33,Sat,Home,W,3,0,Celta Vigo,38,439,34,142,143,161,36,439,17,4,23.5,11,64.7,161,902,389,9,7,3,15,4,225,28,Match Report,2024-04-27,18:30 (09:30),La Liga,Matchweek 33,Sat,Home,W,3,0,Celta Vigo,3,0,0,10,9,1,31,12,11,0,0,0,35,10,10,50.0,Match Report
2024-05-05,18:30 (09:30),La Liga,Matchweek 34,Sun,Away,W,1,0,Valencia,1,14,4,28.6,0.07,0.25,19.9,0,0,0,0.8,0.8,0.06,+0.2,+0.2,Match Report,2024-05-05,18:30 (09:30),La Liga,Matchweek 34,Sun,Away,W,1,0,Valencia,1,0,1,100.0,1,0.1,+0.1,0,0,0,0,18,32,56.3,22,1,100.0,58.8,11,90.9,64.0,21,1,4.8,1,10.2,Match Report,2024-05-05,18:30 (09:30),La Liga,Matchweek 34,Sun,Away,W,1,0,Valencia,241,350,68.9,5068,2559,103,124,83.1,75,100,75.0,54,99,54.5,1,0.8,0.6,11,31,9,4,34,Match Report,2024-05-05,18:30 (09:30),La Liga,Matchweek 34,Sun,Away,W,1,0,Valencia,350,306,44,11,1,2,22,14,7,2,3,0,241,0,11,Match Report,2024-05-05,18:30 (09:30),La Liga,Matchweek 34,Sun,Away,W,1,0,Valencia,22,15,1,0,3,1,2,2,0,1,0,0,1,0,Match Report,2024-05-05,18:30 (09:30),La Liga,Matchweek 34,Sun,Away,W,1,0,Valencia,24,15,9,7,8,13,22,59.1,9,13,5,8,10,34,24,0,Match Report,2024-05-05,18:30 (09:30),La Liga,Matchweek 34,Sun,Away,W,1,0,Valencia,42,468,48,141,188,145,19,468,13,8,61.5,3,23.1,200,1044,499,12,5,3,21,10,239,34,Match Report,2024-05-05,18:30 (09:30),La Liga,Matchweek 34,Sun,Away,W,1,0,Valencia,3,0,0,17,9,0,22,10,15,0,0,0,51,16,18,47.1,Match Report
2024-05-10,21:00 (12:00),La Liga,Matchweek 35,Fri,Home,D,2,2,Girona,2,14,8,57.1,0.14,0.25,12.6,0,0,0,1.7,1.7,0.13,+0.3,+0.3,Match Report,2024-05-10,21:00 (12:00),La Liga,Matchweek 35,Fri,Home,D,2,2,Girona,5,2,3,60.0,0,2.0,0.0,0,0,0,0,8,17,47.1,17,1,41.2,36.2,12,83.3,63.3,7,2,28.6,1,16.5,Match Report,2024-05-10,21:00 (12:00),La Liga,Matchweek 35,Fri,Home,D,2,2,Girona,267,339,78.8,5450,2164,103,117,88.0,117,131,89.3,39,70,55.7,2,1.5,1.7,12,36,9,2,43,Match Report,2024-05-10,21:00 (12:00),La Liga,Matchweek 35,Fri,Home,D,2,2,Girona,339,296,43,9,2,5,25,14,5,4,1,0,267,0,6,Match Report,2024-05-10,21:00 (12:00),La Liga,Matchweek 35,Fri,Home,D,2,2,Girona,28,23,4,1,0,0,0,4,4,0,0,0,0,0,Match Report,2024-05-10,21:00 (12:00),La Liga,Matchweek 35,Fri,Home,D,2,2,Girona,18,10,11,5,2,7,12,58.3,5,13,5,8,6,24,10,0,Match Report,2024-05-10,21:00 (12:00),La Liga,Matchweek 35,Fri,Home,D,2,2,Girona,36,443,45,120,175,152,27,443,17,7,41.2,10,58.8,240,1353,656,15,9,3,10,3,265,43,Match Report,2024-05-10,21:00 (12:00),La Liga,Matchweek 35,Fri,Home,D,2,2,Girona,3,0,0,13,6,0,25,6,10,0,0,0,36,15,8,65.2,Match Report
2024-05-14,21:30 (12:30),La Liga,Matchweek 36,Tue,Away,L,0,5,Real Madrid,0,18,10,55.6,0.00,0.00,21.4,0,0,0,1.3,1.3,0.07,-1.3,-1.3,Match Report,2024-05-14,21:30 (12:30),La Liga,Matchweek 36,Tue,Away,L,0,5,Real Madrid,11,5,6,54.5,0,3.4,-1.6,0,0,0,0,8,16,50.0,19,3,42.1,40.2,8,100.0,75.1,7,0,0.0,0,8.0,Match Report,2024-05-14,21:30 (12:30),La Liga,Matchweek 36,Tue,Away,L,0,5,Real Madrid,265,339,78.2,4868,2407,129,151,85.4,105,118,89.0,27,55,49.1,0,1.1,0.8,12,21,10,2,37,Match Report,2024-05-14,21:30 (12:30),La Liga,Matchweek 36,Tue,Away,L,0,5,Real Madrid,339,302,35,6,0,3,15,14,1,0,1,0,265,2,7,Match Report,2024-05-14,21:30 (12:30),La Liga,Matchweek 36,Tue,Away,L,0,5,Real Madrid,31,20,3,3,4,1,0,0,0,0,0,0,0,0,Match Report,2024-05-14,21:30 (12:30),La Liga,Matchweek 36,Tue,Away,L,0,5,Real Madrid,18,10,11,6,1,10,20,50.0,10,10,6,4,7,25,15,0,Match Report,2024-05-14,21:30 (12:30),La Liga,Matchweek 36,Tue,Away,L,0,5,Real Madrid,29,443,64,165,149,135,26,443,13,8,61.5,5,38.5,219,1235,776,16,14,1,12,9,264,37,Match Report,2024-05-14,21:30 (12:30),La Liga,Matchweek 36,Tue,Away,L,0,5,Real Madrid,1,0,0,12,6,2,15,7,10,0,0,0,40,10,12,45.5,Match Report
2024-05-18,21:00 (12:00),La Liga,Matchweek 37,Sat,Home,W,1,0,Getafe,1,9,2,22.2,0.11,0.50,10.4,0,0,0,1.2,1.2,0.13,-0.2,-0.2,Match Report,2024-05-18,21:00 (12:00),La Liga,Matchweek 37,Sat,Home,W,1,0,Getafe,4,0,4,100.0,1,0.5,+0.5,0,0,0,0,7,21,33.3,19,1,78.9,52.3,6,100.0,62.7,9,0,0.0,1,17.0,Match Report,2024-05-18,21:00 (12:00),La Liga,Matchweek 37,Sat,Home,W,1,0,Getafe,175,296,59.1,3263,1858,80,110,72.7,61,89,68.5,25,73,34.2,1,1.2,1.0,9,11,7,2,26,Match Report,2024-05-18,21:00 (12:00),La Liga,Matchweek 37,Sat,Home,W,1,0,Getafe,296,226,67,26,0,1,17,32,2,1,0,0,175,3,4,Match Report,2024-05-18,21:00 (12:00),La Liga,Matchweek 37,Sat,Home,W,1,0,Getafe,18,11,5,0,0,2,0,2,0,1,0,0,1,0,Match Report,2024-05-18,21:00 (12:00),La Liga,Matchweek 37,Sat,Home,W,1,0,Getafe,11,3,6,5,0,7,14,50.0,7,6,3,3,4,15,22,0,Match Report,2024-05-18,21:00 (12:00),La Liga,Matchweek 37,Sat,Home,W,1,0,Getafe,48,395,43,109,180,111,22,395,13,7,53.8,5,38.5,149,717,344,5,6,2,18,9,172,26,Match Report,2024-05-18,21:00 (12:00),La Liga,Matchweek 37,Sat,Home,W,1,0,Getafe,5,0,0,13,26,3,17,4,3,0,0,0,40,28,11,71.8,Match Report
2024-05-26,15:15 (07:15),La Liga,Matchweek 38,Sun,Away,D,1,1,Las Palmas,1,13,3,23.1,0.08,0.33,22.1,1,0,1,2.5,1.7,0.14,-1.5,-0.7,Match Report,2024-05-26,15:15 (07:15),La Liga,Matchweek 38,Sun,Away,D,1,1,Las Palmas,4,1,3,75.0,0,0.5,-0.5,0,0,0,0,13,23,56.5,33,4,54.5,39.3,6,83.3,57.0,6,2,33.3,6,20.1,Match Report,2024-05-26,15:15 (07:15),La Liga,Matchweek 38,Sun,Away,D,1,1,Las Palmas,203,301,67.4,4430,2223,77,104,74.0,87,107,81.3,38,74,51.4,1,1.6,0.8,9,28,9,2,26,Match Report,2024-05-26,15:15 (07:15),La Liga,Matchweek 38,Sun,Away,D,1,1,Las Palmas,301,254,46,16,1,2,16,16,6,3,2,0,203,1,16,Match Report,2024-05-26,15:15 (07:15),La Liga,Matchweek 38,Sun,Away,D,1,1,Las Palmas,24,12,2,1,4,3,2,2,1,0,0,1,0,0,Match Report,2024-05-26,15:15 (07:15),La Liga,Matchweek 38,Sun,Away,D,1,1,Las Palmas,24,12,12,11,1,14,23,60.9,9,10,0,10,12,36,18,0,Match Report,2024-05-26,15:15 (07:15),La Liga,Matchweek 38,Sun,Away,D,1,1,Las Palmas,35,422,50,161,174,90,20,421,15,4,26.7,8,53.3,180,1086,588,13,6,3,15,5,201,25,Match Report,2024-05-26,15:15 (07:15),La Liga,Matchweek 38,Sun,Away,D,1,1,Las Palmas,1,0,0,10,16,1,16,12,12,1,0,0,50,15,5,75.0,Match Report
,,,,,,--,,,,45,532,163,30.6,0.08,0.26,17.7,15,3,7,,,0.09,+45.0,+42.0,,,,,,,,--,,,,162,48,116,75.3,14,44.8,+0.8,8,8,0,0,315,778,40.5,895,125,61.6,44.3,335,67.8,48.4,530,29,5.5,37,13.5,,,,,,,,--,,,,10091,14116,71.5,191648,83394,4443,5283,84.1,4011,5052,79.4,1375,2889,47.6,36,,,341,937,273,105,1260,,,,,,,,--,,,,14116,12133,1914,506,29,124,912,802,187,45,74,4,10091,69,372,,,,,,,,--,,,,817,563,88,54,53,43,16,60,39,5,6,4,6,0,,,,,,,,--,,,,578,405,284,227,67,290,629,46.1,339,363,117,246,314,857,810,5,,,,,,,,--,,,,,18179,2162,6122,7564,4706,764,18172,625,310,49.6,254,40.6,8574,48049,25494,550,364,138,572,299,9972,1252,,,,,,,,--,,,,94,1,0,538,489,78,912,314,405,7,8,2,1807,574,625,47.9,
