2019-11-02,15:00 (08:00),Premier League,Matchweek 11,Sat,Home,W,2,0,Norwich City,2,21,5,23.8,0.10,0.40,14.8,0,0,0,2.7,2.7,0.13,-0.7,-0.7,Match Report,2019-11-02,15:00 (08:00),Premier League,Matchweek 11,Sat,Home,W,2,0,Norwich City,0,0,0,,1,0.0,0.0,0,0,0,0,3,6,50.0,31,5,16.1,26.1,4,25.0,26.3,3,0,0.0,0,10.5,Match Report,2019-11-02,15:00 (08:00),Premier League,Matchweek 11,Sat,Home,W,2,0,Norwich City,480,582,82.5,9219,3212,185,218,84.9,232,252,92.1,56,87,64.4,2,2.0,1.5,14,35,12,2,55,Match Report,2019-11-02,15:00 (08:00),Premier League,Matchweek 11,Sat,Home,W,2,0,Norwich City,582,540,39,9,0,7,19,17,8,0,6,0,480,3,11,Match Report,2019-11-02,15:00 (08:00),Premier League,Matchweek 11,Sat,Home,W,2,0,Norwich City,35,24,4,5,0,1,1,4,2,1,0,0,1,0,Match Report,2019-11-02,15:00 (08:00),Premier League,Matchweek 11,Sat,Home,W,2,0,Norwich City,19,13,7,7,5,6,23,26.1,17,8,3,5,13,32,6,0,Match Report,2019-11-02,15:00 (08:00),Premier League,Matchweek 11,Sat,Home,W,2,0,Norwich City,58,691,45,173,308,215,42,691,25,20,80.0,5,20.0,367,2227,1051,18,17,6,12,8,477,55,Match Report,2019-11-02,15:00 (08:00),Premier League,Matchweek 11,Sat,Home,W,2,0,Norwich City,0,0,0,11,8,3,19,13,13,0,0,0,65,14,6,70.0,Match Report
2019-11-10,14:00 (06:00),Premier League,Matchweek 12,Sun,Away,L,1,3,Manchester Utd,1,6,2,33.3,0.17,0.50,11.0,0,0,0,0.8,0.8,0.14,+0.2,+0.2,Match Report,2019-11-10,14:00 (06:00),Premier League,Matchweek 12,Sun,Away,L,1,3,Manchester Utd,11,3,8,72.7,0,3.4,+0.4,0,0,0,0,2,4,50.0,38,11,10.5,24.2,8,0.0,18.5,14,2,14.3,0,9.5,Match Report,2019-11-10,14:00 (06:00),Premier League,Matchweek 12,Sun,Away,L,1,3,Manchester Utd,427,538,79.4,8048,2752,165,192,85.9,213,244,87.3,43,72,59.7,1,0.8,0.6,6,24,4,1,40,Match Report,2019-11-10,14:00 (06:00),Premier League,Matchweek 12,Sun,Away,L,1,3,Manchester Utd,538,484,50,10,1,7,14,26,2,1,1,0,427,4,10,Match Report,2019-11-10,14:00 (06:00),Premier League,Matchweek 12,Sun,Away,L,1,3,Manchester Utd,10,4,3,0,1,2,0,1,0,1,0,0,0,0,Match Report,2019-11-10,14:00 (06:00),Premier League,Matchweek 12,Sun,Away,L,1,3,Manchester Utd,28,15,13,13,2,8,26,30.8,18,16,5,11,10,38,14,0,Match Report,2019-11-10,14:00 (06:00),Premier League,Matchweek 12,Sun,Away,L,1,3,Manchester Utd,58,659,85,240,304,121,9,659,16,9,56.3,7,43.8,339,1942,1001,13,8,1,14,17,426,40,Match Report,2019-11-10,14:00 (06:00),Premier League,Matchweek 12,Sun,Away,L,1,3,Manchester Utd,5,0,0,14,10,4,14,10,15,0,0,0,56,14,11,56.0,Match Report
2019-11-23,15:00 (07:00),Premier League,Matchweek 13,Sat,Home,L,0,2,Leicester City,0,7,0,0.0,0.00,,15.1,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Match Report,2019-11-23,15:00 (07:00),Premier League,Matchweek 13,Sat,Home,L,0,2,Leicester City,9,2,7,88.9,0,3.6,+1.6,1,1,0,0,4,7,57.1,25,6,12.0,26.9,7,57.1,39.9,13,1,7.7,1,15.3,Match Report,2019-11-23,15:00 (07:00),Premier League,Matchweek 13,Sat,Home,L,0,2,Leicester City,424,523,81.1,7619,2696,192,214,89.7,184,216,85.2,41,70,58.6,0,0.6,0.8,7,33,12,2,51,Match Report,2019-11-23,15:00 (07:00),Premier League,Matchweek 13,Sat,Home,L,0,2,Leicester City,523,470,51,2,0,8,24,33,6,4,1,0,424,2,11,Match Report,2019-11-23,15:00 (07:00),Premier League,Matchweek 13,Sat,Home,L,0,2,Leicester City,14,13,1,0,0,0,0,0,0,0,0,0,0,0,Match Report,2019-11-23,15:00 (07:00),Premier League,Matchweek 13,Sat,Home,L,0,2,Leicester City,11,7,6,3,2,4,13,30.8,9,9,2,7,7,18,13,0,Match Report,2019-11-23,15:00 (07:00),Premier League,Matchweek 13,Sat,Home,L,0,2,Leicester City,53,628,72,192,247,194,18,628,16,7,43.8,9,56.3,331,1687,857,20,11,4,22,8,424,51,Match Report,2019-11-23,15:00 (07:00),Premier League,Matchweek 13,Sat,Home,L,0,2,Leicester City,2,0,0,9,1,2,24,7,7,0,1,0,48,9,11,45.0,Match Report
2019-11-30,15:00 (07:00),Premier League,Matchweek 14,Sat,Away,L,1,2,Liverpool,1,12,5,41.7,0.08,0.20,21.0,1,0,0,0.8,0.8,0.07,+0.2,+0.2,Match Report,2019-11-30,15:00 (07:00),Premier League,Matchweek 14,Sat,Away,L,1,2,Liverpool,7,2,5,71.4,0,1.3,-0.7,0,0,0,0,2,2,100.0,35,8,2.9,18.9,4,25.0,21.5,10,0,0.0,1,27.0,Match Report,2019-11-30,15:00 (07:00),Premier League,Matchweek 14,Sat,Away,L,1,2,Liverpool,538,655,82.1,9646,3250,244,282,86.5,239,271,88.2,52,74,70.3,0,0.7,0.6,10,35,7,4,56,Match Report,2019-11-30,15:00 (07:00),Premier League,Matchweek 14,Sat,Away,L,1,2,Liverpool,655,605,44,3,1,6,20,29,5,1,3,0,538,6,14,Match Report,2019-11-30,15:00 (07:00),Premier League,Matchweek 14,Sat,Away,L,1,2,Liverpool,21,18,1,0,2,0,0,1,0,0,0,1,0,0,Match Report,2019-11-30,15:00 (07:00),Premier League,Matchweek 14,Sat,Away,L,1,2,Liverpool,11,7,7,4,0,8,16,50.0,8,7,3,4,14,25,21,1,Match Report,2019-11-30,15:00 (07:00),Premier League,Matchweek 14,Sat,Away,L,1,2,Liverpool,56,767,93,259,340,174,9,767,17,11,64.7,6,35.3,420,2445,1243,21,21,2,19,5,535,56,Match Report,2019-11-30,15:00 (07:00),Premier League,Matchweek 14,Sat,Away,L,1,2,Liverpool,0,0,0,10,2,6,20,14,7,0,0,0,58,12,8,60.0,Match Report
2019-12-05,20:15 (12:15),Premier League,Matchweek 15,Thu,Away,W,2,1,Arsenal,2,20,9,45.0,0.10,0.22,14.6,1,0,0,1.7,1.7,0.09,+0.3,+0.3,Match Report,2019-12-05,20:15 (12:15),Premier League,Matchweek 15,Thu,Away,W,2,1,Arsenal,5,1,4,80.0,0,1.7,+0.7,0,0,0,0,8,13,61.5,29,3,37.9,30.8,5,40.0,33.8,18,1,5.6,1,13.0,Match Report,2019-12-05,20:15 (12:15),Premier League,Matchweek 15,Thu,Away,W,2,1,Arsenal,361,453,79.7,6287,2524,161,184,87.5,136,157,86.6,44,73,60.3,1,1.5,0.9,16,27,4,1,32,Match Report,2019-12-05,20:15 (12:15),Premier League,Matchweek 15,Thu,Away,W,2,1,Arsenal,453,405,48,16,0,1,21,16,9,4,4,0,361,0,10,Match Report,2019-12-05,20:15 (12:15),Premier League,Matchweek 15,Thu,Away,W,2,1,Arsenal,34,20,7,0,3,4,0,4,3,1,0,0,0,0,Match Report,2019-12-05,20:15 (12:15),Premier League,Matchweek 15,Thu,Away,W,2,1,Arsenal,11,7,3,7,1,6,21,28.6,15,8,3,5,6,17,25,0,Match Report,2019-12-05,20:15 (12:15),Premier League,Matchweek 15,Thu,Away,W,2,1,Arsenal,50,564,62,174,257,138,28,564,15,7,46.7,8,53.3,291,1761,948,20,15,9,13,11,358,32,Match Report,2019-12-05,20:15 (12:15),Premier League,Matchweek 15,Thu,Away,W,2,1,Arsenal,1,0,0,11,9,0,21,6,7,0,0,0,55,21,11,65.6,Match Report
2019-12-08,16:30 (08:30),Premier League,Matchweek 16,Sun,Home,D,2,2,Wolves,2,13,5,38.5,0.15,0.40,18.0,0,0,0,1.2,1.2,0.10,+0.8,+0.8,Match Report,2019-12-08,16:30 (08:30),Premier League,Matchweek 16,Sun,Home,D,2,2,Wolves,6,2,4,66.7,0,2.3,+0.3,0,0,0,0,7,13,53.8,38,8,34.2,30.3,4,0.0,13.0,8,0,0.0,4,28.3,Match Report,2019-12-08,16:30 (08:30),Premier League,Matchweek 16,Sun,Home,D,2,2,Wolves,505,625,80.8,8999,2951,225,252,89.3,229,265,86.4,47,85,55.3,2,0.4,0.6,7,32,6,1,53,Match Report,2019-12-08,16:30 (08:30),Premier League,Matchweek 16,Sun,Home,D,2,2,Wolves,625,584,40,10,0,2,15,20,3,1,2,0,505,1,13,Match Report,2019-12-08,16:30 (08:30),Premier League,Matchweek 16,Sun,Home,D,2,2,Wolves,19,13,2,1,2,1,0,4,4,0,0,0,0,0,Match Report,2019-12-08,16:30 (08:30),Premier League,Matchweek 16,Sun,Home,D,2,2,Wolves,13,7,4,8,1,5,21,23.8,16,15,5,10,9,22,13,1,Match Report,2019-12-08,16:30 (08:30),Premier League,Matchweek 16,Sun,Home,D,2,2,Wolves,61,718,76,207,365,148,18,718,9,6,66.7,3,33.3,413,2176,1131,12,13,3,12,6,503,53,Match Report,2019-12-08,16:30 (08:30),Premier League,Matchweek 16,Sun,Home,D,2,2,Wolves,3,0,0,10,7,1,15,9,7,0,0,0,59,17,19,47.2,Match Report
2019-12-16,19:45 (11:45),Premier League,Matchweek 17,Mon,Away,D,1,1,Crystal Palace,1,15,10,66.7,0.07,0.10,19.3,0,0,0,2.3,2.3,0.16,-1.3,-1.3,Match Report,2019-12-16,19:45 (11:45),Premier League,Matchweek 17,Mon,Away,D,1,1,Crystal Palace,4,1,3,75.0,0,0.9,-0.1,0,0,0,0,7,9,77.8,25,8,28.0,30.0,5,40.0,34.6,12,1,8.3,0,17.0,Match Report,2019-12-16,19:45 (11:45),Premier League,Matchweek 17,Mon,Away,D,1,1,Crystal Palace,544,671,81.1,9871,3178,242,280,86.4,243,274,88.7,51,84,60.7,1,0.8,0.8,9,47,10,3,56,Match Report,2019-12-16,19:45 (11:45),Premier League,Matchweek 17,Mon,Away,D,1,1,Crystal Palace,671,613,57,7,0,14,33,36,7,2,3,0,544,1,13,Match Report,2019-12-16,19:45 (11:45),Premier League,Matchweek 17,Mon,Away,D,1,1,Crystal Palace,26,15,5,1,3,1,1,2,2,0,0,0,0,0,Match Report,2019-12-16,19:45 (11:45),Premier League,Matchweek 17,Mon,Away,D,1,1,Crystal Palace,16,11,5,10,1,5,15,33.3,10,5,1,4,9,25,14,0,Match Report,2019-12-16,19:45 (11:45),Premier League,Matchweek 17,Mon,Away,D,1,1,Crystal Palace,65,771,57,182,329,267,28,771,14,11,78.6,3,21.4,444,2674,1560,34,30,5,14,11,544,56,Match Report,2019-12-16,19:45 (11:45),Premier League,Matchweek 17,Mon,Away,D,1,1,Crystal Palace,1,0,0,12,6,1,33,9,11,0,0,0,54,10,26,27.8,Match Report
2019-12-21,15:00 (07:00),Premier League,Matchweek 18,Sat,Home,L,0,1,Sheffield Utd,0,9,2,22.2,0.00,0.00,19.4,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Match Report,2019-12-21,15:00 (07:00),Premier League,Matchweek 18,Sat,Home,L,0,1,Sheffield Utd,2,1,1,50.0,0,0.7,-0.3,0,0,0,0,1,4,25.0,39,7,10.3,25.5,8,0.0,18.3,5,0,0.0,0,9.0,Match Report,2019-12-21,15:00 (07:00),Premier League,Matchweek 18,Sat,Home,L,0,1,Sheffield Utd,572,709,80.7,10476,3114,234,263,89.0,278,326,85.3,57,106,53.8,0,0.3,0.6,6,47,8,2,50,Match Report,2019-12-21,15:00 (07:00),Premier League,Matchweek 18,Sat,Home,L,0,1,Sheffield Utd,709,651,56,13,4,4,23,29,4,1,3,0,572,2,5,Match Report,2019-12-21,15:00 (07:00),Premier League,Matchweek 18,Sat,Home,L,0,1,Sheffield Utd,15,12,0,1,1,1,0,0,0,0,0,0,0,0,Match Report,2019-12-21,15:00 (07:00),Premier League,Matchweek 18,Sat,Home,L,0,1,Sheffield Utd,9,8,3,3,3,5,14,35.7,9,5,0,5,5,14,10,2,Match Report,2019-12-21,15:00 (07:00),Premier League,Matchweek 18,Sat,Home,L,0,1,Sheffield Utd,69,800,66,245,353,208,26,800,21,10,47.6,11,52.4,455,2705,1563,23,17,6,14,11,568,50,Match Report,2019-12-21,15:00 (07:00),Premier League,Matchweek 18,Sat,Home,L,0,1,Sheffield Utd,1,0,0,6,9,2,23,5,8,0,0,0,58,28,29,49.1,Match Report
2019-12-26,12:30 (04:30),Premier League,Matchweek 19,Thu,Away,L,1,2,Tottenham,1,11,5,45.5,0.09,0.20,21.5,1,0,0,1.0,1.0,0.09,0.0,0.0,Match Report,2019-12-26,12:30 (04:30),Premier League,Matchweek 19,Thu,Away,L,1,2,Tottenham,5,2,3,60.0,0,1.5,-0.5,0,0,0,0,4,10,40.0,30,7,30.0,30.0,4,25.0,29.0,13,0,0.0,0,7.0,Match Report,2019-12-26,12:30 (04:30),Premier League,Matchweek 19,Thu,Away,L,1,2,Tottenham,357,457,78.1,6543,2447,165,191,86.4,140,176,79.5,48,73,65.8,1,0.8,0.5,7,28,3,1,39,Match Report,2019-12-26,12:30 (04:30),Premier League,Matchweek 19,Thu,Away,L,1,2,Tottenham,457,417,40,14,0,6,17,17,2,1,1,0,357,0,11,Match Report,2019-12-26,12:30 (04:30),Premier League,Matchweek 19,Thu,Away,L,1,2,Tottenham,20,12,2,1,1,4,0,2,0,1,0,0,1,0,Match Report,2019-12-26,12:30 (04:30),Premier League,Matchweek 19,Thu,Away,L,1,2,Tottenham,23,13,10,10,3,12,23,52.2,11,17,3,14,14,37,28,0,Match Report,2019-12-26,12:30 (04:30),Premier League,Matchweek 19,Thu,Away,L,1,2,Tottenham,46,591,63,209,280,109,12,591,23,17,73.9,6,26.1,326,1999,1076,15,8,6,21,13,353,38,Match Report,2019-12-26,12:30 (04:30),Premier League,Matchweek 19,Thu,Away,L,1,2,Tottenham,2,0,0,9,10,0,17,14,13,0,0,0,62,21,9,70.0,Match Report
2019-12-28,12:30 (04:30),Premier League,Matchweek 20,Sat,Home,W,2,0,Bournemouth,2,16,6,37.5,0.13,0.33,20.9,0,0,0,0.8,0.8,0.05,+1.2,+1.2,Match Report,2019-12-28,12:30 (04:30),Premier League,Matchweek 20,Sat,Home,W,2,0,Bournemouth,2,0,2,100.0,1,0.1,+0.1,0,0,0,0,11,17,64.7,23,3,39.1,37.3,9,88.9,55.4,6,0,0.0,0,,Match Report,2019-12-28,12:30 (04:30),Premier League,Matchweek 20,Sat,Home,W,2,0,Bournemouth,437,550,79.5,7951,2826,183,215,85.1,200,225,88.9,43,83,51.8,2,0.7,0.5,14,29,7,0,42,Match Report,2019-12-28,12:30 (04:30),Premier League,Matchweek 20,Sat,Home,W,2,0,Bournemouth,550,494,53,10,3,4,24,24,9,1,7,0,437,3,6,Match Report,2019-12-28,12:30 (04:30),Premier League,Matchweek 20,Sat,Home,W,2,0,Bournemouth,31,25,2,3,1,0,0,4,3,0,1,0,0,0,Match Report,2019-12-28,12:30 (04:30),Premier League,Matchweek 20,Sat,Home,W,2,0,Bournemouth,23,15,10,9,4,7,13,53.8,6,13,5,8,15,38,13,0,Match Report,2019-12-28,12:30 (04:30),Premier League,Matchweek 20,Sat,Home,W,2,0,Bournemouth,55,663,48,200,284,185,20,663,17,11,64.7,6,35.3,424,2109,946,22,18,8,15,12,434,42,Match Report,2019-12-28,12:30 (04:30),Premier League,Matchweek 20,Sat,Home,W,2,0,Bournemouth,0,0,0,9,10,3,24,15,15,0,0,0,53,23,21,52.3,Match Report
2020-01-01,12:30 (04:30),Premier League,Matchweek 21,Wed,Home,D,1,1,Chelsea,1,16,5,31.3,0.06,0.20,16.9,1,0,0,1.3,1.3,0.08,-0.3,-0.3,Match Report,2020-01-01,12:30 (04:30),Premier League,Matchweek 21,Wed,Home,D,1,1,Chelsea,4,1,3,75.0,0,1.0,0.0,0,0,0,0,3,8,37.5,36,4,22.2,28.9,8,0.0,16.5,8,0,0.0,0,,Match Report,2020-01-01,12:30 (04:30),Premier League,Matchweek 21,Wed,Home,D,1,1,Chelsea,409,532,76.9,7765,2981,159,190,83.7,202,242,83.5,46,80,57.5,1,1.0,0.7,11,25,12,1,45,Match Report,2020-01-01,12:30 (04:30),Premier League,Matchweek 21,Wed,Home,D,1,1,Chelsea,532,473,59,17,1,2,17,27,5,2,3,0,409,0,6,Match Report,2020-01-01,12:30 (04:30),Premier League,Matchweek 21,Wed,Home,D,1,1,Chelsea,27,15,4,1,4,3,0,2,1,1,0,0,0,0,Match Report,2020-01-01,12:30 (04:30),Premier League,Matchweek 21,Wed,Home,D,1,1,Chelsea,20,15,5,11,4,7,18,38.9,11,21,8,13,8,28,13,1,Match Report,2020-01-01,12:30 (04:30),Premier League,Matchweek 21,Wed,Home,D,1,1,Chelsea,48,671,78,230,284,165,29,671,17,6,35.3,11,64.7,322,1767,835,16,10,6,29,14,407,44,Match Report,2020-01-01,12:30 (04:30),Premier League,Matchweek 21,Wed,Home,D,1,1,Chelsea,2,0,0,8,15,0,17,8,15,0,0,0,64,23,18,56.1,Match Report
2020-01-04,15:01 (07:01),FA Cup,Third round,Sat,Home,L,0,1,Sheffield Weds,0,8,3,37.5,0.00,0.00,,,0,0,,,,,,Match Report,2020-01-04,15:01 (07:01),FA Cup,Third round,Sat,Home,L,0,1,Sheffield Weds,4,1,3,75.0,0,,,0,0,0,0,,,,,,,,,,,,,,,,Match Report,2020-01-04,15:01 (07:01),FA Cup,Third round,Sat,Home,L,0,1,Sheffield Weds,,,,,,,,,,,,,,,0,,,,,,,,Match Report,2020-01-04,15:01 (07:01),FA Cup,Third round,Sat,Home,L,0,1,Sheffield Weds,,,,,,,12,,,,,,,,,Match Report,2020-01-04,15:01 (07:01),FA Cup,Third round,Sat,Home,L,0,1,Sheffield Weds,,,,,,,,,,,,,,,Match Report,2020-01-04,15:01 (07:01),FA Cup,Third round,Sat,Home,L,0,1,Sheffield Weds,,0,,,,,,,,,,,0,0,,,Match Report,2020-01-04,15:01 (07:01),FA Cup,Third round,Sat,Home,L,0,1,Sheffield Weds,54,,,,,,,,,,,,,,,,,,,,,,,Match Report,2020-01-04,15:01 (07:01),FA Cup,Third round,Sat,Home,L,0,1,Sheffield Weds,1,0,0,13,8,1,12,0,0,,,0,,,,,Match Report
2020-01-11,15:00 (07:00),Premier League,Matchweek 22,Sat,Away,L,0,1,Everton,0,9,2,22.2,0.00,0.00,15.8,0,0,0,1.3,1.3,0.14,-1.3,-1.3,Match Report,2020-01-11,15:00 (07:00),Premier League,Matchweek 22,Sat,Away,L,0,1,Everton,6,1,5,83.3,0,2.1,+1.1,0,0,0,0,8,14,57.1,27,10,37.0,30.8,8,50.0,42.5,22,0,0.0,3,24.8,Match Report,2020-01-11,15:00 (07:00),Premier League,Matchweek 22,Sat,Away,L,0,1,Everton,349,480,72.7,6884,2900,143,174,82.2,151,191,79.1,52,88,59.1,0,0.3,0.6,5,29,6,1,47,Match Report,2020-01-11,15:00 (07:00),Premier League,Matchweek 22,Sat,Away,L,0,1,Everton,480,428,50,9,2,7,14,28,3,1,1,0,349,2,18,Match Report,2020-01-11,15:00 (07:00),Premier League,Matchweek 22,Sat,Away,L,0,1,Everton,18,13,1,3,0,1,0,0,0,0,0,0,0,0,Match Report,2020-01-11,15:00 (07:00),Premier League,Matchweek 22,Sat,Away,L,0,1,Everton,13,6,4,9,0,7,16,43.8,9,12,4,8,10,23,28,0,Match Report,2020-01-11,15:00 (07:00),Premier League,Matchweek 22,Sat,Away,L,0,1,Everton,47,616,83,216,293,112,19,616,23,11,47.8,12,52.2,283,1573,854,15,13,3,16,9,344,47,Match Report,2020-01-11,15:00 (07:00),Premier League,Matchweek 22,Sat,Away,L,0,1,Everton,1,0,0,7,6,2,14,10,6,0,0,0,67,17,15,53.1,Match Report
2020-01-18,15:00 (07:00),Premier League,Matchweek 23,Sat,Home,D,1,1,Aston Villa,1,10,2,20.0,0.10,0.50,13.6,0,0,0,1.1,1.1,0.11,-0.1,-0.1,Match Report,2020-01-18,15:00 (07:00),Premier League,Matchweek 23,Sat,Home,D,1,1,Aston Villa,3,1,2,66.7,0,0.6,-0.4,0,0,0,0,7,12,58.3,31,6,35.5,33.7,9,11.1,21.4,15,2,13.3,1,12.6,Match Report,2020-01-18,15:00 (07:00),Premier League,Matchweek 23,Sat,Home,D,1,1,Aston Villa,425,547,77.7,7629,2752,199,225,88.4,181,211,85.8,40,81,49.4,1,0.8,0.6,8,25,9,0,50,Match Report,2020-01-18,15:00 (07:00),Premier League,Matchweek 23,Sat,Home,D,1,1,Aston Villa,547,487,58,17,0,2,12,27,3,1,1,0,425,2,11,Match Report,2020-01-18,15:00 (07:00),Premier League,Matchweek 23,Sat,Home,D,1,1,Aston Villa,17,12,2,0,2,1,0,2,2,0,0,0,0,0,Match Report,2020-01-18,15:00 (07:00),Premier League,Matchweek 23,Sat,Home,D,1,1,Aston Villa,20,10,9,5,6,7,19,36.8,12,12,0,12,16,36,14,0,Match Report,2020-01-18,15:00 (07:00),Premier League,Matchweek 23,Sat,Home,D,1,1,Aston Villa,55,674,66,230,296,153,34,674,14,11,78.6,3,21.4,363,1964,994,17,11,3,27,17,421,49,Match Report,2020-01-18,15:00 (07:00),Premier League,Matchweek 23,Sat,Home,D,1,1,Aston Villa,3,0,0,11,13,2,12,16,10,0,0,0,61,18,16,52.9,Match Report
2020-01-21,19:30 (11:30),Premier League,Matchweek 24,Tue,Away,L,1,3,Bournemouth,1,21,8,38.1,0.05,0.13,19.4,0,0,0,1.8,1.8,0.09,-0.8,-0.8,Match Report,2020-01-21,19:30 (11:30),Premier League,Matchweek 24,Tue,Away,L,1,3,Bournemouth,3,3,1,0.0,0,1.0,-1.0,0,0,0,0,3,3,100.0,33,4,9.1,24.9,6,0.0,21.2,6,1,16.7,0,9.1,Match Report,2020-01-21,19:30 (11:30),Premier League,Matchweek 24,Tue,Away,L,1,3,Bournemouth,511,628,81.4,10033,2925,177,206,85.9,269,306,87.9,64,92,69.6,0,0.9,0.6,13,33,7,1,69,Match Report,2020-01-21,19:30 (11:30),Premier League,Matchweek 24,Tue,Away,L,1,3,Bournemouth,628,565,62,11,2,5,23,33,8,4,3,0,511,1,16,Match Report,2020-01-21,19:30 (11:30),Premier League,Matchweek 24,Tue,Away,L,1,3,Bournemouth,34,28,1,1,2,1,1,2,1,0,1,0,0,0,Match Report,2020-01-21,19:30 (11:30),Premier League,Matchweek 24,Tue,Away,L,1,3,Bournemouth,16,9,10,5,1,6,10,60.0,4,14,4,10,6,22,15,1,Match Report,2020-01-21,19:30 (11:30),Premier League,Matchweek 24,Tue,Away,L,1,3,Bournemouth,66,749,64,242,336,176,18,749,18,14,77.8,4,22.2,433,2454,1403,22,20,0,24,6,510,69,Match Report,2020-01-21,19:30 (11:30),Premier League,Matchweek 24,Tue,Away,L,1,3,Bournemouth,1,0,0,12,8,1,23,6,9,0,0,1,61,18,18,50.0,Match Report
2020-02-01,15:00 (07:00),Premier League,Matchweek 25,Sat,Away,D,3,3,West Ham,2,19,6,31.6,0.11,0.33,17.7,2,0,0,1.9,1.9,0.10,+0.1,+0.1,Match Report,2020-02-01,15:00 (07:00),Premier League,Matchweek 25,Sat,Away,D,3,3,West Ham,6,3,3,50.0,0,0.4,-2.6,0,0,0,0,3,14,21.4,34,10,23.5,28.8,8,75.0,50.3,20,1,5.0,0,5.5,Match Report,2020-02-01,15:00 (07:00),Premier League,Matchweek 25,Sat,Away,D,3,3,West Ham,545,662,82.3,10002,3490,210,241,87.1,255,284,89.8,63,102,61.8,1,1.5,1.0,12,47,14,5,62,Match Report,2020-02-01,15:00 (07:00),Premier League,Matchweek 25,Sat,Away,D,3,3,West Ham,662,615,46,8,1,3,24,20,6,3,2,0,545,1,4,Match Report,2020-02-01,15:00 (07:00),Premier League,Matchweek 25,Sat,Away,D,3,3,West Ham,35,29,1,1,2,2,0,2,2,0,0,0,0,0,Match Report,2020-02-01,15:00 (07:00),Premier League,Matchweek 25,Sat,Away,D,3,3,West Ham,19,8,9,9,1,10,22,45.5,12,7,3,4,12,31,12,0,Match Report,2020-02-01,15:00 (07:00),Premier League,Matchweek 25,Sat,Away,D,3,3,West Ham,65,767,64,206,405,166,25,767,16,7,43.8,9,56.3,453,2594,1263,18,14,3,11,14,542,62,Match Report,2020-02-01,15:00 (07:00),Premier League,Matchweek 25,Sat,Away,D,3,3,West Ham,1,0,0,9,6,1,24,12,8,0,0,0,50,28,28,50.0,Match Report
